[00:01:33] <euouae> This may be someone that got caught into that whole 'feds on your tail' thing, although their case has not been resolved before a judge yet https://nymag.com/intelligencer/2021/08/bitcoin-ian-freeman-fbi-doj.html
[00:03:35] <euouae> Mesh networks, right. It's cool. 
[04:20:15] *** Quits: Klotz (~Klotzoman@gateway/tor-sasl/klotz) (Ping timeout: 276 seconds)
[04:21:22] <yates> there are 4 bytes of session-specific data, 4 "random" bytes (passed by the sender, in the clear), and 8 bytes of zeros. 
[04:22:16] <yates> (what i described the first time is how the primary key is generated)
[04:22:51] *** Joins: Klotz (~Klotzoman@gateway/tor-sasl/klotz)
[04:24:31] *** Joins: p2ych0n4ut (~punk_Lain@156.67.18.224)
[04:24:44] <Alipha> Yeah, this is likely to be fine. It's better to use a proper KDF, but from what you've described, I don't think there's any vulnerabilities
[04:26:12] <yates> KDF?
[04:26:48] <sarnold> key derivation functino
[04:26:52] *** Joins: lainon (~lainon@2601:7c0:c500:4d20::ae8)
[04:31:39] *** Quits: p2ych0n4ut (~punk_Lain@156.67.18.224) (Quit: Leaving)
[04:32:02] *** Quits: zro (~zro@user/zro) (Quit: WeeChat 3.4)
[04:35:29] *** Joins: LordOfLive (uid538075@tinside.irccloud.com)
[04:35:53] *** LordOfLive is now known as Guest4607
[04:41:48] *** Guest4607 is now known as LordOfLive
[04:45:05] *** Joins: dude12312414 (~test@gateway/tor-sasl/dude12312414)
[04:47:08] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[04:50:19] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Quit: exiting 3.4)
[04:50:52] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[04:56:22] *** Joins: chillbruh (~chillbruh@2001:470:69fc:105::1:8946)
[04:56:45] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Ping timeout: 256 seconds)
[04:57:51] *** Quits: Colti (Miramar-FL@user/host-pond) (Ping timeout: 268 seconds)
[05:00:08] *** Joins: kish` (~aqua@user/aqua)
[05:02:56] *** Joins: Colti (Miramar-FL@user/host-pond)
[05:03:14] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[05:07:05] *** Quits: Colti (Miramar-FL@user/host-pond) (Excess Flood)
[05:08:48] *** Joins: Colti (Miramar-FL@user/host-pond)
[05:10:07] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Ping timeout: 256 seconds)
[05:11:45] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[05:16:14] *** Quits: lainon (~lainon@2601:7c0:c500:4d20::ae8) (Remote host closed the connection)
[05:16:45] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[05:21:43] *** Quits: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net) (Quit: Client closed)
[05:33:53] *** Quits: etolier (~somewhere@122-199-44-127.ip4.superloop.com) (Ping timeout: 252 seconds)
[05:39:50] *** Quits: Klotz (~Klotzoman@gateway/tor-sasl/klotz) (Quit: Klotz)
[05:46:02] *** LordOfLive is now known as Guest9777
[05:59:05] *** Quits: Guest3959 (epony@lz2.eu) (Quit: QUIT)
[06:00:37] *** Joins: hqdruxn08 (~hqdruxn08@user/hqdruxn08)
[06:04:45] *** Joins: epony (epony@user/epony)
[06:07:21] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Ping timeout: 256 seconds)
[06:09:45] *** Joins: frost (~frost@user/frost)
[06:10:34] *** Guest9777 is now known as LordOfLive
[06:10:35] *** Quits: deusexbeer (~hedeo@37-146-227-150.broadband.corbina.ru) (Remote host closed the connection)
[06:11:06] *** Joins: deusexbeer (~hedeo@37-146-227-150.broadband.corbina.ru)
[06:14:20] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[06:31:02] *** Quits: mad_enz (~mad_enz@lnsm1-torontoxn-142-120-17-169.internet.virginmobile.ca) (Ping timeout: 256 seconds)
[06:31:59] *** Quits: frost (~frost@user/frost) (Quit: Connection closed)
[06:46:22] *** Joins: frigor (~osi@5.53.148.124)
[07:04:48] *** Quits: ivii (~ivan@user/ivii) (Quit: Konversation terminated!)
[07:15:39] *** Quits: dude12312414 (~test@gateway/tor-sasl/dude12312414) (Quit: THE RAM IS TOO DAMN HIGH)
[07:40:10] *** Quits: lithium_pt (~lithiumpt@178.239.165.92) (Ping timeout: 256 seconds)
[07:47:14] *** Joins: BOKALDO (~BOKALDO@user/bokaldo)
[08:10:35] *** Joins: lithiumpt (~lithiumpt@178.239.165.29)
[08:22:09] *** Quits: Colti (Miramar-FL@user/host-pond) (Excess Flood)
[08:24:22] *** Joins: Colti (Miramar-FL@user/host-pond)
[08:24:23] *** Quits: igemnace (~ian@user/igemnace) (Ping timeout: 252 seconds)
[08:39:17] *** Quits: Trazi (~trazi@user/trazi) (Ping timeout: 240 seconds)
[08:44:06] *** Joins: Trazi (~trazi@user/trazi)
[08:56:31] *** Joins: frost (~frost@user/frost)
[08:56:37] *** Quits: Gravis (~gravis@user/gravis) (Ping timeout: 240 seconds)
[08:58:29] *** Quits: lithiumpt (~lithiumpt@178.239.165.29) (Ping timeout: 256 seconds)
[09:12:57] *** Quits: frost (~frost@user/frost) (Ping timeout: 240 seconds)
[09:13:03] *** Joins: Gravis (~gravis@user/gravis)
[09:14:03] *** Quits: Sofia (~sofia@gateway/tor-sasl/sofia) (Ping timeout: 276 seconds)
[09:17:25] *** Quits: Malvolio (~Malvolio@user/malvolio) (Ping timeout: 256 seconds)
[09:18:06] *** Joins: lithiumpt (~lithiumpt@178.239.165.29)
[09:19:38] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[09:26:15] *** Joins: Sofia (~sofia@gateway/tor-sasl/sofia)
[09:56:18] *** Quits: Sofia (~sofia@gateway/tor-sasl/sofia) (Ping timeout: 276 seconds)
[10:11:00] *** Joins: Sofia (~sofia@gateway/tor-sasl/sofia)
[10:19:42] *** Quits: Sofia (~sofia@gateway/tor-sasl/sofia) (Ping timeout: 276 seconds)
[10:30:53] *** Joins: Sofia (~sofia@gateway/tor-sasl/sofia)
[10:42:06] *** Quits: Colti (Miramar-FL@user/host-pond) (Excess Flood)
[10:42:21] *** Joins: Colti (Miramar-FL@user/host-pond)
[10:48:04] *** Quits: crabby (~crabby@2600:8801:f200:27:9c99:ae9d:888d:6396) (Read error: Connection reset by peer)
[10:55:52] *** Quits: elichai2 (sid212594@id-212594.hampstead.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: pdg (sid395042@id-395042.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: SlimmyJimmy (blank@user/slimmyjimmy) (*.net *.split)
[10:55:52] *** Quits: aleck1 (~aleck@user/aleck) (*.net *.split)
[10:55:52] *** Quits: Mutsuhito_ (sid13530@ilkley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: abraham (~abraham@143.244.185.86) (*.net *.split)
[10:55:52] *** Quits: joe7057 (~joseph@wnpgmb016qw-ds01-2-119.dynamic.bellmts.net) (*.net *.split)
[10:55:52] *** Quits: The_Tablet (~tablet@user/the-tablet) (*.net *.split)
[10:55:52] *** Quits: yates (~user@fv-nc-f7af8b91e1-234237-1.tingfiber.com) (*.net *.split)
[10:55:52] *** Quits: TheCoffeMaker (~TheCoffeM@user/thecoffemaker) (*.net *.split)
[10:55:52] *** Quits: towel (~towel@user/towel) (*.net *.split)
[10:55:52] *** Quits: Alina-malina (~Alina-mal@user/alina-malina) (*.net *.split)
[10:55:52] *** Quits: instantp10neer (~instantp1@user/instantp10neer) (*.net *.split)
[10:55:52] *** Quits: gde33 (~gde33@84-106-154-98.cable.dynamic.v4.ziggo.nl) (*.net *.split)
[10:55:52] *** Quits: rmm (~rmm@user/rmm) (*.net *.split)
[10:55:52] *** Quits: OneWheelGeek (~OneWheelG@alpha.straybits.org) (*.net *.split)
[10:55:52] *** Quits: bgs (~bgs@cpe-212-85-160-171.cable.telemach.net) (*.net *.split)
[10:55:52] *** Quits: cehteh (~ct@git.pipapo.org) (*.net *.split)
[10:55:52] *** Quits: arooni (~arooni@li1062-244.members.linode.com) (*.net *.split)
[10:55:52] *** Quits: Anu (anunay@user/anunay) (*.net *.split)
[10:55:52] *** Quits: webstran- (~webstrand@user/webstrand) (*.net *.split)
[10:55:52] *** Quits: llorllale (~llorllale@198.98.119.85) (*.net *.split)
[10:55:52] *** Quits: B4ckBOne (~B4ckBOne@85.10.195.46) (*.net *.split)
[10:55:52] *** Quits: t0x0sh (~tosh@176.158.137.106) (*.net *.split)
[10:55:52] *** Quits: Disconsented (~quassel@107.170.227.20) (*.net *.split)
[10:55:52] *** Quits: platta (~platta@pool-173-61-104-121.cmdnnj.fios.verizon.net) (*.net *.split)
[10:55:52] *** Quits: voiceofreason (~voiceofre@207.148.10.181) (*.net *.split)
[10:55:52] *** Quits: DefiantN (~DefiantN@user/defiantn) (*.net *.split)
[10:55:52] *** Quits: Platonides (~Wikipedis@wikimedia/Platonides) (*.net *.split)
[10:55:52] *** Quits: opotin (~opotin@gyros.collabora.co.uk) (*.net *.split)
[10:55:52] *** Quits: skyl4rk (~tlvb@user/tlvb) (*.net *.split)
[10:55:52] *** Quits: ch1p (~ch1p@ch1p.io) (*.net *.split)
[10:55:52] *** Quits: yawkat (~yawkat@cats.coffee) (*.net *.split)
[10:58:06] *** Joins: yates (~user@fv-nc-f7af8b91e1-234237-1.tingfiber.com)
[10:58:06] *** Joins: SlimmyJimmy (blank@user/slimmyjimmy)
[10:58:06] *** Joins: aleck1 (~aleck@user/aleck)
[10:58:06] *** Joins: Mutsuhito_ (sid13530@ilkley.irccloud.com)
[10:58:06] *** Joins: abraham (~abraham@143.244.185.86)
[10:58:06] *** Joins: joe7057 (~joseph@wnpgmb016qw-ds01-2-119.dynamic.bellmts.net)
[10:58:06] *** Joins: The_Tablet (~tablet@user/the-tablet)
[10:58:06] *** Joins: TheCoffeMaker (~TheCoffeM@user/thecoffemaker)
[10:58:06] *** Joins: towel (~towel@user/towel)
[10:58:06] *** Joins: Alina-malina (~Alina-mal@user/alina-malina)
[10:58:06] *** Joins: instantp10neer (~instantp1@user/instantp10neer)
[10:58:06] *** Joins: gde33 (~gde33@84-106-154-98.cable.dynamic.v4.ziggo.nl)
[10:58:06] *** Joins: rmm (~rmm@user/rmm)
[10:58:06] *** Joins: OneWheelGeek (~OneWheelG@alpha.straybits.org)
[10:58:06] *** Joins: bgs (~bgs@cpe-212-85-160-171.cable.telemach.net)
[10:58:06] *** Joins: cehteh (~ct@git.pipapo.org)
[10:58:06] *** Joins: arooni (~arooni@li1062-244.members.linode.com)
[10:58:06] *** Joins: Anu (anunay@user/anunay)
[10:58:06] *** Joins: webstran- (~webstrand@user/webstrand)
[10:58:06] *** Joins: llorllale (~llorllale@198.98.119.85)
[10:58:06] *** Joins: B4ckBOne (~B4ckBOne@85.10.195.46)
[10:58:06] *** Joins: t0x0sh (~tosh@176.158.137.106)
[10:58:06] *** Joins: Disconsented (~quassel@107.170.227.20)
[10:58:06] *** Joins: platta (~platta@pool-173-61-104-121.cmdnnj.fios.verizon.net)
[10:58:06] *** Joins: voiceofreason (~voiceofre@207.148.10.181)
[10:58:06] *** Joins: DefiantN (~DefiantN@user/defiantn)
[10:58:06] *** Joins: Platonides (~Wikipedis@wikimedia/Platonides)
[10:58:06] *** Joins: opotin (~opotin@gyros.collabora.co.uk)
[10:58:06] *** Joins: skyl4rk (~tlvb@user/tlvb)
[10:58:06] *** Joins: ch1p (~ch1p@ch1p.io)
[10:58:06] *** Joins: yawkat (~yawkat@cats.coffee)
[10:58:06] *** Joins: elichai2 (sid212594@id-212594.hampstead.irccloud.com)
[10:58:06] *** Joins: pdg (sid395042@id-395042.lymington.irccloud.com)
[11:02:44] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[11:04:57] *** Quits: Anu (anunay@user/anunay) (Remote host closed the connection)
[11:05:08] *** Joins: Anu (anunay@user/anunay)
[11:05:44] *** Quits: Anu (anunay@user/anunay) (Remote host closed the connection)
[11:13:55] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[11:19:09] *** Joins: andreasbuhr (~quassel@p549dbab5.dip0.t-ipconnect.de)
[11:22:58] *** Joins: MajorBiscuit (~MajorBisc@86-88-79-148.fixed.kpn.net)
[11:27:16] *** Joins: Haohmaru (~Haohmaru@195.24.53.110)
[11:27:45] *** Quits: MajorBiscuit (~MajorBisc@86-88-79-148.fixed.kpn.net) (Ping timeout: 256 seconds)
[11:29:10] *** Joins: MajorBiscuit (~MajorBisc@c-001-015-052.client.tudelft.eduvpn.nl)
[11:36:22] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[11:44:27] *** Quits: frigor (~osi@5.53.148.124) (Quit: Lost terminal)
[12:02:00] *** Quits: Deknos (~someone@user/menace) (Quit: Deknos)
[12:11:41] *** Joins: Guyver2 (~Guyver@guyver2.xs4all.nl)
[12:14:43] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[12:15:08] *** Joins: menace (~someone@ppp-93-104-186-58.dynamic.mnet-online.de)
[12:15:08] *** Quits: menace (~someone@ppp-93-104-186-58.dynamic.mnet-online.de) (Changing host)
[12:15:08] *** Joins: menace (~someone@user/menace)
[12:15:16] *** menace is now known as Deknos
[12:19:59] *** Joins: machinedgod (~machinedg@24.105.81.50)
[12:21:16] *** thomas25- is now known as thomas25
[12:26:06] *** Quits: HumanG33k (~HumanG33k@2a01:e0a:95:5d90:215:c5ff:fe68:fb04) (Ping timeout: 260 seconds)
[12:26:13] *** Joins: Anu (anunay@user/anunay)
[12:27:00] *** Joins: HumanG33k (~HumanG33k@2a01:e0a:95:5d90:215:c5ff:fe68:fb04)
[12:30:15] *** Quits: KellerHusky[m] (~kellerhus@2001:470:69fc:105::478c) (Quit: You have been kicked for being idle)
[12:47:11] *** Joins: acresearch (~acresearc@user/acresearch)
[12:48:19] <acresearch> people i am trying to make a password is a strange way,,, i can;t figure it out... i am trying to generate a password such that i divide it into 2,,, these two parts are public and everyone can see them, but only when you combine them can you get the password... strange right?
[12:49:23] <maroon> so even though the public sees 100% of the info, the public cannot figure out the password?
[12:50:46] <acresearch> maroon: yes,,,   
[12:51:22] <acresearch> maroon: the idea is two NFT texts,,, but only the owner of both can find out the password,,,, you understand the idea?
[12:51:25] <maroon> you're not making sense acre, there needs to be some portion of a secret withheld
[12:51:51] <maroon> so there is some secret info that the public does not?
[12:52:22] <acresearch> maroon: yes,,, but how can you hide a secrete in an NFT   because every part of it is public right?
[12:54:06] <maroon> forget nft. you have a password that you've divided into x and y. the public can also see x and y. but somehow the perso who created x and y, who has withheld no secret info, is able to magically combine x and y together in a way that the public cannot?
[12:55:17] <acresearch> yehhh you are right,,, there has to be something that is kept a secrete,,, this is not possible
[12:57:14] <maroon> are you trying to describe something you've read somewhere?
[12:57:52] <acresearch> maroon: no, just an idea i had for an online treassure hunt.
[12:58:03] <acresearch> i thought it would be fun
[13:02:30] *** Joins: PJBoy (~PJBoy@user/pjboy)
[13:03:16] <maroon> well you can make it equally difficult/unknowable by the hunt-master and the public, but without a secret there's no advantage
[13:06:53] <acresearch> hmmmm
[13:24:40] *** Joins: ivii (~ivan@user/ivii)
[13:51:56] *** Joins: gproto23 (~gproto23@user/gproto23)
[14:12:10] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[14:24:11] *** Joins: Lord_of_Life_ (~Lord@user/lord-of-life/x-2819915)
[14:25:07] *** Quits: Lord_of_Life (~Lord@user/lord-of-life/x-2819915) (Ping timeout: 256 seconds)
[14:25:30] *** Lord_of_Life_ is now known as Lord_of_Life
[14:52:26] *** Joins: gabriel1 (~gabriel1@user/gabriel1)
[15:04:46] *** Joins: aqua (~aqua@user/aqua)
[15:04:48] *** Quits: kish` (~aqua@user/aqua) (Remote host closed the connection)
[15:07:07] *** aqua is now known as kish
[15:07:19] *** kish is now known as kish`
[15:15:53] *** Quits: acresearch (~acresearc@user/acresearch) (Quit: WeeChat 2.8)
[15:17:17] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[15:24:19] *** Joins: gildasio (~gildasio@gateway/tor-sasl/gildasio)
[15:24:27] *** Joins: Guyver2_ (Guyver@guyver2.xs4all.nl)
[15:27:13] *** Quits: Guyver2 (~Guyver@guyver2.xs4all.nl) (Ping timeout: 256 seconds)
[15:27:18] *** Guyver2_ is now known as Guyver2
[15:36:46] *** Joins: gabriel1_ (~gabriel1@2a01:cb1a:77:afc1:64c4:86c6:4a46:737c)
[15:39:21] *** Quits: gabriel1 (~gabriel1@user/gabriel1) (Ping timeout: 256 seconds)
[16:08:21] *** Joins: powftw (uid448161@id-448161.lymington.irccloud.com)
[16:43:50] *** Quits: PJBoy (~PJBoy@user/pjboy) (Quit: Ping timeout: 252 seconds)
[16:44:59] *** Joins: d1cor (~diego@179.63.242.120)
[16:45:11] *** Joins: rustycl0ck (~ircuser@gateway/tor-sasl/rustycl0ck)
[16:46:37] *** Joins: PJBoy (~PJBoy@user/pjboy)
[16:49:06] *** Joins: dez (uid92154@user/dez)
[17:06:35] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[17:09:01] *** Quits: d1cor (~diego@179.63.242.120) (Read error: Connection reset by peer)
[17:14:34] *** Joins: d1cor (~diego@179.63.242.109)
[17:14:34] *** Quits: gabriel1_ (~gabriel1@2a01:cb1a:77:afc1:64c4:86c6:4a46:737c) (Read error: Connection reset by peer)
[17:19:56] *** Joins: gabriel1 (~gabriel1@user/gabriel1)
[17:20:35] *** Quits: BOKALDO (~BOKALDO@user/bokaldo) (Quit: Leaving)
[17:35:38] *** Joins: Malvolio (~Malvolio@user/malvolio)
[17:41:35] *** Joins: mad_enz (~mad_enz@lnsm1-toronto35-142-120-17-169.internet.virginmobile.ca)
[17:42:41] *** Quits: gabriel1 (~gabriel1@user/gabriel1) (Quit: Leaving)
[17:42:57] *** Joins: gabriel1 (~gabriel1@user/gabriel1)
[17:42:58] *** Joins: dude12312414 (~test@gateway/tor-sasl/dude12312414)
[17:43:15] *** Quits: d1cor (~diego@179.63.242.109) (Read error: Connection reset by peer)
[17:43:24] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:44:29] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Quit: This computer has gone to sleep)
[17:44:43] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:44:50] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:45:06] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:45:11] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:45:25] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:45:32] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:45:49] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:45:55] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:46:14] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:46:16] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:46:32] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:46:39] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:46:54] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:47:00] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:47:15] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:47:22] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:47:42] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:47:50] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Read error: Connection reset by peer)
[17:48:00] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:48:05] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:48:19] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:48:25] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:48:45] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:48:49] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:48:55] *** Joins: d1cor (~diego@179.63.242.122)
[17:49:06] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:49:10] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:49:25] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:49:31] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:49:45] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:49:52] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:50:08] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:50:14] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:50:37] *** Joins: RainbowNurd (~DigitalYo@109.228.212.153)
[17:50:37] *** Quits: RainbowNurd (~DigitalYo@109.228.212.153) (Client Quit)
[17:54:03] *** Quits: rustycl0ck (~ircuser@gateway/tor-sasl/rustycl0ck) (Ping timeout: 276 seconds)
[17:55:27] *** Joins: igemnace (~ian@user/igemnace)
[17:57:57] *** Quits: d1cor (~diego@179.63.242.122) (Ping timeout: 240 seconds)
[18:01:08] *** Quits: mad_enz (~mad_enz@lnsm1-toronto35-142-120-17-169.internet.virginmobile.ca) (Remote host closed the connection)
[18:03:33] *** Joins: mad_enz (~mad_enz@lnsm1-torontoxn-142-120-17-169.internet.virginmobile.ca)
[18:12:45] *** Joins: RainbowNurd81 (~RainbowNu@109.228.212.153)
[18:38:04] *** Quits: powftw (uid448161@id-448161.lymington.irccloud.com) (Quit: Connection closed for inactivity)
[18:40:52] <halosghost> the obvious example of what you could withhold is how exactly you combine the two pieces
[18:41:39] <halosghost> but, (reading a lot into “password”) for most lengths of “passwords”, enumerating all possible permutations of two pieces isn't particularly difficult
[18:41:49] *** Quits: RainbowNurd81 (~RainbowNu@109.228.212.153) (Quit: Client closed)
[18:42:48] <TimMc> It could make a nice wordle game.
[18:42:50] *** Joins: BOKALDO (~BOKALDO@user/bokaldo)
[18:42:56] <halosghost> also, that violates one of the typical principles of cryptography (that, ideally, the system should remain secure and resillient in the face of an adversary knowing everything (save private keys))
[18:44:11] <TimMc> [piece 2][piece 1] -- two yellow
[18:44:19] <TimMc> [piece 1][piece 2] -- two green, you won!
[18:44:41] <halosghost> TimMc: it's like the 2x2 variant of a rubiks cube
[18:45:12] <halosghost> TimMc: there's also the Zip variant 1_a 1_b 2_a 2_b …
[18:47:09] *** Quits: gabriel1 (~gabriel1@user/gabriel1) (Ping timeout: 256 seconds)
[18:48:10] *** Joins: byteskeptical (~amnesia@user/byteskeptical)
[18:49:29] <halosghost> mmm, I just reminded myself of the lambda calculus and how I want to go back and spend some time on my lambda-calculus interpreter
[18:50:30] <halosghost> oooh
[18:50:51] <halosghost> I should implement a reasonably simple cipher in pure lambda-calculus
[18:54:34] <halosghost> caesar would, of course, be trivial
[18:56:32] *** Joins: crabby (~crabby@2600:8801:f200:27:2d3b:267:f69a:6add)
[19:13:02] *** Joins: gabriel1 (~gabriel1@user/gabriel1)
[19:20:14] *** Quits: gabriel1 (~gabriel1@user/gabriel1) (Remote host closed the connection)
[19:21:39] *** Joins: gabriel1 (~gabriel1@user/gabriel1)
[19:30:42] *** Joins: duuude (~user@user/duuude)
[19:30:53] <duuude> can someone controlling your dns hijack tls by simply getting a letsencrypt cert?
[19:32:59] <int-e> Sure, whoever controls the DNS for a domain can get letsencrypt certs for that domain.
[19:33:34] <duuude> what about your dns
[19:33:38] <halosghost> (and also retarget the DNS entry to a server under their control
[19:33:42] <halosghost> duuude: what about it?
[19:33:46] <int-e> wait what is "your" here
[19:33:52] <halosghost> )
[19:34:05] <int-e> are you a site owner or a user connecting somewhere else?
[19:34:12] <edk> if they control your DNS resolvers they can point you at some other server, but they'd need to control LE's DNS resolvers in order to make LE issue a certificate
[19:34:18] <duuude> user connecting somewhere
[19:34:26] <edk> and if, as one would hope, LE validates DNSSEC...
[19:35:00] <halosghost> and that your DNS provider offers DNSSEC
[19:35:21] <duuude> this is a dns acting as a proxy (changes your ip for certain websites) 185.51.200.2 and I have no idea how it works
[19:35:39] <Peng> edk: LE does validate DNSSEC. I'm not sure all CAs do.
[19:35:51] <int-e> (I'm not thinking of the DNS resolvers I'm using as "my" DNS; they're a third party service. Ownership really makes more sense on the domain name side; you may even be operating your own authorative DNS servers.)
[19:37:02] *** Quits: d34dh0r53 (~d34dh0r53@2600:1700:10e0:ecf:5054:ff:fe7c:35f9) (Ping timeout: 252 seconds)
[19:38:11] <int-e> On the resolver side, no, you won't be able to get certificates; you'd have to fool the issuer (CA) as well. This is kind of the whole point of those certificates.
[19:38:31] <duuude> it for example changes the ip for java.com
[19:38:41] <duuude> the ip they see
[19:39:26] <edk> someone controlling your view of the internet can't automatically issue valid TLS certs for arbitrary domains
[19:39:54] <edk> if it's a corporate proxy they may have installed their own trust roots on your machine, of course
[19:40:07] <duuude> it is not automatic, it is certain websites
[19:40:28] <duuude> it doesn't require one to install any thing
[19:40:41] <int-e> view the actual certificate, check the issuer?
[19:41:05] <yawkat> duuude: which actual domain?
[19:41:14] <int-e> The java.com cert I'm seeing is issued by DigiCert for Oracle
[19:41:37] <yawkat> ah, java.com
[19:41:42] <int-e> Or rather, www.java.com
[19:41:44] <duuude> did you resolve from that dns?
[19:42:08] <int-e> No, of course not
[19:43:49] <Peng> How do you know that DNS server is returning malicious IPs for certain domains? What are they doing? Showing a block page? Trying to phish you? Do they have certificates at all?
[19:43:58] <int-e> (Why would I use a random DNS server from Iran?)
[19:44:05] <yawkat> duuude: it's returning the same cert for me for java.com
[19:44:17] <yawkat> going through the ip that dns returns
[19:45:07] <Peng> int-e: Just curious, did you check if it's physically in Iran?
[19:45:33] <int-e> You /can/ tunnel TLS traffic without modifying it. Maybe even while trying to downgrade the encryption? I'm hazy on that.
[19:45:36] <int-e> Peng: nope
[19:45:54] <int-e> Just querying whois as usual.
[19:48:10] *** Quits: gproto23 (~gproto23@user/gproto23) (Remote host closed the connection)
[19:48:48] *** Joins: JollyRoger (~JollyRoge@user/thejollyroger)
[19:49:33] <duuude> Is TLS domain-based? IP based? How could one know whose certificate one is looking for?
[19:49:57] <yawkat> it's based on the domain.
[19:50:10] <Peng> It can be based on the IP, but this is rare.
[19:54:57] *** Quits: System_Error (~SystemErr@user/systemerror) (Ping timeout: 276 seconds)
[19:56:17] *** Quits: gabriel1 (~gabriel1@user/gabriel1) (Remote host closed the connection)
[19:56:51] <int-e> Oh Akamai is involved in this (java.com/www.java.com)... so yeah IPs will vary.
[19:57:45] *** Joins: gabriel1 (~gabriel1@user/gabriel1)
[19:58:48] <yawkat> it's not an akamai ip though
[19:59:41] <yawkat> ovh apparently
[20:00:02] <Peng> Maybe Oracle is cutting costs? ;D
[20:00:06] <TimMc> What's the question at this point?
[20:00:35] <yawkat> the question is what duuude finds weird
[20:00:43] <yawkat> the cert isnt swapped out
[20:02:57] *** Quits: duuude (~user@user/duuude) (Ping timeout: 240 seconds)
