[00:02:26] <jcowan> blueyoner: Schemers can has properly spelled names too
[00:03:24] <jcowan> I use `list` as a variable/argument name all the time, as long as I don't need the global `list` function in the same lexical scope
[00:05:06] <sham1> And one can of course assign another name for the global list function if they wish
[00:05:14] <sham1> Just in the lexical scope
[13:43:58] *** Joins: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd)
[13:48:47] *** Quits: kingofcsu (~kingofcsu@123.118.74.105) (Ping timeout: 252 seconds)
[13:49:14] *** Quits: OlCe` (~user@lfbn-nic-1-262-221.w90-116.abo.wanadoo.fr) (Quit: ERC (IRC client for Emacs 27.1))
[13:50:12] *** Joins: OlCe (~user@lfbn-nic-1-262-221.w90-116.abo.wanadoo.fr)
[13:53:44] *** Quits: xiews (~wxie@124.77.91.17) (Ping timeout: 252 seconds)
[13:56:23] *** Joins: xiews (~wxie@2409:891e:6a20:1b04:6dce:d8e:b0e5:8b8d)
[13:58:39] *** Joins: masterbuilder (~user@user/masterbuilder)
[14:04:01] *** Quits: flynn (~mcbloch@user/flynn) (Quit: Ping timeout (120 seconds))
[14:06:40] *** Quits: pillton (~user@124.170.14.166) (Quit: ERC (IRC client for Emacs 27.2))
[14:07:46] *** Quits: eMBee (~eMBee@realss.com) (Ping timeout: 265 seconds)
[14:27:07] *** Joins: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se)
[14:34:28] *** Quits: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd) (Ping timeout: 264 seconds)
[14:35:32] *** Quits: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se) (Ping timeout: 252 seconds)
[14:35:32] *** Quits: esb (~esb@2804:14c:1ad:8b70::1000) (Ping timeout: 252 seconds)
[14:40:21] *** Joins: theothornhill (~user@217.84-49-191.nextgentel.com)
[14:43:14] *** Quits: mtreis (~mtreis@ip68-9-89-162.ri.ri.cox.net) (Ping timeout: 252 seconds)
[14:45:52] *** Quits: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com) (Read error: Connection reset by peer)
[14:46:30] *** Joins: amb007 (~a_bakic@161.199.204.77.rev.sfr.net)
[14:59:47] *** Joins: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50)
[14:59:52] *** Quits: kevingal (~quassel@2a02:8084:4140:f300:79ff:66df:e107:bbfa) (Remote host closed the connection)
[15:01:57] *** Quits: amb007 (~a_bakic@161.199.204.77.rev.sfr.net) (Read error: Connection reset by peer)
[15:02:09] *** Joins: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com)
[15:05:07] *** Quits: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50) (Ping timeout: 268 seconds)
[15:05:41] *** Parts: pranavats (3fba1d1b34@2a00:c70:1:178:170:40:189:1) (Error from remote client)
[15:17:28] *** Joins: pranavats (3fba1d1b34@2a00:c70:1:178:170:40:189:1)
[15:18:40] *** Quits: Avichi (~Avichi@2001:980:1b5c:1:af82:872:cdf:b83b) (Ping timeout: 256 seconds)
[15:20:46] *** Joins: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50)
[15:23:56] *** Quits: theothornhill (~user@217.84-49-191.nextgentel.com) (Ping timeout: 252 seconds)
[15:26:04] *** Quits: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50) (Ping timeout: 264 seconds)
[15:26:34] *** Joins: theothornhill (~user@217.84-49-191.nextgentel.com)
[15:30:04] *** Joins: jao (~jao@194.99.104.12)
[15:30:52] *** Joins: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd)
[15:34:28] *** Quits: jao (~jao@194.99.104.12) (Ping timeout: 264 seconds)
[15:36:03] *** Joins: jao (~jao@45.152.183.54)
[15:46:47] *** Joins: random-nick (~random-ni@87.116.165.83)
[15:48:52] *** Quits: xiews (~wxie@2409:891e:6a20:1b04:6dce:d8e:b0e5:8b8d) (Ping timeout: 264 seconds)
[15:49:32] *** Joins: xiews (~wxie@101.93.21.97)
[15:54:16] *** Quits: jao (~jao@45.152.183.54) (Ping timeout: 264 seconds)
[15:55:04] *** Quits: edgar-rft (~edgar-rft@HSI-KBW-109-193-249-223.hsi7.kabel-badenwuerttemberg.de) (Quit: Leaving)
[15:56:20] *** Joins: phoebos (~phoebos@kisslinux/phoebos)
[16:05:33] *** Quits: cosimone (~user@2001:b07:ae5:db26:a7aa:8027:6b4e:2fb3) (Ping timeout: 268 seconds)
[16:06:37] *** Quits: alexshendi (~alexshend@2a02:8070:8796:7600:7db6:5440:d165:e5bd) (Quit: -a- Connection Timed Out)
[16:07:56] *** Joins: FubbiQuantz (~tlorjr72s@150.117.153.87)
[16:11:16] *** Joins: alexshendi (~alexshend@2a02:8070:8796:7600:7db6:5440:d165:e5bd)
[16:11:39] *** Joins: jeosol (~jeosol@76-238-186-228.lightspeed.hstntx.sbcglobal.net)
[16:16:31] *** Joins: tyson2 (~user@bras-base-toroon0624w-grc-19-70-31-33-162.dsl.bell.ca)
[16:17:53] *** Joins: Codaraxis (~Codaraxis@user/codaraxis)
[16:20:40] *** Quits: Codaraxis_ (~Codaraxis@user/codaraxis) (Ping timeout: 264 seconds)
[16:28:33] *** Joins: skapata (~Skapata@2804:14c:87b0:a6f9:d1b6:b8ac:f1fb:836e)
[16:28:33] *** Quits: skapata (~Skapata@2804:14c:87b0:a6f9:d1b6:b8ac:f1fb:836e) (Changing host)
[16:28:34] *** Joins: skapata (~Skapata@user/skapata)
[16:30:35] *** Joins: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50)
[16:35:26] *** Quits: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50) (Ping timeout: 252 seconds)
[16:38:08] *** Joins: em-bee (~eMBee@realss.com)
[16:38:15] *** Joins: shlomo (~shlomo@178.208.174.219)
[16:40:28] *** Quits: theothornhill (~user@217.84-49-191.nextgentel.com) (Ping timeout: 264 seconds)
[16:43:43] *** Joins: esb (~esb@2804:14c:1ad:8b70::1000)
[16:49:42] *** Joins: mtreis (~mtreis@024-181-180-008.res.spectrum.com)
[16:54:08] *** Quits: mtreis (~mtreis@024-181-180-008.res.spectrum.com) (Ping timeout: 252 seconds)
[16:54:27] *** Joins: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50)
[17:02:15] *** Quits: alexshendi (~alexshend@2a02:8070:8796:7600:7db6:5440:d165:e5bd) (Quit: -a- Connection Timed Out)
[17:02:27] *** Joins: alexshendi (~alexshend@2a02:8070:8796:7600:7db6:5440:d165:e5bd)
[17:09:20] *** Joins: kingofcsu (~kingofcsu@123.118.74.105)
[17:18:55] *** Joins: cosimone (~user@93-47-231-3.ip115.fastwebnet.it)
[17:22:29] *** Quits: xiews (~wxie@101.93.21.97) (Remote host closed the connection)
[17:28:11] *** Quits: kopiyka (~user@2001:983:fe8b:1:b26e:bfff:fe2b:503f) (Ping timeout: 268 seconds)
[17:33:44] *** Quits: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50) (Ping timeout: 268 seconds)
[17:33:51] *** Joins: xiews (~wxie@101.93.21.97)
[17:36:16] *** Quits: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd) (Ping timeout: 264 seconds)
[17:38:10] *** Joins: waleee (~waleee@h-82-196-111-63.na.cust.bahnhof.se)
[17:40:55] *** Joins: lisp123 (~lisp123@5.30.23.247)
[17:44:51] *** Quits: waleee (~waleee@h-82-196-111-63.na.cust.bahnhof.se) (Ping timeout: 256 seconds)
[17:45:25] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 256 seconds)
[17:46:37] *** Joins: Lycurgus (~juan@98.4.112.204)
[17:48:17] *** Quits: skapata (~Skapata@user/skapata) (Remote host closed the connection)
[17:50:39] *** Joins: pdietz (~pdietz@216-59-66-162.static.firstlight.net)
[17:50:40] *** Quits: mononote (~mononote@user/mononote) (Ping timeout: 264 seconds)
[17:51:48] *** Joins: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd)
[17:59:25] *** Joins: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50)
[18:05:04] *** Quits: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50) (Ping timeout: 264 seconds)
[18:14:40] *** Quits: FubbiQuantz (~tlorjr72s@150.117.153.87) (Ping timeout: 264 seconds)
[18:15:32] *** Quits: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd) (Ping timeout: 252 seconds)
[18:16:52] *** Joins: clintm (~user@2603:3023:a74:d000:3cb8:1dc8:b0da:eb36)
[18:19:23] *** Joins: LoopMacro (~LoopMacro@c-24-22-157-127.hsd1.wa.comcast.net)
[18:21:50] *** Quits: clintm (~user@2603:3023:a74:d000:3cb8:1dc8:b0da:eb36) (Ping timeout: 268 seconds)
[18:22:15] *** Joins: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd)
[18:23:42] *** Joins: edgar-rft (~edgar-rft@HSI-KBW-109-193-249-223.hsi7.kabel-badenwuerttemberg.de)
[18:24:17] *** Joins: Algernon666 (~Algernon6@2a04:cec0:11c0:7657:b1ee:5079:b9f6:a56f)
[18:24:22] *** Joins: lisp123 (~lisp123@5.30.23.247)
[18:25:07] *** Quits: tripfandango (~tripfanda@2a00:a040:19e:72a1:1173:6f21:463c:2e4f) (Read error: Connection reset by peer)
[18:26:33] *** Joins: tripfandango (~tripfanda@5.29.56.77)
[18:27:20] *** Quits: kingofcsu (~kingofcsu@123.118.74.105) (Remote host closed the connection)
[18:27:32] *** Joins: nature (~nature@45.32.235.173)
[18:27:38] *** Quits: Algernon91 (~Algernon6@2a04:cec0:11ca:25f:b1ee:5079:b9f6:a56f) (Ping timeout: 252 seconds)
[18:34:06] *** Quits: taiju (~taiju@M014013236064.v4.enabler.ne.jp) (Read error: Connection reset by peer)
[18:34:43] *** Joins: clintm (~user@2603:3023:a74:d000:3cb8:1dc8:b0da:eb36)
[18:35:35] *** Joins: taiju (~taiju@240b:253:ec40:2400:651e:f83b:5890:99a6)
[18:39:44] *** Quits: clintm (~user@2603:3023:a74:d000:3cb8:1dc8:b0da:eb36) (Ping timeout: 252 seconds)
[18:42:16] *** Quits: ees-mobile (~ees-mobil@pool-108-18-30-46.washdc.fios.verizon.net) (Ping timeout: 264 seconds)
[18:43:25] *** Joins: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se)
[18:44:40] *** Joins: jao (~jao@45.152.183.54)
[18:44:59] *** Quits: xsperry (~xs@user/xsperry) (Killed (NickServ (GHOST command used by ahahaha!~xs@cpe-188-129-101-182.dynamic.amis.hr)))
[18:45:29] *** Joins: xsperry (~xs@user/xsperry)
[18:46:42] *** Quits: Tordek (tordek@triton.blinkenshell.org) (Ping timeout: 260 seconds)
[18:47:32] *** Joins: Tordek (tordek@triton.blinkenshell.org)
[18:50:38] *** Quits: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se) (Remote host closed the connection)
[18:52:03] *** Joins: strajder (~strajder@user/strajder)
[18:54:11] *** Quits: xiews (~wxie@101.93.21.97) (Remote host closed the connection)
[18:58:48] *** Joins: x88x88x (~cheeg@gateway/vpn/pia/x88x88x)
[19:02:33] *** Joins: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50)
[19:06:37] *** Quits: tyson2 (~user@bras-base-toroon0624w-grc-19-70-31-33-162.dsl.bell.ca) (Remote host closed the connection)
[19:07:25] *** Joins: kevingal (~quassel@2a02:8084:4140:f300:91a7:9893:397c:aaca)
[19:07:28] *** Quits: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50) (Ping timeout: 264 seconds)
[19:10:40] *** Quits: shlomo (~shlomo@178.208.174.219) (Quit: Leaving)
[19:14:52] *** Quits: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd) (Ping timeout: 268 seconds)
[19:19:14] *** Joins: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd)
[19:26:11] *** Quits: gproto23 (~gproto23@user/gproto23) (Remote host closed the connection)
[19:28:23] *** Joins: tyson2 (~user@bras-base-toroon0628w-grc-46-142-112-141-177.dsl.bell.ca)
[19:33:38] *** Quits: rgherdt (~rgherdt@2a02:8109:86c0:d8d:e16c:4540:80bf:ba53) (Ping timeout: 252 seconds)
[19:34:57] *** Joins: ec_ (~ec@gateway/tor-sasl/ec)
[19:40:43] *** Joins: rgherdt (~rgherdt@2a02:8109:86c0:d8d:c8e1:ef7b:3ea9:8366)
[19:41:49] *** Joins: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50)
[19:42:48] *** Quits: edgar-rft (~edgar-rft@HSI-KBW-109-193-249-223.hsi7.kabel-badenwuerttemberg.de) (Quit: Leaving)
[19:56:08] *** Joins: mononote (~mononote@user/mononote)
[19:56:29] *** Joins: Mattykins (~Matt@136-26-68-242.cab.webpass.net)
[19:56:49] *** Quits: mfiano (~mfiano@li1282-157.members.linode.com) (Ping timeout: 268 seconds)
[19:57:14] *** Joins: dld (~dld@2601:197:600:1210:4c8f:59ca:20e7:8c51)
[20:04:40] *** Quits: lisp123 (~lisp123@5.30.23.247) (Remote host closed the connection)
[20:12:46] *** Joins: aap_ (~aap@yoshi.squoze.net)
[20:13:06] *** Joins: hineios4 (~hineios@a95-93-142-124.cpe.netcabo.pt)
[20:13:09] *** Joins: danieli6 (~danieli@user/danieli)
[20:13:13] *** Joins: radu2424072 (~radu242@pool-96-250-79-242.nycmny.fios.verizon.net)
[20:13:22] *** Quits: mtm (~mtm@c-174-58-99-93.hsd1.fl.comcast.net) (Ping timeout: 256 seconds)
[20:13:45] *** Joins: Odin-FOO (~odin@cybernetic.anarchism.is)
[20:13:56] *** Quits: okflo (~okflo@lisa.diesenbacher.net) (Ping timeout: 256 seconds)
[20:13:56] *** Quits: Odin- (~odin@cybernetic.anarchism.is) (Ping timeout: 256 seconds)
[20:14:30] *** Quits: beagles (~beagles@142.162.188.116) (Ping timeout: 256 seconds)
[20:14:30] *** Quits: dtman34 (~dtman34@c-73-62-246-247.hsd1.mn.comcast.net) (Ping timeout: 256 seconds)
[20:14:30] *** Quits: hiredman (~hiredman@frontier1.downey.family) (Ping timeout: 256 seconds)
[20:14:30] *** Quits: Patternmaster (~georg@li1192-118.members.linode.com) (Ping timeout: 256 seconds)
[20:14:30] *** Quits: FragmentedCurve (~FC@pool-100-2-232-17.nycmny.fios.verizon.net) (Ping timeout: 256 seconds)
[20:14:30] *** Quits: jackhill (~jackhill@kalessin.dragonsnail.net) (Ping timeout: 256 seconds)
[20:14:30] *** Quits: taw10 (~taw@46.235.227.49) (Ping timeout: 256 seconds)
[20:14:34] *** Joins: dtman34_ (~dtman34@c-73-62-246-247.hsd1.mn.comcast.net)
[20:15:01] *** Quits: x88x88x (~cheeg@gateway/vpn/pia/x88x88x) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: danieli (~danieli@user/danieli) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: aap (~aap@yoshi.squoze.net) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: cods (~fred@82-65-232-44.subs.proxad.net) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: radu242407 (~radu242@pool-96-250-79-242.nycmny.fios.verizon.net) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: hineios (~hineios@a95-93-142-124.cpe.netcabo.pt) (Ping timeout: 256 seconds)
[20:15:05] *** danieli6 is now known as danieli
[20:15:05] *** radu2424072 is now known as radu242407
[20:15:05] *** hineios4 is now known as hineios
[20:16:01] *** Joins: beagles (~beagles@142.162.188.116)
[20:16:08] *** Joins: taw10 (~taw@46.235.227.49)
[20:16:12] *** Joins: jackhill (~jackhill@kalessin.dragonsnail.net)
[20:16:13] *** Joins: hiredman (~hiredman@frontier1.downey.family)
[20:16:20] *** Joins: Patternmaster (~georg@li1192-118.members.linode.com)
[20:16:25] *** Joins: FragmentedCurve (~FC@pool-100-2-232-17.nycmny.fios.verizon.net)
[20:16:39] *** Joins: cods (~fred@82-65-232-44.subs.proxad.net)
[20:18:25] *** Joins: dtman34 (~dtman34@c-73-62-246-247.hsd1.mn.comcast.net)
[20:18:59] *** Quits: dtman34_ (~dtman34@c-73-62-246-247.hsd1.mn.comcast.net) (Ping timeout: 256 seconds)
[20:19:36] *** Joins: okflo (~okflo@lisa.diesenbacher.net)
[20:22:23] *** Quits: aartaka (aartaka@gateway/vpn/protonvpn/aartaka) (Ping timeout: 256 seconds)
[20:23:04] *** Joins: aartaka (aartaka@gateway/vpn/protonvpn/aartaka)
[20:25:15] *** aap_ is now known as aap
[20:27:35] *** Joins: makomo (~makomo@user/makomo)
[20:28:44] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[20:34:57] *** Quits: clintm (~user@2603:3023:a74:d000:e0f7:87ca:d846:2c50) (Quit: ERC 5.4 (IRC client for GNU Emacs 28.0.60))
[20:35:16] *** Joins: Sheilong (uid293653@id-293653.ilkley.irccloud.com)
[20:41:36] *** Joins: bremner (~bremner@notmuch/developer/bremner)
[20:41:47] *** Quits: kevingal (~quassel@2a02:8084:4140:f300:91a7:9893:397c:aaca) (Remote host closed the connection)
[20:46:25] *** Joins: mtreis (~mtreis@024-181-180-008.res.spectrum.com)
[20:47:51] *** Joins: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se)
[20:48:16] *** Quits: Lycurgus (~juan@98.4.112.204) (Ping timeout: 264 seconds)
[20:50:43] *** Quits: mtreis (~mtreis@024-181-180-008.res.spectrum.com) (Ping timeout: 256 seconds)
[20:52:07] *** Joins: Brucio-68 (~Brucio-68@ip-94-114-248-79.unity-media.net)
[20:55:17] *** Quits: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se) (Remote host closed the connection)
[20:55:44] *** Joins: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se)
[20:58:09] *** Joins: krl_ (~krl@h-158-174-122-239.A357.priv.bahnhof.se)
[20:58:09] *** Quits: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se) (Read error: Connection reset by peer)
[20:58:22] *** Parts: Brucio-68 (~Brucio-68@ip-94-114-248-79.unity-media.net) ()
[21:05:41] *** Joins: prxq (~quassel@x4db39774.dyn.telefonica.de)
[21:06:35] *** Quits: krl_ (~krl@h-158-174-122-239.A357.priv.bahnhof.se) (Ping timeout: 256 seconds)
[21:08:33] *** Joins: Algernon69 (~Algernon6@2a04:cec0:11c0:7657:b1ee:5079:b9f6:a56f)
[21:08:51] *** Quits: Algernon666 (~Algernon6@2a04:cec0:11c0:7657:b1ee:5079:b9f6:a56f) (Quit: Leaving)
[21:17:34] *** Quits: tyson2 (~user@bras-base-toroon0628w-grc-46-142-112-141-177.dsl.bell.ca) (Remote host closed the connection)
[21:17:58] *** Quits: strajder (~strajder@user/strajder) (Quit: leaving)
[21:22:20] *** Joins: yewscion (~yewscion@52.94.133.128)
[21:23:49] *** Joins: mfiano (~mfiano@li1282-157.members.linode.com)
[21:24:55] *** Joins: lazr (~lazr@45.76.248.123)
[21:33:59] *** Odin-FOO is now known as Odin-
[21:38:48] *** Joins: andreyorst (~andreyors@broadband-90-154-71-13.ip.moscow.rt.ru)
[21:51:16] *** Quits: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com) (Ping timeout: 264 seconds)
[21:52:30] *** Joins: amb007 (~a_bakic@145.199.204.77.rev.sfr.net)
[21:59:20] *** Quits: amb007 (~a_bakic@145.199.204.77.rev.sfr.net) (Ping timeout: 256 seconds)
[22:00:33] *** Joins: amb007 (~a_bakic@155.104.204.77.rev.sfr.net)
[22:07:36] *** Joins: poselyqualityles (~poselyqua@user/poselyqualityles)
[22:10:57] *** Joins: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se)
[22:14:05] *** Quits: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd) (Quit: WeeChat 3.3)
[22:15:43] *** Quits: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se) (Ping timeout: 256 seconds)
[22:17:03] *** Joins: tyson2 (~user@cpe00fc8d34ff03-cm00fc8d34ff00.sdns.net.rogers.com)
[22:17:08] *** Joins: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd)
[22:18:07] *** Quits: xgqt (~xgqt@gentoo/developer/xgqt) (Remote host closed the connection)
[22:18:32] *** Joins: xgqt (~xgqt@gentoo/developer/xgqt)
[22:19:04] *** Joins: mtm (~mtm@c-174-58-99-93.hsd1.fl.comcast.net)
[22:22:19] *** Joins: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se)
[22:30:27] *** Quits: jao (~jao@45.152.183.54) (Ping timeout: 256 seconds)
[22:32:19] *** Quits: mathrick (~mathrick@67.148.61.162) (Read error: Connection reset by peer)
[22:32:37] *** Joins: mathrick (~mathrick@67.148.61.162)
[22:32:39] *** Joins: jao (~jao@cpc103048-sgyl39-2-0-cust502.18-2.cable.virginm.net)
[22:33:13] *** Joins: galex-713 (~quassel@galex-713.eu)
[22:37:24] *** Quits: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se) (Remote host closed the connection)
[22:38:56] *** Joins: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se)
[22:40:04] *** Joins: mathrick_ (~mathrick@67.148.61.162)
[22:40:05] *** Quits: mathrick (~mathrick@67.148.61.162) (Ping timeout: 252 seconds)
[22:40:30] *** Joins: edgar-rft (~edgar-rft@HSI-KBW-109-193-249-223.hsi7.kabel-badenwuerttemberg.de)
[22:40:38] *** Quits: jao (~jao@cpc103048-sgyl39-2-0-cust502.18-2.cable.virginm.net) (Ping timeout: 252 seconds)
[22:41:15] *** Quits: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se) (Client Quit)
[22:42:40] *** Joins: jao (~jao@45.152.183.62)
[22:42:42] *** Quits: amb007 (~a_bakic@155.104.204.77.rev.sfr.net) (Read error: Connection reset by peer)
[22:43:44] *** Joins: amb007 (~a_bakic@102.215.76.86.rev.sfr.net)
[22:49:50] *** Quits: gxt (~gxt@gateway/tor-sasl/gxt) (Remote host closed the connection)
[22:50:11] *** Joins: gxt (~gxt@gateway/tor-sasl/gxt)
[22:51:52] *** Joins: mtreis (~mtreis@ip68-9-89-162.ri.ri.cox.net)
[22:53:03] *** Joins: krl (~krl@h-158-174-122-239.A357.priv.bahnhof.se)
[22:53:24] *** Joins: msk_ (~msk@185.124.240.158)
[22:54:00] *** Quits: msk_ (~msk@185.124.240.158) (Read error: Connection reset by peer)
[22:56:00] *** Quits: poselyqualityles (~poselyqua@user/poselyqualityles) (Ping timeout: 256 seconds)
[22:57:46] *** Joins: krl_ (~krl@h-158-174-122-239.A357.priv.bahnhof.se)
[22:57:53] *** Alfr is now known as Guest1819
[22:57:56] *** Quits: krl_ (~krl@h-158-174-122-239.A357.priv.bahnhof.se) (Client Quit)
[22:57:58] *** Joins: Alfr (~Alfr@user/alfr)
[22:58:28] *** Quits: Guest1819 (~Alfr@user/alfr) (Ping timeout: 265 seconds)
[23:01:11] *** Quits: Algernon69 (~Algernon6@2a04:cec0:11c0:7657:b1ee:5079:b9f6:a56f) (Ping timeout: 245 seconds)
[23:01:39] *** Joins: theothornhill (~user@217.84-49-191.nextgentel.com)
[23:02:26] *** Quits: alexshendi (~alexshend@2a02:8070:8796:7600:7db6:5440:d165:e5bd) (Quit: -a- Connection Timed Out)
[23:06:26] *** Joins: alexshendi (~alexshend@hsi-kbw-046-005-255-163.hsi8.kabel-badenwuerttemberg.de)
[23:08:12] *** Joins: Algernon69 (~Algernon6@2a01:e0a:511:6ce0:90b4:e8ac:1c65:38c)
[23:08:57] *** Quits: alexshendi (~alexshend@hsi-kbw-046-005-255-163.hsi8.kabel-badenwuerttemberg.de) (Read error: Connection reset by peer)
[23:10:53] *** Joins: alexshendi (~alexshend@HSI-KBW-046-005-255-163.hsi8.kabel-badenwuerttemberg.de)
[23:12:39] *** Quits: Algernon69 (~Algernon6@2a01:e0a:511:6ce0:90b4:e8ac:1c65:38c) (Ping timeout: 250 seconds)
[23:16:34] *** MetaYan_ is now known as MetaYan
[23:18:27] *** Quits: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd) (Ping timeout: 268 seconds)
[23:20:25] *** Joins: waleee (~waleee@2001:9b0:216:8200:d457:9189:7843:1dbd)
[23:22:16] *** Joins: Algernon69 (~Algernon6@2a01:e0a:511:6ce0:90b4:e8ac:1c65:38c)
[23:32:12] *** Joins: Inline (~Inline@aftr-37-201-240-100.unity-media.net)
[23:38:33] *** Joins: skapata (~Skapata@2804:14c:87b0:a6f9:c5ed:3c67:1c78:cc2e)
[23:38:34] *** Quits: skapata (~Skapata@2804:14c:87b0:a6f9:c5ed:3c67:1c78:cc2e) (Changing host)
[23:38:34] *** Joins: skapata (~Skapata@user/skapata)
[23:39:16] *** Quits: rain3 (~rain3___@2a02:2f09:d00c:8800:e5a:2f8d:20e4:29e8) (Ping timeout: 264 seconds)
[23:44:59] *** Quits: Algernon69 (~Algernon6@2a01:e0a:511:6ce0:90b4:e8ac:1c65:38c) (Ping timeout: 252 seconds)
[23:48:15] *** Joins: gproto23 (~gproto23@user/gproto23)
[23:57:53] *** Joins: miasuji (~miasuji@75-166-59-108.hlrn.qwest.net)
[23:58:06] *** Joins: kopiyka (~user@2001:983:fe8b:1:b26e:bfff:fe2b:503f)
[23:59:40] *** Quits: miasuji (~miasuji@75-166-59-108.hlrn.qwest.net) (Client Quit)
