[00:02:24] *** Joins: rgherdt__ (~rgherdt@2a01:598:d036:698b:4f59:ac7:3ad8:3320)
[00:02:31] *** Joins: gaqwas (~john@dynamic-095-118-123-231.95.118.pool.telefonica.de)
[00:04:55] *** Quits: rgherdt_ (~rgherdt@2a01:598:d038:d67f:f4bd:95ae:c30:7222) (Ping timeout: 250 seconds)
[00:05:46] *** Quits: scymtym (~user@2001:638:504:20e6:6ac3:87e0:e782:f3fc) (Ping timeout: 260 seconds)
[00:05:48] *** Quits: Brucio-92 (~Brucio-92@2001:638:504:20e6:6ac3:87e0:e782:f3fc) (Ping timeout: 250 seconds)
[00:16:33] *** Quits: gaqwas (~john@dynamic-095-118-123-231.95.118.pool.telefonica.de) (Remote host closed the connection)
[00:19:02] *** Quits: tophullyte (tophullyte@gateway/vpn/protonvpn/tophullyte) (Quit: Leaving)
[01:55:51] *** Quits: rgherdt_ (~rgherdt@2a01:598:b1af:b926:5f9f:a4b1:97d1:4aea) (Ping timeout: 250 seconds)
[01:56:28] *** Joins: Duuqnd (~duuqnd@2001:470:69fc:105::e9c0)
[01:56:52] *** Joins: rgherdt_ (~rgherdt@2a01:598:b1b1:c2df:de86:9a83:dbc:738f)
[01:59:43] *** Quits: rgherdt__ (~rgherdt@2a01:598:b1a9:b031:f985:fb0b:1e5a:81f3) (Ping timeout: 256 seconds)
[02:03:47] *** Quits: Algernon69 (~Algernon6@2a04:cec0:10f5:7936:a1de:2e7b:487:f6fb) (Ping timeout: 252 seconds)
[02:05:03] *** Joins: char[m] (~charlesma@2001:470:69fc:105::1:7050)
[02:08:25] *** Quits: rgherdt_ (~rgherdt@2a01:598:b1b1:c2df:de86:9a83:dbc:738f) (Ping timeout: 250 seconds)
[02:09:27] *** Quits: Guest74 (~Guest74@modemcable110.164-177-173.mc.videotron.ca) (Quit: Connection closed)
[02:10:25] *** Joins: Arcsech (~arcsechma@2001:470:69fc:105::1:797)
[02:18:15] *** Joins: karlosz (~karlosz@47.151.136.69)
[02:20:17] *** Quits: gaqwas (~john@dynamic-095-118-123-231.95.118.pool.telefonica.de) (Ping timeout: 240 seconds)
[02:21:29] *** Joins: Gnuxie (~gnuxie@user/gnuxie)
[02:23:38] *** Joins: seragold[m] (~seragoldm@2001:470:69fc:105::1:6b7f)
[02:26:18] *** Joins: saltrocklamp[m] (~hexology@user/hexology)
[02:27:51] *** Joins: masinter (~masinter@c-73-158-116-21.hsd1.ca.comcast.net)
[02:30:19] *** Joins: Fare (~fare@pool-72-94-152-64.phlapa.fios.verizon.net)
[02:32:52] <tyson2> dbotton: eagerly looking forward to those.  Clog inspired me to really dig into CL
[02:33:12] *** Joins: lisp123 (~lisp123@5.30.23.247)
[02:35:17] *** Quits: karlosz (~karlosz@47.151.136.69) (Read error: Connection reset by peer)
[02:37:17] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 240 seconds)
[02:45:51] *** Quits: shka (~herr@109.231.0.226) (Ping timeout: 256 seconds)
[02:46:47] <dbotton> I am happy to hear tyson2
[02:48:04] <dbotton> CL is an incredibly versatile language
[02:49:43] *** Joins: mrcom (~mrcom@99-73-215-70.lightspeed.irvnca.sbcglobal.net)
[02:55:31] *** Joins: [w] (~w]@2601:8c1:80:70d0::4b06)
[02:58:06] *** Joins: gaqwas (~john@dynamic-095-118-123-231.95.118.pool.telefonica.de)
[02:59:38] *** Joins: Brucio-92 (~Brucio-92@ip-094-114-248-079.um31.pools.vodafone-ip.de)
[03:00:01] *** Quits: gaqwas (~john@dynamic-095-118-123-231.95.118.pool.telefonica.de) (Remote host closed the connection)
[03:19:49] *** Quits: mister_m (~user@c-73-110-154-209.hsd1.il.comcast.net) (Remote host closed the connection)
[03:22:47] *** Joins: huckleberry (~huckleber@2603-8000-4102-9b00-3ebd-f708-684f-2aea.res6.spectrum.com)
[03:24:58] *** Quits: molson (~molson@2001-48F8-704A-123D-0-0-75F-1037-static.midco.net) (Quit: Leaving)
[03:29:06] *** Joins: molson (~molson@2001-48F8-704A-123D-0-0-75F-1037-static.midco.net)
[03:49:03] *** Quits: gxt (~gxt@gateway/tor-sasl/gxt) (Ping timeout: 276 seconds)
[03:50:42] *** Joins: gxt (~gxt@gateway/tor-sasl/gxt)
[03:59:58] *** Joins: jkordani (~jkordani@c-69-255-2-251.hsd1.md.comcast.net)
[04:02:18] <jkordani> so I'm wondering.  How would I go about making a package in such a way that certain parts of them could be made optional.  For example, I'm having trouble installing packages that depend on hdf5-cffi for example.  It got me thinking, is there a way that I could make a package that can conditionally include dependencies?
[04:04:58] <sm2n> jkordani: Use a subsystem. i.e write code without the dependency in mysystem and then have a mysystem/somedep system people can optionally choose to load
[04:05:09] <jkordani> I'm not sure I'm asking the right question, but I spent a few hours last night trying to get hdf5-cffi from both the official repo, and the fork used in cl-ana, to work on my machine.  It got me thinking about how this would work with asdf and packages, and quicklisp to a degree.  In the autotools/configure world, support can be provided to the
[04:05:09] <jkordani> software builder to include certain functionality and libraries.  I really haven't heard the same thing being talked about
[04:06:12] <jkordani> sm2n: I guess I have to read more on asdf then
[04:06:35] *** Quits: Oladon (~olad@98.43.81.226) (Quit: Leaving.)
[04:10:03] *** Quits: masinter (~masinter@c-73-158-116-21.hsd1.ca.comcast.net) (Ping timeout: 256 seconds)
[04:12:38] *** Joins: EsoAlgo (~EsoAlgo@152.70.142.52)
[04:15:13] <jkordani> sm2n: so how would the interface between the two work? generic functions which the subpackage provides?
[04:15:23] *** Quits: mon_aaraj (~MonAaraj@149.255.212.24) (Ping timeout: 250 seconds)
[04:16:09] <jkordani> *provides implementations of?
[04:17:21] <Xach> Hmm, some cheap copies of ANSI Common Lisp and PAIP on US ebay today.
[04:17:34] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[04:18:30] <Xach> https://www.ebay.com/itm/194651754978 about Golden Common Lisp would be interesting.
[04:19:00] <Xach> *could be
[04:27:14] *** Quits: huckleberry (~huckleber@2603-8000-4102-9b00-3ebd-f708-684f-2aea.res6.spectrum.com) (Quit: disconnected)
[04:31:50] <sm2n> jkordani: that is one way to do it, yeah
[04:32:43] <jkordani> I'm trying to think of a good example
[04:34:47] *** Joins: lisp123 (~lisp123@5.30.23.247)
[04:36:40] <jkordani> like a generic file reader/writer/plotter class.  file format specific subsystems can be made.  General smarts live in the parent project, but have to provide an interface of some kind.  a user of the class would have to require all of the subsystems they want.  Or I suppose "meta" systems could be defined for common subsets, like foo bar baz
[04:36:40] <jkordani> subsystems of file-lib-base, and then a file-lib-full which requires foo bar baz and base, but doesn't provide any functionality itself
[04:39:11] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 256 seconds)
[04:41:37] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 240 seconds)
[04:43:09] <jkordani> I've never written a large system before so I'm sure there are things that I'm missing.  Like for instance, lets say that I load the hdf5 subsystem.  I want to provide the user with a read function passing a filename.  They presumably know the type but I'd like to let the library handle it.  Somewhere, some code opens the file and determines
[04:43:09] <jkordani> that it is an hdf file and the hdf functions are called to pull the data out.  But where does the dispatch on the file occur?  At some point the file gets opened.  Somewhere there has to be smarts to determine what kind of file this is, but if those are in the hdf5 system, how can the base system use them to access the file?  Or, the base lib
[04:43:10] <jkordani> has enough smarts to determine that its an hdf5 file, but the rest of the implementation for reading the file is in the hdf5 subsystem.  If the base lib doesn't have any references to hdf5 subsystem functions/methods/symbols, how does it dispatch at all?
[04:43:56] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[04:43:57] <jkordani> I ran into this chicken and egg problem before and I used the symbol-name dispatch type on methods to do this, but it felt hacky.  I am not sure another way to do it though
[04:52:13] *** Quits: Fare (~fare@pool-72-94-152-64.phlapa.fios.verizon.net) (Ping timeout: 256 seconds)
[04:57:54] *** Joins: pmwals09 (~pmwals09@c-73-218-223-243.hsd1.ma.comcast.net)
[05:00:43] *** Joins: molson_ (~molson@2001-48F8-704A-123D-0-0-75F-103B-static.midco.net)
[05:03:29] *** Quits: molson (~molson@2001-48F8-704A-123D-0-0-75F-1037-static.midco.net) (Ping timeout: 250 seconds)
[05:08:36] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[05:10:13] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[05:13:57] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 240 seconds)
[05:14:19] <jkordani> so I removed a subsystem from the parent system's depends line, but when loading the system the subsystem is still being brought in
[05:14:37] <jkordani> is there a way to find "reverse dependencies" for a package?
[05:15:27] *** Quits: random-nick (~random-ni@87.116.167.125) (Ping timeout: 256 seconds)
[05:17:38] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[05:21:28] *** Joins: s-liao (~s-liao@101.86.96.21)
[05:24:07] <jkordani> oh holy cow I can just pull things in from cl-ana piecemeal
[05:25:13] <jkordani> still not sure how the functionality that I want to exclude it being pulled in.  the subsystem hdf5-cffi grovel op is running even though I can't find any system that depends on it outside of cl-ana.asd, which I removed it from
[05:26:33] *** Joins: sloanr (~user@70-59-77-137.mpls.qwest.net)
[05:27:20] <jkordani> nm
[05:28:32] *** Joins: random-nick (~random-ni@87.116.181.150)
[05:31:58] *** Quits: Bike (~Glossina@71.69.170.70) (Quit: Lost terminal)
[05:34:29] *** Quits: random-nick (~random-ni@87.116.181.150) (Ping timeout: 256 seconds)
[05:46:46] <jkordani> yea this is really strange.  I suppose I shouldn't look a gift horse in the mouth, but I finally removed all hdf subsystem dependencies and package :use-package lines.  When I load the parent project I get no compile errors, which I don't expect, I expect that I would get "symbols not found" in systems that claim to depend on hdf subsystems
[05:59:05] *** Quits: Guest3959 (epony@lz2.eu) (Quit: QUIT)
[06:04:24] *** Joins: epony (epony@user/epony)
[06:15:44] *** Quits: Catie (~user@user/catie) (Quit: heading home)
[06:27:24] *** Joins: Bike (~Bike@71.69.170.70)
[06:28:22] *** Joins: lisp123 (~lisp123@5.30.23.247)
[06:32:57] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 240 seconds)
[06:37:41] *** Joins: masinter (~masinter@c-73-158-116-21.hsd1.ca.comcast.net)
[06:48:04] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[06:48:44] *** Quits: jkordani (~jkordani@c-69-255-2-251.hsd1.md.comcast.net) (Quit: Client closed)
[06:50:55] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[06:54:10] *** Quits: akoana (~ah@user/akoana) (Quit: leaving)
[06:56:04] *** Quits: dre (~dre@2001:8003:c932:c301:77c0:cff4:f6dd:6abf) (Remote host closed the connection)
[06:57:01] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[07:00:45] *** Joins: patrice (~patrice@user/patrice)
[07:02:50] *** Joins: dre (~dre@2001:8003:c932:c301:a9ae:c59a:a85f:47a7)
[07:03:21] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[07:05:23] *** Quits: patrice (~patrice@user/patrice) (Client Quit)
[07:10:21] *** Quits: silasfox (~sbv@p200300cec714f800caf8c79c6d0f1c51.dip0.t-ipconnect.de) (Ping timeout: 245 seconds)
[07:12:17] *** Joins: silasfox (~sbv@p200300cec71e0500336c21a235a152ea.dip0.t-ipconnect.de)
[07:13:33] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[07:16:28] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[07:23:01] *** Quits: NotThatRPG (~NotThatRP@162-219-230-90.fttp.usinternet.com) (Read error: Connection reset by peer)
[07:23:29] *** Joins: NotThatRPG (~NotThatRP@162-219-230-90.fttp.usinternet.com)
[07:30:31] <beach> Good morning everyone!
[07:41:00] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[07:41:58] *** Joins: occ (~occ@user/occ)
[07:42:51] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[07:43:54] *** Quits: parjanya (~esb@2804:14c:1ad:9351:1402:1741:3531:7449) (Read error: Connection reset by peer)
[07:45:16] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Remote host closed the connection)
[07:45:41] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[07:46:11] *** Quits: jeosol (~jeosol@user/jeosol) (Ping timeout: 256 seconds)
[07:50:37] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 240 seconds)
[07:50:46] *** Quits: rotateq (~user@p200300e78706a00050f72feb644e2401.dip0.t-ipconnect.de) (Quit: ERC (IRC client for Emacs 27.2))
[07:52:01] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[08:00:55] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 256 seconds)
[08:02:02] *** Quits: waleee (~waleee@2001:9b0:21d:fc00:398f:b003:b90d:acf4) (Ping timeout: 250 seconds)
[08:06:08] *** Quits: sloanr (~user@70-59-77-137.mpls.qwest.net) (Remote host closed the connection)
[08:07:13] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[08:07:19] *** Joins: semz_ (~semz@user/semz)
[08:09:50] *** Quits: semz (~semz@user/semz) (Ping timeout: 250 seconds)
[08:11:19] *** Quits: Bike (~Bike@71.69.170.70) (Quit: Connection closed)
[08:17:30] *** Joins: lisp123 (~lisp123@5.30.23.247)
[08:22:13] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 256 seconds)
[08:24:23] *** Quits: igemnace (~ian@user/igemnace) (Ping timeout: 252 seconds)
[08:30:10] *** Quits: pmwals09 (~pmwals09@c-73-218-223-243.hsd1.ma.comcast.net) (Remote host closed the connection)
[08:33:57] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 240 seconds)
[08:35:39] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[08:39:14] *** Quits: theBlackDragon (~dragon@fvwm/admin) (Ping timeout: 268 seconds)
[08:39:28] *** Joins: theBlackDragon (~dragon@fvwm/admin)
[08:52:43] *** Quits: tyson2 (~user@bras-base-toroon0624w-grc-17-50-101-91-98.dsl.bell.ca) (Remote host closed the connection)
[08:56:13] *** Joins: domovod (~domovod@176.196.122.197)
[08:59:23] *** Quits: jealousmonk (~user@user/jealousmonk) (Quit: ERC 5.4.1 (IRC client for GNU Emacs 27.1))
[09:00:59] *** Quits: s-liao (~s-liao@101.86.96.21) (Ping timeout: 256 seconds)
[09:07:28] *** Joins: s-liao (~s-liao@101.86.96.21)
[09:17:17] *** Quits: domovod (~domovod@176.196.122.197) (Ping timeout: 240 seconds)
[09:17:37] *** Quits: notzmv (~zmv@user/notzmv) (Ping timeout: 250 seconds)
[09:17:42] *** Joins: domovod (~domovod@ec2-35-165-86-158.us-west-2.compute.amazonaws.com)
[09:29:19] *** Quits: s-liao (~s-liao@101.86.96.21) (Ping timeout: 256 seconds)
[09:35:28] *** Joins: notzmv (~zmv@user/notzmv)
[09:43:54] *** Joins: taiju (~user@240b:253:ec40:2400:b7d1:436e:2d61:e925)
[09:44:15] *** Joins: artchad (~user@public-gprs221196.centertel.pl)
[09:47:47] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 256 seconds)
[09:55:22] *** Quits: MetaYan (~MetaYan@c-7b5d235c.07-84-7462671.bbcust.telenor.se) (Quit: Lost terminal)
[09:56:42] *** Joins: rain3 (~rain3___@2a02:2f09:d113:6d00:6f23:fba2:d834:1a7)
[09:56:45] *** Quits: artchad (~user@public-gprs221196.centertel.pl) (Read error: Connection reset by peer)
[09:59:37] *** Joins: aartaka (aartaka@gateway/vpn/protonvpn/aartaka)
[10:00:44] *** Joins: wacki (~wacki@87.122.83.47)
[10:06:44] *** Joins: attila_lendvai (~alendvai@catv-176-63-14-84.catv.fixed.vodafone.hu)
[10:12:04] *** Joins: karlosz (~karlosz@47.151.136.69)
[10:18:48] *** Joins: lisp123 (~lisp123@5.30.23.247)
[10:21:25] *** Joins: Cymew (~ante@c-0c87225c.023-1144-7570702.bbcust.telenor.se)
[10:23:17] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 240 seconds)
[10:31:19] *** Joins: Jing (~hedgehog@240e:390:7c53:a7e1:f460:9388:75e8:8181)
[10:33:07] *** Quits: aartaka (aartaka@gateway/vpn/protonvpn/aartaka) (Ping timeout: 256 seconds)
[10:43:02] <mfiano> Good morning
[10:43:17] <mfiano> I think I need a bit of help with CLOS initialization arguments.
[10:44:35] *** Quits: masinter (~masinter@c-73-158-116-21.hsd1.ca.comcast.net) (Quit: ~ Trillian - www.trillian.im ~)
[10:48:00] <mfiano> https://gist.github.com/mfiano/7c26c1761980fbc9cc9975cc213bdb0d
[10:48:37] *** Quits: Cymew (~ante@c-0c87225c.023-1144-7570702.bbcust.telenor.se) (Quit: Konversation terminated!)
[10:51:26] <mfiano> I am hoping the solution isn't to define 1 initialize-instance auxiliary method per RGB variant class.
[10:51:47] *** Joins: Algernon69 (~Algernon6@2a01:e0a:511:6ce0:2d8d:81bc:85e6:c719)
[10:51:56] <mfiano> I really don't want to hide this away behind a macro and there will be many of them.
[10:55:39] <flip214> mfiano: I don't understand the problem or what you're trying to do, sorry.
[10:55:52] *** Quits: stylewarning (sid241636@id-241636.helmsley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: yottabyte (uid195082@id-195082.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: santiagopim (~user@84.78.243.45) (*.net *.split)
[10:55:52] *** Quits: amb007 (~a_bakic@102.215.76.86.rev.sfr.net) (*.net *.split)
[10:55:52] *** Quits: jackdaniel (~jack@turtleware.eu) (*.net *.split)
[10:55:52] *** Quits: ullbeking_ (sid5364@ilkley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: Posterdati (~posterdat@host-87-19-166-231.retail.telecomitalia.it) (*.net *.split)
[10:55:52] *** Quits: utis (~utis@84.208.160.26) (*.net *.split)
[10:55:52] *** Quits: Alfr (~Alfr@user/alfr) (*.net *.split)
[10:55:52] *** Quits: Colleen (~fermion@supersolid.equilibrium.tymoon.eu) (*.net *.split)
[10:55:52] *** Quits: Devon (~devon@c-24-2-157-5.hsd1.ma.comcast.net) (*.net *.split)
[10:55:52] *** Quits: dbotton (sid492350@lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: froggey (~froggey@li1514-95.members.linode.com) (*.net *.split)
[10:55:52] *** Quits: mgxm_ (~mgxm@user/mgxm) (*.net *.split)
[10:55:52] *** Quits: alvaro121 (~aa@201.230.126.66) (*.net *.split)
[10:55:52] *** Quits: contrapunctus (a75f5b1571@jabberfr.org) (*.net *.split)
[10:55:52] *** Quits: stack1 (~stack@ctrl-c.club) (*.net *.split)
[10:55:52] *** Quits: cross_ (~cross@spitfire.i.gajendra.net) (*.net *.split)
[10:55:52] *** Quits: danieli (~danieli@user/danieli) (*.net *.split)
[10:55:52] *** Quits: Shinmera (~shinmera@shirakumo/shinmera) (*.net *.split)
[10:55:52] *** Quits: z3t0 (~z3t0@146.71.14.98) (*.net *.split)
[10:55:52] *** Quits: jmpeax (~jmpeax@host-68-169-157-168.VALOLT2.epbfi.com) (*.net *.split)
[10:55:52] *** Quits: amk (~amk@109.255.169.126) (*.net *.split)
[10:55:52] *** Quits: russe (~user@cl-user.org) (*.net *.split)
[10:55:52] *** Quits: gjvc (~gjvc@user/gjvc) (*.net *.split)
[10:55:52] *** Quits: hineios (~hineios@a95-93-142-124.cpe.netcabo.pt) (*.net *.split)
[10:55:52] *** Quits: mason (~mason@redhat/mason) (*.net *.split)
[10:55:52] *** Quits: les_ (~whome@user/les) (*.net *.split)
[10:55:52] *** Quits: TMA (~tma@twin.jikos.cz) (*.net *.split)
[10:55:52] *** Quits: hubvu_ (sid495858@tinside.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: materialfuture (~materialf@149.248.8.187) (*.net *.split)
[10:55:52] *** Quits: skyl4rk (~tlvb@user/tlvb) (*.net *.split)
[10:56:09] <mfiano> The comments and the code should explain that, but no worries.
[10:58:06] *** Joins: santiagopim (~user@84.78.243.45)
[10:58:06] *** Joins: amb007 (~a_bakic@102.215.76.86.rev.sfr.net)
[10:58:06] *** Joins: jackdaniel (~jack@turtleware.eu)
[10:58:06] *** Joins: mason (~mason@redhat/mason)
[10:58:06] *** Joins: ullbeking_ (sid5364@ilkley.irccloud.com)
[10:58:06] *** Joins: Posterdati (~posterdat@host-87-19-166-231.retail.telecomitalia.it)
[10:58:06] *** Joins: utis (~utis@84.208.160.26)
[10:58:06] *** Joins: Alfr (~Alfr@user/alfr)
[10:58:06] *** Joins: Colleen (~fermion@supersolid.equilibrium.tymoon.eu)
[10:58:06] *** Joins: Devon (~devon@c-24-2-157-5.hsd1.ma.comcast.net)
[10:58:06] *** Joins: dbotton (sid492350@lymington.irccloud.com)
[10:58:06] *** Joins: froggey (~froggey@li1514-95.members.linode.com)
[10:58:06] *** Joins: mgxm_ (~mgxm@user/mgxm)
[10:58:06] *** Joins: gjvc (~gjvc@user/gjvc)
[10:58:06] *** Joins: alvaro121 (~aa@201.230.126.66)
[10:58:06] *** Joins: contrapunctus (a75f5b1571@jabberfr.org)
[10:58:06] *** Joins: stack1 (~stack@ctrl-c.club)
[10:58:06] *** Joins: cross_ (~cross@spitfire.i.gajendra.net)
[10:58:06] *** Joins: danieli (~danieli@user/danieli)
[10:58:06] *** Joins: Shinmera (~shinmera@shirakumo/shinmera)
[10:58:06] *** Joins: z3t0 (~z3t0@146.71.14.98)
[10:58:06] *** Joins: jmpeax (~jmpeax@host-68-169-157-168.VALOLT2.epbfi.com)
[10:58:06] *** Joins: amk (~amk@109.255.169.126)
[10:58:06] *** Joins: russe (~user@cl-user.org)
[10:58:06] *** Joins: hineios (~hineios@a95-93-142-124.cpe.netcabo.pt)
[10:58:06] *** Joins: les_ (~whome@user/les)
[10:58:06] *** Joins: TMA (~tma@twin.jikos.cz)
[10:58:06] *** Joins: hubvu_ (sid495858@tinside.irccloud.com)
[10:58:06] *** Joins: materialfuture (~materialf@149.248.8.187)
[10:58:06] *** Joins: skyl4rk (~tlvb@user/tlvb)
[10:58:06] *** Joins: yottabyte (uid195082@id-195082.lymington.irccloud.com)
[10:58:06] *** Joins: stylewarning (sid241636@id-241636.helmsley.irccloud.com)
[11:01:13] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[11:04:07] *** Joins: Algernon91 (~Algernon6@2a04:cec0:10f5:7936:8c47:5652:a14e:1810)
[11:07:37] *** Quits: domovod (~domovod@ec2-35-165-86-158.us-west-2.compute.amazonaws.com) (Ping timeout: 240 seconds)
[11:07:41] *** Quits: Algernon69 (~Algernon6@2a01:e0a:511:6ce0:2d8d:81bc:85e6:c719) (Ping timeout: 250 seconds)
[11:21:02] *** Quits: snits (~quassel@ip98-179-76-75.ph.ph.cox.net) (Ping timeout: 240 seconds)
[11:22:58] *** Joins: MajorBiscuit (~MajorBisc@86-88-79-148.fixed.kpn.net)
[11:22:59] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 256 seconds)
[11:24:36] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[11:26:13] *** Joins: snits (~quassel@ip98-179-76-75.ph.ph.cox.net)
[11:27:45] *** Quits: MajorBiscuit (~MajorBisc@86-88-79-148.fixed.kpn.net) (Ping timeout: 256 seconds)
[11:29:10] *** Joins: MajorBiscuit (~MajorBisc@c-001-015-052.client.tudelft.eduvpn.nl)
[11:31:54] <White_Flame> mfiano: is this a general question about how not to pass keyword arguments if not given to the current function?
[11:32:55] <White_Flame> eg, if :standard-illuminant is not passed to the RGB function, you don't want that key passed to MAKE-INSTANCE either and let its default occur?
[11:34:15] <phoe> if (&rest rest &key ...) is not enough, I know of nothing better than https://github.com/phoe/in-nomine/blob/master/src/define-namespace/long.lisp#L41-L63
[11:34:43] <phoe> where ARGLIST is then passed to MAKE-INSTANCE
[11:35:18] <White_Flame> via APPLY presumably?
[11:35:35] <phoe> yes
[11:35:40] <phoe> no other way to do that
[11:36:01] <mfiano> Cooking, be back in a few to read these suggestions
[11:36:05] *** Joins: rgherdt_ (~rgherdt@2a01:598:d036:eda0:56ad:c143:9a9a:4cb6)
[11:36:28] <phoe> ...although that whole thing might be superfluous now that I look at it
[11:36:44] <phoe> I can replace it with &REST
[11:37:01] <phoe> because the only thing that DESTRUCTURING-BIND does is checking if the plist keys match
[11:37:31] <phoe> so it's not a good example actually but unnecessary code :D
[11:37:37] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 240 seconds)
[11:39:46] * phoe makes an issue
[11:39:59] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[11:40:01] <phoe> it would be another case if the keyword arguments were meant to be somehow transformed or canonicalized
[11:40:09] <phoe> but here they're passed as-is, only DOCUMENTATION is split off
[11:40:50] *** Quits: karlosz (~karlosz@47.151.136.69) (Quit: karlosz)
[11:43:57] <mfiano> White_Flame: Yes, I think so, to answer your question.
[11:45:51] <White_Flame> ok, and as phoe mentions, it's not a convenient issue to solve.  &rest + plist operations + apply is generally the course taken
[11:46:10] <White_Flame> using the supplied-p flags aren't generally that useful for passing things on
[11:46:59] <mfiano> I discovered that the hard way. Nothing I have tried is convenient.
[11:47:09] <mfiano> (or works)
[11:47:58] <phoe> mfiano: "I would like each RGB variant class to have its own default value for STANDARD-ILLUMINANT"
[11:48:03] <flip214> mfiano: if you have similar code in multiple (> 3) places, why not generate it via a macro?
[11:48:07] <phoe> sounds like a class-allocated slot?
[11:48:25] <phoe> (DEFAULT-STANDARD-ILLUMINANT :ALLOCATION :CLASS ...) or something
[11:48:33] <flip214> and a class can have a per-class slot, that could be used in a initialize-instance function.... oh, phoe
[11:48:39] <phoe> :D
[11:49:07] *** Joins: rgherdt__ (~rgherdt@2a01:598:d03d:8b4:2ee3:b766:719e:5183)
[11:50:01] <mfiano> I do not want the constructor to alter the slot value of pre-existing instances, unless I misunderstand.
[11:50:18] <phoe> what slot value
[11:50:27] *** Joins: pve (~pve@176-93-15-10.bb.dnainternet.fi)
[11:50:33] <mfiano> the value of the class allocated slot
[11:50:44] <phoe> you don't write to that slot
[11:50:49] <phoe> you read from that slot
[11:51:00] <mfiano> How, if I don't have an instance?
[11:51:04] <phoe> if you want to have one default illuminant per class, then you only write to that slot in each class's :default-initargs
[11:51:14] <phoe> either that, or you write to its class prototype
[11:51:17] <phoe> or you provide an initform
[11:51:41] *** Quits: rgherdt_ (~rgherdt@2a01:598:d036:eda0:56ad:c143:9a9a:4cb6) (Ping timeout: 250 seconds)
[11:52:31] <flip214> initform would be the right thing, and reading from the prototype, IIRC
[11:52:32] <mfiano> I think you are losing me. :DEFAULT-INITARGS is out because I want the default to be overridden with a make-instance initarg.
[11:52:58] *** Joins: shka (~herr@109.231.0.226)
[11:53:06] <phoe> what do you mean by a make-instance initarg?
[11:53:07] <mfiano> CLHS says DEFAULT-INITARGS only takes effect if that initarg is not supplied to make instance
[11:53:28] <phoe> yes - why do you need to provide it in the constructor if it's meant to be per-class?
[11:53:35] <mfiano> Sigh
