[00:02:14] *** Quits: mro (~mro@port-92-195-233-163.dynamic.as20676.net) (Quit: Leaving...)
[21:45:39] *** Quits: olle (~olle@p5784fa92.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[21:50:33] <d_bot> <VPhantom> Alright I abstracted away my impostor syndrome for a few minutes and commented.
[21:53:30] <companion_cube> lol good mention of ocaml-protoc, since, well, it uses Buffer.t :D
[21:53:35] <companion_cube> (have you seen my PR btw? :))
[21:55:37] *** Quits: kaph (~kaph@net-2-47-208-144.cust.vodafonedsl.it) (Ping timeout: 256 seconds)
[22:01:58] <d_bot> <VPhantom> Actually `ocaml-protoc` uses `Buffer.t` for writing but `bytes` for reading, AFAIK.
[22:02:26] <companion_cube> yes
[22:02:51] <d_bot> <VPhantom> And yes I finally looked at the actual diffs before submitting. 😉 Running on low sleep today so I'm not uhh… my concentration is abysmal. 😬
[22:02:53] <companion_cube> ahah, there's a limit, I forgot
[22:02:57] <companion_cube> it could be a buffer…
[22:03:22] <d_bot> <VPhantom> It can read buffers? I didn't realize. (I haven't touched it in a month or so.)
[22:06:06] <companion_cube> no, it can't
[22:06:16] <companion_cube> but if we had access to a buffer's internals, then we could
[22:09:31] <d_bot> <VPhantom> Yeah that's what I was trying to convey.
[22:19:57] *** Joins: kaph (~kaph@net-2-47-208-144.cust.vodafonedsl.it)
[22:28:38] *** Joins: vicfred (~vicfred@user/vicfred)
[22:38:32] *** Quits: humasect (~humasect@2001:1970:57e0:4100::1ae0) (Remote host closed the connection)
[22:49:08] <d_bot> <RegularSpatula> Yeah zero copy access to the buffer's bytes would be sweet...I was wanting something like this a little while back
[22:50:33] *** Joins: jackhill (~jackhill@kalessin.dragonsnail.net)
[22:56:04] <companion_cube> don't hesitate to comment with your use case…
[22:56:24] <companion_cube> I think long time users have learnt not to rely on Buffer.t for complex stuff, precisely because it's so limited
[22:56:29] <companion_cube> so it's self reinforcing
[22:58:39] <d_bot> <RegularSpatula> yeah I wish i still had a concrete example to give ...it was a little while back now and i ended up abandoning it fairly quickly as i couldn't get the bytes without copying
[22:59:48] <d_bot> <RegularSpatula> some bioinformatics stuff...i like trying to get ocaml as a competitive choice for bioinfomatics
[23:01:28] <d_bot> <RegularSpatula> when i read through the comments on the PR you did...i was expecting like, all sorts of changes to the Buffer module or something, but then looked at the actual changes and its literally just, "oh heres the underlying bytes"
[23:02:28] <d_bot> <RegularSpatula> what's the likelihood that the underlying implementation of Buffer changes after all these years?  i guess that's the argument some in that thread are making for not giving direct access?
[23:04:59] <companion_cube> yeah, the likelihood is precisely 0.000
[23:05:58] <d_bot> <RegularSpatula> lol i see
[23:06:58] <companion_cube> (in my opinion — but really I can't imagine what it could change to)
[23:13:18] *** Joins: olle (~olle@i5E866D84.versanet.de)
[23:39:45] *** Joins: mro (~mro@port-92-195-155-39.dynamic.as20676.net)
[23:41:50] <d_bot> <VPhantom> Since this function is tagged `unsafe`, would it be unreasonable to go for it now and potentially make it actually blit into fresh `bytes` if in some distant future the underlying implementation changes? Sounds like a win-win to me.
[23:49:53] *** Quits: Haudegen (~quassel@178.115.237.87.static.drei.at) (Quit: No Ping reply in 180 seconds.)
[23:49:57] <companion_cube> going to end up being CCBytevec or whatever
[23:51:16] *** Joins: Haudegen (~quassel@178.115.237.87.static.drei.at)
[23:53:49] <d_bot> <VPhantom> I called mine `Buf_bytes` 😉
[23:54:30] <d_bot> <Butanium (@me on answer)> I just made a perf analysis for my program I didn't know `Sys.time()` call were that costly
[23:54:31] <d_bot> <Butanium (@me on answer)> https://cdn.discordapp.com/attachments/436568060288172044/938892728455028856/unknown.png
[23:56:17] <d_bot> <VPhantom> I just checked Core briefly and they seem to copy out of buffers.🤔 I'm surprised since this is kind of performance low-hanging fruit. Maybe they mostly use `bytes` directly in their own stuff.
[23:57:29] <companion_cube> they probably use Async and bigstring stuff for their IOs
[23:59:09] <d_bot> <VPhantom> True, but I remember reading recently about yminsky talking to someone about how `bytes` is better for the GC and to only use `bigstring` for I/O which truly needs it.
