[00:17:29] *** Quits: zer0bitz (~zer0bitz@dsl-hkibng31-54fabc-15.dhcp.inet.fi) (Read error: Connection reset by peer)
[00:20:45] *** Quits: anessen97 (~Anessen97@host-79-41-170-37.retail.telecomitalia.it) (Remote host closed the connection)
[00:21:00] *** Joins: ItsNotGoodName05 (~ItsNotGoo@c-73-83-144-140.hsd1.wa.comcast.net)
[00:23:04] *** Quits: ItsNotGoodName0 (~ItsNotGoo@c-73-83-144-140.hsd1.wa.comcast.net) (Ping timeout: 264 seconds)
[00:23:05] *** ItsNotGoodName05 is now known as ItsNotGoodName0
[00:32:49] *** Joins: anessen97 (~Anessen97@host-79-41-170-37.retail.telecomitalia.it)
[00:46:14] *** Joins: kacperinjo3 (kacperinjo@s46.mydevil.net)
[00:47:14] *** Quits: kacperinjo (kacperinjo@s46.mydevil.net) (Ping timeout: 252 seconds)
[00:47:14] *** kacperinjo3 is now known as kacperinjo
[00:54:17] *** Quits: amcintosh (~amcintosh@amcintosh.net) (Quit: Ping timeout (120 seconds))
[00:54:32] *** Joins: amcintosh (~amcintosh@amcintosh.net)
[00:54:48] *** Joins: doombaby5 (~doombaby@66.51.154.90)
[00:55:01] *** Joins: agd7 (~agd@user/agd)
[00:57:12] *** Quits: doombaby (~doombaby@66.51.154.90) (Ping timeout: 268 seconds)
[00:57:12] *** Quits: agd (~agd@user/agd) (Ping timeout: 268 seconds)
[00:57:12] *** doombaby5 is now known as doombaby
[00:57:13] *** agd7 is now known as agd
[20:13:02] *** Quits: synolect (~synolect@130.44.131.8) (Quit: The Lounge - https://thelounge.chat)
[20:13:04] *** Joins: craftamap7 (~craftamap@static.159.204.203.116.clients.your-server.de)
[20:13:05] *** Joins: mrtux0 (~mrtux@user/mrtux)
[20:13:12] *** Joins: pidroid3 (~pidroid@user/pidroid)
[20:13:13] *** Joins: nac1 (~nac@user/nac)
[20:13:14] *** Joins: dv^_^5 (~dv@eclipse.oxfordfun.com)
[20:13:14] *** Joins: rozlav7 (~roz@user/rozlav)
[20:13:14] *** Joins: mamercad1 (~mamercad@user/mamercad)
[20:13:15] *** Joins: BuckarooBanzai9 (~BuckarooB@static.166.24.201.195.clients.your-server.de)
[20:13:23] *** Joins: synolect (~synolect@130.44.131.8)
[20:13:25] *** Joins: shutnoshut2 (~shutnoshu@ec2-52-29-68-122.eu-central-1.compute.amazonaws.com)
[20:13:27] *** Quits: synolect (~synolect@130.44.131.8) (Client Quit)
[20:13:28] *** Joins: radu2424072 (~radu242@pool-96-250-79-242.nycmny.fios.verizon.net)
[20:13:59] *** Joins: poorboy (~poorboy@159.89.189.144)
[20:14:13] *** Joins: Snuupy3 (~Snuupy@user/snuupy)
[20:14:31] *** Quits: rodgort (~rodgort@static.38.6.217.95.clients.your-server.de) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: orliesaurus (~orliesaur@user/orliesaurus) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: poorboy_ (~poorboy@159.89.189.144) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: mrtux (~mrtux@user/mrtux) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: rozlav (~roz@user/rozlav) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: BuckarooBanzai (~BuckarooB@static.166.24.201.195.clients.your-server.de) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: tinova (~tinova@lemoncat.org) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: dv^_^ (~dv@eclipse.oxfordfun.com) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: cryptosteve (~cryptoste@user/cryptosteve) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: craftamap (~craftamap@static.159.204.203.116.clients.your-server.de) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: nac (~nac@user/nac) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: mamercad (~mamercad@user/mamercad) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: BOWnbERTHA (~BOWnbERTH@178.239.165.201) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: antpocas (~antpocas@static.41.118.90.157.clients.your-server.de) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: BOHverkill (~BOHverkil@holarse/bohverkill) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: pidroid (~pidroid@user/pidroid) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: easymac (~easymac@user/mac) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: Snuupy (~Snuupy@user/snuupy) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: radu242407 (~radu242@pool-96-250-79-242.nycmny.fios.verizon.net) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: kinghat (~kinghat@108.175.2.24) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: tunnell666 (~thelounge@80.62.174.194) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: fnutt (~fnutt@user/fnutt) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: shutnoshut (~shutnoshu@ec2-52-29-68-122.eu-central-1.compute.amazonaws.com) (Ping timeout: 256 seconds)
[20:15:05] *** orliesaurus7 is now known as orliesaurus
[20:15:05] *** tinova6 is now known as tinova
[20:15:05] *** antpocas2 is now known as antpocas
[20:15:05] *** cryptosteve8 is now known as cryptosteve
[20:15:05] *** craftamap7 is now known as craftamap
[20:15:05] *** tunnell6660 is now known as tunnell666
[20:15:05] *** nac1 is now known as nac
[20:15:05] *** BOWnbERTHA6 is now known as BOWnbERTHA
[20:15:05] *** BuckarooBanzai9 is now known as BuckarooBanzai
[20:15:05] *** pidroid3 is now known as pidroid
[20:15:05] *** mamercad1 is now known as mamercad
[20:15:05] *** rozlav7 is now known as rozlav
[20:15:05] *** mrtux0 is now known as mrtux
[20:15:05] *** easymac3 is now known as easymac
[20:15:05] *** radu2424072 is now known as radu242407
[20:15:05] *** kinghat1 is now known as kinghat
[20:15:05] *** Snuupy3 is now known as Snuupy
[20:15:06] *** fnutt5 is now known as fnutt
[20:15:19] *** Joins: rodgort (~rodgort@static.38.6.217.95.clients.your-server.de)
[20:16:24] *** Joins: synolect (~synolect@130.44.131.8)
[20:17:03] *** Joins: dv^_^ (~dv@eclipse.oxfordfun.com)
[20:17:09] *** Joins: shutnoshut (~shutnoshu@ec2-52-29-68-122.eu-central-1.compute.amazonaws.com)
[20:17:46] *** Joins: poorboy_ (~poorboy@159.89.189.144)
[20:18:01] *** Joins: BOHverkill (~BOHverkil@holarse/bohverkill)
[20:18:59] *** Quits: poorboy (~poorboy@159.89.189.144) (Ping timeout: 256 seconds)
[20:18:59] *** Quits: shutnoshut2 (~shutnoshu@ec2-52-29-68-122.eu-central-1.compute.amazonaws.com) (Ping timeout: 256 seconds)
[20:18:59] *** Quits: dv^_^5 (~dv@eclipse.oxfordfun.com) (Ping timeout: 256 seconds)
[20:19:33] *** Quits: Portugol9 (~Portugol9@user/portugol9) (Ping timeout: 256 seconds)
[20:21:15] *** Joins: martums2173580 (~martums@user/martums)
[20:23:50] *** Joins: Portugol9 (~Portugol9@user/portugol9)
[20:25:28] *** Quits: martums217358 (~martums@user/martums) (Ping timeout: 264 seconds)
[20:25:28] *** martums2173580 is now known as martums217358
[20:31:59] *** Quits: synolect (~synolect@130.44.131.8) (Quit: The Lounge - https://thelounge.chat)
[20:44:21] *** Quits: frostbyt3 (~thelounge@user/frostbyt3) (Quit: The Lounge - https://thelounge.chat)
[20:44:52] *** Joins: synolect (~synolect@130.44.131.8)
[20:46:53] *** Joins: frostbyt3 (~thelounge@136.37.141.237)
[20:49:01] *** Quits: Warr1024 (~Warr@user/warr1024) (Ping timeout: 256 seconds)
[20:52:01] *** Joins: Warr1024 (~Warr@user/warr1024)
[20:52:28] *** Quits: frostbyt3 (~thelounge@136.37.141.237) (Quit: The Lounge - https://thelounge.chat)
[20:53:45] *** Joins: frostbyt3 (~thelounge@136.37.141.237)
[21:04:18] *** Quits: kinghat (~kinghat@108.175.2.24) (Quit: duces)
[21:04:38] *** Joins: kinghat (~kinghat@108.175.2.24)
[21:19:47] <kinghat> so are you container ppl running thelounge as your system user by adding that user, or are you using the default node user?
[21:21:23] <bookworm> your user on the host has no relation to the user in the container, that's the point, why are you concerned about which user it uses? As long as it's not root you're good (even then that's tolerable, just easier to break out)
[21:26:40] <kinghat> nvm i didnt realize the command execution was root by default
[21:27:02] <kinghat> its still default to `node`
[21:27:07] <kinghat> node
[21:27:36] <kinghat> err the user is node
[21:28:01] <bookworm> yes, because the container has that setup this way with the ENTRYPOINT directive
[21:37:43] *** Joins: cifyi (~cifyi@c-66-176-81-178.hsd1.fl.comcast.net)
[21:37:52] <cifyi> aloha
[21:38:05] <bookworm> o/
[22:26:56] *** Quits: alex11 (~alex11@user/alex11) (Read error: Connection reset by peer)
[22:36:52] *** Joins: botfuzz (~librarian@mariecurie.labrat.space)
[22:38:04] *** Quits: botfuzz (~librarian@mariecurie.labrat.space) (Client Quit)
[22:45:07] *** Quits: Hazza (~Haxxa@125-63-20-105.ip4.superloop.com) (Quit: Haxxa flies away.)
[22:47:33] *** Joins: Haxxa (~Haxxa@125-63-20-105.ip4.superloop.com)
[23:01:32] <LitBot> [03GitHub] (14thelounge/thelounge) [PR] brunnre8 requested 13#4418 merge into 07master: Fix vue/this-in-template linter warning - https://git.io/JM2bl
[23:31:47] <LitBot> [03GitHub] (14thelounge/thelounge) [PR] MaxLeiter 03merged 13#4418 by brunnre8 into 07master: Fix vue/this-in-template linter warning - https://git.io/JM2bl
[23:40:38] *** Quits: bigpod9 (~bigpod@ubuntu/member/bigpod) (Read error: Connection reset by peer)
[23:40:39] *** Joins: bigpod90 (~bigpod@ubuntu/member/bigpod)
[23:58:53] *** Quits: Viewday11 (~Viewday@user/viewday) (Read error: Connection reset by peer)
