[00:02:08] *** Joins: tripfandango (~tripfanda@2a00:a040:19e:72a1:1173:6f21:463c:2e4f)
[00:03:50] *** Joins: sm2n (ae95cb1267@user/sm2n)
[00:10:09] *** Quits: badkins (~badkins@136.56.92.199) (Remote host closed the connection)
[00:11:05] *** Joins: badkins (~badkins@136.56.92.199)
[00:31:45] *** Quits: clacke (88d96f2df3@knopi.disroot.org) (Remote host closed the connection)
[00:37:38] <dpk> is chibi-ffi incapable of generating bindings to procedures with more than four arguments, or am i going mad
[00:37:43] <dpk> (i'm probably going mad)
[00:37:49] <dpk> it gives me "chibi_hyphen.c:25:27: error: use of undeclared identifier 'arg5'"
[00:37:59] <ecraven> I think they just aren't defined
[00:39:33] <dpk> or have i declared them wrong? they're pretty wacky argument types beginning with exactly that argument, making me suspect my way of declaring them is wrong
[00:39:46] <dpk> in C: char *** rep, int ** pos, int ** cut
[00:40:02] <dpk> (i have no idea why double and triple indirection is needed)
[00:40:12] <ecraven> probably for writing
[00:40:31] <ecraven> char ***rep is probably actually a string[]*
[00:43:55] <dpk> okay, yes, if i just change them to (result string), the error about arg5 being undefined goes away. (it then complains about the types being wrong, of course, but one step at a time …)
[00:44:17] <dpk> so the question is how i declare those types in the .stub file. or if i just give up and write the C binding myself
[00:44:25] <dpk> ecraven: yes, they're results
[00:45:07] <dpk> so i tried (result pointer string), (result (pointer string)), (pointer (result string)) for the first one …
[00:46:47] <dpk> any kind of nesting of the type modifiers seems to cause it not to generate the args to the C function correctly
[00:48:16] <dpk> ahh, you don't nest them, you list them. i was nearly there with (result pointer string)
[00:48:44] <ecraven> I haven't used the chibi ffi much, sorry :-/
[00:48:59] <ecraven> so (result pointer pointer string)?
[20:59:59] *** Quits: zwr (~zwr@2804:d45:b966:fb00:3ac9:5265:a79e:4a2a) (Ping timeout: 252 seconds)
[21:05:47] *** Joins: klovett (~klovett@107.115.32.2)
[21:08:20] *** Quits: klovett_ (~klovett@107.115.32.2) (Ping timeout: 256 seconds)
[21:24:55] *** Joins: lazr (~lazr@45.76.248.123)
[21:26:45] *** Joins: dokma (~user@dh207-49-247.xnet.hr)
[21:27:09] *** Parts: dokma (~user@dh207-49-247.xnet.hr) (ERC (IRC client for Emacs 27.1))
[21:30:00] *** Joins: seninha (~seninha@user/seninha)
[21:30:01] *** Quits: ns12 (~ns12@user/ns12) (Quit: bye)
[21:30:43] *** Joins: ns12 (~ns12@user/ns12)
[21:30:44] *** Joins: zwr (~zwr@2804:d45:b966:fb00:3e37:1000:411e:c48c)
[21:30:44] *** Joins: sbodin (~sbodin@185.12.224.251)
[21:56:20] *** Joins: badkins (~badkins@136.56.92.199)
[21:56:31] *** Joins: klovett_ (~klovett@107.115.32.2)
[21:59:54] *** Quits: klovett (~klovett@107.115.32.2) (Ping timeout: 256 seconds)
[22:01:22] *** Quits: badkins (~badkins@136.56.92.199) (Ping timeout: 268 seconds)
[22:03:06] *** Joins: badkins (~badkins@136.56.92.199)
[22:07:48] *** Joins: poselyqualityles (~poselyqua@user/poselyqualityles)
[22:09:16] *** Quits: badkins (~badkins@136.56.92.199) (Ping timeout: 264 seconds)
[22:18:07] *** Quits: xgqt (~xgqt@gentoo/developer/xgqt) (Remote host closed the connection)
[22:18:32] *** Joins: xgqt (~xgqt@gentoo/developer/xgqt)
[22:30:27] *** Quits: jao (~jao@45.152.183.54) (Ping timeout: 256 seconds)
[22:31:31] *** Parts: mario-go` (~user@static.172.139.76.144.clients.your-server.de) ()
[22:32:45] *** Joins: jao (~jao@cpc103048-sgyl39-2-0-cust502.18-2.cable.virginm.net)
[22:40:30] *** Joins: edgar-rft (~edgar-rft@HSI-KBW-109-193-249-223.hsi7.kabel-badenwuerttemberg.de)
[22:40:38] *** Quits: jao (~jao@cpc103048-sgyl39-2-0-cust502.18-2.cable.virginm.net) (Ping timeout: 252 seconds)
[22:42:46] *** Joins: jao (~jao@45.152.183.62)
[22:53:40] *** Quits: klovett_ (~klovett@107.115.32.2) (Ping timeout: 264 seconds)
[22:56:00] *** Quits: poselyqualityles (~poselyqua@user/poselyqualityles) (Ping timeout: 256 seconds)
[22:58:09] *** Joins: badkins (~badkins@136.56.92.199)
[23:02:48] *** Quits: badkins (~badkins@136.56.92.199) (Ping timeout: 256 seconds)
[23:12:25] *** Joins: badkins (~badkins@136.56.92.199)
[23:14:44] *** Quits: jobol (~jobol@2a01:e34:ee5c:ee50:d6be:d9ff:fea3:db03) (Remote host closed the connection)
[23:32:12] *** Joins: Inline (~Inline@aftr-37-201-240-100.unity-media.net)
[23:35:33] *** Quits: Perryman (~perryman@user/perryman) (Quit: Konversation terminated!)
[23:38:33] *** Joins: skapata (~Skapata@2804:14c:87b0:a6f9:c5ed:3c67:1c78:cc2e)
[23:38:34] *** Quits: skapata (~Skapata@2804:14c:87b0:a6f9:c5ed:3c67:1c78:cc2e) (Changing host)
[23:38:34] *** Joins: skapata (~Skapata@user/skapata)
[23:48:15] *** Joins: gproto23 (~gproto23@user/gproto23)
[23:49:20] <wasamasa> amazigh: do you plan to look into making the scheme comparator thing more accurate or is it a patch-only thing?
[23:50:50] <wasamasa> amazigh: maybe have something in-between and ask people familiar with the scheme in question to fill out some questionnaire
[23:58:06] *** Joins: kopiyka (~user@2001:983:fe8b:1:b26e:bfff:fe2b:503f)
