[00:05:56] *** Joins: ravella (~ravella@user/ryanavella)
[00:08:27] *** Joins: ofh (~felix@61.68.64.167)
[00:09:40] *** Quits: yelnah (~felix@193-119-99-118.tpgi.com.au) (Ping timeout: 256 seconds)
[00:13:26] *** Quits: phaleth (~user@user/phaleth) (Quit: WeeChat 2.8)
[00:20:38] *** Quits: fwg (~fwg@user/fwg) (Quit: so long and thanks for all the fish.)
[00:30:04] *** Quits: km (znc@user/km) (Remote host closed the connection)
[01:35:25] <Earnestly> marler8997_: it was seriously considered for using bf as cpu instruction set
[01:35:44] <Earnestly> (To the degree that can be serious)
[01:36:21] <marler8997_> you mean like an LLVM backend?
[01:37:45] <andrewrk> https://github.com/shinh/elvm
[01:38:31] <Earnestly> marler8997_: Do you know about gcc's hex0 hex1 hex2, etc?  https://bootstrappable.org/
[01:38:49] <andrewrk> here's a C compiler in brainfuck: http://shinh.skr.jp/elvm/8cc.c.eir.bf
[01:39:24] <marler8997_> whoa
[01:39:39] <Earnestly> marler8997_: https://git.savannah.nongnu.org/cgit/stage0.git/tree/ starts here
[01:40:04] <marler8997_> Earnestly that page you sent me says binaries aren't auditable, but that's what I've been doing the last couple weeks with Windows binaries and the go runtime assembly!
[01:41:54] *** Quits: rgrinberg (~textual@2806:101e:7:6bed:e15c:b936:df3f:82e6) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[01:43:07] *** Joins: coolshaurya (~coolshaur@2001:470:69fc:105::fac0)
[01:43:10] <Earnestly> It might be reasonable to assume C (89/99) is available
[01:43:53] <marler8997_> elvm needs to add a zig frontend
[01:44:36] <marler8997_> so, we could compile the zig compiler to C, Use elvm to compile it to Brainfuck, then you can bootstrap zig with a branfuck interpreter
[01:44:38] *** Joins: bfredl (~bfredl@2001:470:69fc:105::183)
[01:44:54] *** Joins: siraben (~siraben@user/siraben)
[01:44:54] <Earnestly> marler8997_: E.g. if you assume C, then you have https://www.gnu.org/software/mes/
[01:45:14] <Earnestly> Or https://github.com/oriansj/m2-planet apparently
[01:45:18] *** Joins: nopenope[m] (~repmovsb@2001:470:69fc:105::1:274e)
[01:45:52] *** Joins: moats (~oats@user/oats)
[01:45:52] <Arnavion> andrewrk: Ping again for reviewing   https://github.com/ziglang/zig/pull/10395
[01:46:55] <andrewrk> Arnavion, tab opened. thanks
[01:47:53] <Arnavion> Thanks
[01:47:58] *** Joins: barath (~barath@2001:470:69fc:105::21a)
[01:49:11] *** Joins: voroskoi[m] (~voroskoif@2001:470:69fc:105::e17)
[01:50:19] <andrewrk> looks fine to me, will merge if tests pass
[01:50:56] <Arnavion> Any way to avoid the two hacks I made comments for?
[01:51:25] <andrewrk> um the hacks were basically avoiding integer underflow right? or were they avoiding compiler bugs
[01:53:52] <andrewrk> idk I don't really understand your explanation of the hacks tbh but they look benign
[01:56:08] <andrewrk> you know about @intCast right?
[01:56:28] *** Joins: TianruiWei[m] (~tianruiwe@2001:470:69fc:105::1:601a)
[01:58:11] <Arnavion> Let me check the errors without the hacks. It's been a while, and I need to rebase (locally) onto 0.9 because 0.10-dev is broken for some unrelated reason
[02:01:16] *** Joins: da_lorax (~daloraxye@2001:470:69fc:105::1:5e15)
[02:03:27] *** Joins: darkbit[m] (~darkbitst@2001:470:69fc:105::3ae3)
[02:04:25] <Arnavion> Okay, so let's say the each mask is a u64. So MaskInt is u64, mask_len is 64, ShiftInt is u6. end_bit is also a u6. For the first one, `mask_len - end_bit` needs to fit in a ShiftInt, and the compiler complains that it won't, because mask_len itself won't fit in a ShiftInt. But based on the code flow, end_bit will be >= 1 at that point, so the result will fit
[02:04:58] *** Joins: _javyre (~javyre@2001:470:69fc:105::2162)
[02:05:18] <Arnavion> mask_len itself can't be @intCast(ShiftInt)'d, because that legitimately won't fit. And the whole subtraction can't be @intCast'd either, because the compiler still complains about mask_len itself being too big
[02:05:22] *** Joins: Andy[m]1 (~anparrama@2001:470:69fc:105::1:6826)
[02:05:55] <Arnavion> So the `(mask_len - 1) - (end_bit - 1)` thing is hack for that
[02:06:40] *** Quits: Sawzall (~Sawzall@96-82-249-149-static.hfc.comcastbusiness.net) (Read error: Connection reset by peer)
[02:06:58] *** Joins: Sawzall (~Sawzall@96-82-249-149-static.hfc.comcastbusiness.net)
[02:07:01] <Earnestly> marler8997_: https://github.com/leahneukirchen/redo-c
[02:07:34] <Arnavion> The second one has the same problem, except this time even (the equivalent of) `mask_len - 1` doesn't compile, because the compiler things MaskInt can be a u0, even though based on the code flow that line will never get executed if MaskInt is a u0
[02:08:11] <andrewrk> I don't know what you mean by "it thinks MaskInt can be a u0"
[02:08:26] <andrewrk> MaskInt will be a specific type that is not u0
[02:08:47] <Arnavion> No, it's allowed to be a u0. There are even tests for it
[02:09:04] <Arnavion> It would be a pointless set, but it's allowed to be constructed
[02:09:06] <andrewrk> it will not be u0 on that line because you have an early return for u0 above
[02:09:17] <Arnavion> Yes, that's my point. The compiler isn't realizing that
[02:09:27] <andrewrk> I don't know why you say this
[02:09:38] <andrewrk> try @compileLog(MaskInt) and see what it says
[02:10:19] <Arnavion> ./lib/std/bit_set.zig:127:100: error: integer value 1 cannot be coerced to type 'u0' / mask &= std.math.boolMask(MaskInt, true) >> (@bitSizeOf(MaskInt) - 1) - (end_bit - 1);
[02:10:20] <andrewrk> the compiler always knows what the type of something is. there is never a "might be this type or another type" situation
[02:11:33] *** Joins: ugla (~ugla@2001:470:69fc:105::2b5)
[02:12:16] *** Joins: midi[m] (~justmidim@2001:470:69fc:105::c739)
[02:14:01] *** Joins: aspe[m] (~dimitrisa@2001:470:69fc:105::d93e)
[02:14:16] *** Joins: Levy[m] (~tauoverpi@2001:470:69fc:105::1:71a5)
[02:14:16] *** Joins: devast8a (~devast8a@2001:470:69fc:105::3f46)
[02:14:22] <andrewrk> what is MaskInt in this case?
[02:14:58] *** Joins: josias (~mottmatri@2001:470:69fc:105::b6c)
[02:17:34] <Arnavion> Ah, the error span is on the 1 of the `end_bit - 1`, not of `@bitSizeOf(MaskInt) - 1`. It's the case where ShiftInt is a u0, and MaskInt is a u1
[02:19:40] *** Joins: alethkit (~alethkitm@2001:470:69fc:105::1:6fa4)
[02:20:09] <Arnavion> So in this case, bit_length will be 1, range.end will have already been asserted to be <= 1 so it's either 0 or 1. If it's 0 then the early return of range.start == range.end would've caught it. If it's 1 then it won't enter this `if` at all
[02:20:32] <andrewrk> sounds like you could improve the code with @intCast and a comment
[02:20:55] <Arnavion> I explained the problem with @intCast above
[02:23:55] <andrewrk> the explanation didn't make sense to me
[02:25:18] <Arnavion> Then please suggest how you'd like me to use @intCast in either of the two cases
[02:26:08] <andrewrk> I don't really understand your explanation of the hacks but they look benign. I don't have any requests from you; I approved the PR
[02:26:33] <andrewrk> just trying to answer your question, "Any way to avoid the two hacks I made comments for?"
[02:27:07] <andrewrk> do you feel the code is correct?
[02:29:20] <Arnavion> Yes, the code is functionally correct, for all the sizes of masks and shifts and whatnot
[02:29:47] <Arnavion> I made sure of that, the existing tests already cover all the sizes that could have had problems
[02:29:56] <andrewrk> then there's no problem. the optimizer can probably figure out the math, and it's got test coverage. a human can maybe someday improve the "cleanliness" of the logic, or not, it doesn't really matter
[02:30:37] <Arnavion> Okay. I'll keep trying on my end to see as well if there's any cleaner ways to do it
[02:30:38] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[02:31:15] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[02:39:15] *** Quits: jemius (~imperator@200116b82d887f008c938151f21a6cb5.dip.versatel-1u1.de) (Quit: Leaving)
[02:57:45] *** Quits: pkap (~pkap@185.209.196.138) (Ping timeout: 256 seconds)
[03:04:41] *** Quits: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791) (Remote host closed the connection)
[03:05:01] *** Joins: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791)
[03:05:21] *** Quits: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791) (Remote host closed the connection)
[03:22:10] *** Joins: wavemode (~wavemode@c-98-223-145-19.hsd1.il.comcast.net)
[03:31:23] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[03:32:07] *** Joins: tgschultz (~UserNick@047-034-056-014.res.spectrum.com)
[03:34:25] *** Quits: l1x (uid1954@id-1954.tinside.irccloud.com) (Quit: Connection closed for inactivity)
[03:40:11] *** Quits: rv1sr (~rv1sr@user/rv1sr) ()
[03:41:59] *** Quits: ajr_ (~andrew@cpe-172-91-111-232.socal.res.rr.com) (Quit: leaving)
[03:49:03] *** Quits: gxt (~gxt@gateway/tor-sasl/gxt) (Ping timeout: 276 seconds)
[03:50:42] *** Joins: gxt (~gxt@gateway/tor-sasl/gxt)
[03:59:40] *** Joins: MadcapJake (~MadcapJak@2600:6c44:257f:e1f7::1a29)
[04:06:26] *** Quits: kron (~weechat@user/qaph) (Ping timeout: 252 seconds)
[04:06:51] *** Joins: noeontheend (~noeonthee@207.237.194.194)
[04:08:26] *** Joins: ur5us (~ur5us@2406:e002:6d58:d101:c082:65ff:58b7:9270)
[04:12:45] *** Quits: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17) (Quit: My MacBook Air has gone to sleep. ZZZzzz…)
[04:13:14] *** Joins: kron (~weechat@user/qaph)
[04:16:42] *** Quits: q66 (~q66@q66.moe) (Quit: q66)
[04:16:50] *** Quits: ur5us (~ur5us@2406:e002:6d58:d101:c082:65ff:58b7:9270) (Quit: Leaving)
[04:16:56] *** Joins: q66 (~q66@q66.moe)
[04:17:26] *** Quits: kron (~weechat@user/qaph) (Ping timeout: 245 seconds)
[04:20:40] *** Joins: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791)
[04:24:19] *** Quits: MadcapJake (~MadcapJak@2600:6c44:257f:e1f7::1a29) (Quit: MadcapJake)
[04:28:16] *** Joins: szutt (~szutt@116.37.2.145)
[04:30:17] *** Joins: kron (~weechat@user/qaph)
[04:32:11] *** Quits: tgschultz (~UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[04:32:58] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[04:36:34] *** Quits: frmdstryr (~jrm@172.58.203.83) (Ping timeout: 256 seconds)
[04:37:01] *** Joins: frmdstryr (~jrm@172.58.203.89)
[04:45:37] *** Joins: rgrinberg (~textual@2806:101e:7:6bed:e15c:b936:df3f:82e6)
[04:50:00] *** Joins: qaph (~weechat@user/qaph)
[04:52:47] *** Quits: kron (~weechat@user/qaph) (Ping timeout: 256 seconds)
[04:52:49] *** qaph is now known as kron
[04:54:18] *** Quits: pretty_dumm_guy (trottel@gateway/vpn/protonvpn/prettydummguy/x-88029655) (Quit: WeeChat 3.4)
[05:05:20] *** Joins: MadcapJake (~MadcapJak@2600:6c44:257f:e1f7::1a29)
[05:11:29] *** Quits: wavemode (~wavemode@c-98-223-145-19.hsd1.il.comcast.net) (Ping timeout: 256 seconds)
[05:15:57] *** Quits: noeontheend (~noeonthee@207.237.194.194) (Ping timeout: 240 seconds)
[05:26:51] *** Quits: szutt (~szutt@116.37.2.145) (Quit: Client closed)
[05:29:21] *** Joins: noeontheend (~noeonthee@207.237.194.194)
[05:33:07] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[05:33:55] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[05:51:37] *** Quits: noeontheend (~noeonthee@207.237.194.194) (Ping timeout: 240 seconds)
[06:34:06] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[06:34:53] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[06:45:05] *** Quits: nyah (~nyah@05453449.skybroadband.com) (Ping timeout: 250 seconds)
[07:07:09] *** Joins: Tekk (~tekk@89.45.224.61)
[07:17:45] *** Joins: noeontheend (~noeonthee@207.237.194.194)
[07:46:17] *** Quits: noeontheend (~noeonthee@207.237.194.194) (Ping timeout: 240 seconds)
[07:58:34] *** Quits: arkurious (~arkurious@user/arkurious) (Quit: Leaving)
[08:02:02] *** Quits: waleee (~waleee@2001:9b0:21d:fc00:398f:b003:b90d:acf4) (Ping timeout: 250 seconds)
[08:09:43] *** Joins: nektro (~meg@75-164-170-164.ptld.qwest.net)
[08:14:37] *** Quits: ur5us (~ur5us@2406:e002:6d58:d101:2b70:9bf7:d290:b791) (Ping timeout: 240 seconds)
[08:15:48] *** Quits: Swahili (~Swahili@a95-94-208-187.cpe.netcabo.pt) (Remote host closed the connection)
[08:16:20] *** Joins: Swahili (~Swahili@a95-94-208-187.cpe.netcabo.pt)
[08:20:11] <nektro> x-post for anyone using zigmod I also make an index @ https://aquila.red/ if you want to showcase your projects. site listings are self service and supports both github/gitea login atm
[08:20:32] <nektro> working on an auto ci integration for it too
[08:22:49] <nektro> site itself is a full stack app with no js required on the frontend made almost entirely in Zig (uses c integration for sqlite)
[08:36:35] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[08:37:17] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[08:56:20] *** Quits: MadcapJake (~MadcapJak@2600:6c44:257f:e1f7::1a29) (Quit: MadcapJake)
[09:02:13] *** Quits: rgrinberg (~textual@2806:101e:7:6bed:e15c:b936:df3f:82e6) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[09:04:40] *** Joins: rgrinberg (~textual@2806:101e:7:6bed:e15c:b936:df3f:82e6)
[09:06:10] *** Joins: ss4 (~wootehfoo@user/wootehfoot)
[09:08:35] *** Quits: wootehfoot (~wootehfoo@user/wootehfoot) (Ping timeout: 256 seconds)
[09:16:38] <andrewrk> motiejus, I finished cherry picking into the 0.9.x branch. apart from the 3 issues left in the 0.9.1 milestone, that branch is essentially a release candidate right now
[09:17:37] *** Quits: notzmv (~zmv@user/notzmv) (Ping timeout: 250 seconds)
[09:19:32] *** Joins: lane (~lane@89.45.224.24)
[09:28:49] <motiejus> Ack. I'll run the tests with bazel-zig-cc, thanks for the heads up
[09:31:47] <andrewrk> no problem, and no rush. if you find any issues I'll be sure to address them before the tag
[09:34:53] *** Joins: notzmv (~zmv@user/notzmv)
[09:37:27] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[09:38:04] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[10:38:13] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[10:38:52] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[10:51:07] *** Joins: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl)
[10:52:37] *** Joins: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17)
[10:53:17] *** Quits: rgrinberg (~textual@2806:101e:7:6bed:e15c:b936:df3f:82e6) (Ping timeout: 240 seconds)
[10:55:52] *** Quits: Boarders_ (sid425905@id-425905.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: saolsen (sid26430@id-26430.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: ofelas_ (~ofelas@ti0071a400-5198.bb.online.no) (*.net *.split)
[10:55:52] *** Quits: inr (~a@c-5817e555.040-159-73746f16.bbcust.telenor.se) (*.net *.split)
[10:55:52] *** Quits: oats (~thomas@user/oats) (*.net *.split)
[10:55:52] *** Quits: cursey (~cursey@user/cursey) (*.net *.split)
[10:55:52] *** Quits: mgxm_ (~mgxm@user/mgxm) (*.net *.split)
[10:55:52] *** Quits: haliucinas (~haliucina@5.20.153.21) (*.net *.split)
[10:55:52] *** Quits: bgs (~bgs@cpe-212-85-160-171.cable.telemach.net) (*.net *.split)
[10:55:52] *** Quits: zig-irc-logger (~zig-irc-l@216.117.174.63) (*.net *.split)
[10:55:52] *** Quits: rtb_ (~calmdownb@li749-143.members.linode.com) (*.net *.split)
[10:55:52] *** Quits: drewr (~drew@user/drewr) (*.net *.split)
[10:55:52] *** Quits: amk (~amk@109.255.169.126) (*.net *.split)
[10:55:52] *** Quits: [R] (~rs@genoce.org) (*.net *.split)
[10:55:52] *** Quits: McKael (~mikael@82-64-95-224.subs.proxad.net) (*.net *.split)
[10:55:52] *** Quits: qbit (~qbit@ns2.suah.dev) (*.net *.split)
[10:55:52] *** Quits: chgr (~chgr@static.152.235.203.116.clients.your-server.de) (*.net *.split)
[10:55:52] *** Quits: Piraty (~irc@user/piraty) (*.net *.split)
[10:55:52] *** Quits: andrewrk (~andrewrk@mail.ziglang.org) (*.net *.split)
[10:55:52] *** Quits: koollman (~samson_t@user/koollman) (*.net *.split)
[10:55:52] *** Quits: flyx[m] (~flyxflyxo@mail.flyx.org) (*.net *.split)
[10:56:31] *** Joins: Gustavo6046 (~Gustavo60@user/gustavo6046)
[10:58:05] *** Joins: ofelas_ (~ofelas@ti0071a400-5198.bb.online.no)
[10:58:05] *** Joins: inr (~a@c-5817e555.040-159-73746f16.bbcust.telenor.se)
[10:58:05] *** Joins: oats (~thomas@user/oats)
[10:58:05] *** Joins: cursey (~cursey@user/cursey)
[10:58:05] *** Joins: mgxm_ (~mgxm@user/mgxm)
[10:58:05] *** Joins: haliucinas (~haliucina@5.20.153.21)
[10:58:05] *** Joins: bgs (~bgs@cpe-212-85-160-171.cable.telemach.net)
[10:58:05] *** Joins: zig-irc-logger (~zig-irc-l@216.117.174.63)
[10:58:05] *** Joins: rtb_ (~calmdownb@li749-143.members.linode.com)
[10:58:05] *** Joins: drewr (~drew@user/drewr)
[10:58:05] *** Joins: amk (~amk@109.255.169.126)
[10:58:05] *** Joins: [R] (~rs@genoce.org)
[10:58:05] *** Joins: McKael (~mikael@82-64-95-224.subs.proxad.net)
[10:58:05] *** Joins: qbit (~qbit@ns2.suah.dev)
[10:58:05] *** Joins: chgr (~chgr@static.152.235.203.116.clients.your-server.de)
[10:58:05] *** Joins: Piraty (~irc@user/piraty)
[10:58:05] *** Joins: andrewrk (~andrewrk@mail.ziglang.org)
[10:58:05] *** Joins: koollman (~samson_t@user/koollman)
[10:58:05] *** Joins: flyx[m] (~flyxflyxo@mail.flyx.org)
[10:58:05] *** Joins: Boarders_ (sid425905@id-425905.lymington.irccloud.com)
[10:58:05] *** Joins: saolsen (sid26430@id-26430.lymington.irccloud.com)
[11:17:55] <motiejus> do we have a prebuilt zig binary from the branch?
[11:18:25] <motiejus> i.e. 0.9.x branch
[11:22:09] <nektro> yep https://ziglang.org/download/
[11:22:40] *** Quits: nektro (~meg@75-164-170-164.ptld.qwest.net) (Quit: WeeChat 3.1)
[11:22:58] *** Joins: MajorBiscuit (~MajorBisc@86-88-79-148.fixed.kpn.net)
[11:27:29] <luuk> motiejus: No, not until it is released.
[11:27:45] *** Quits: MajorBiscuit (~MajorBisc@86-88-79-148.fixed.kpn.net) (Ping timeout: 256 seconds)
[11:29:10] *** Joins: MajorBiscuit (~MajorBisc@c-001-015-052.client.tudelft.eduvpn.nl)
[11:34:53] *** Quits: lane (~lane@89.45.224.24) (Ping timeout: 256 seconds)
[11:39:02] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[11:39:50] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[11:54:54] *** Quits: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17) (Quit: My MacBook Air has gone to sleep. ZZZzzz…)
[12:19:34] *** Quits: ss4 (~wootehfoo@user/wootehfoot) (Quit: Leaving)
[12:19:50] *** Joins: wootehfoot (~wootehfoo@user/wootehfoot)
[12:24:59] *** Joins: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17)
[12:39:59] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[12:40:48] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[12:55:22] *** Quits: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17) (Quit: My MacBook Air has gone to sleep. ZZZzzz…)
[12:55:41] *** Parts: rycwo (dbdb4a3e7b@sourcehut/user/rycwo) ()
[13:41:20] *** Quits: Techcable (~Techcable@168.235.93.147) (Remote host closed the connection)
[13:42:53] *** Joins: Techcable (~Techcable@168.235.93.147)
[14:28:24] *** Joins: wib_jonas (~wib_jonas@business-37-191-60-209.business.broadband.hu)
[14:42:28] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[14:43:16] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[14:56:26] *** Joins: notapenguin (~ryu@187.3.254.107)
[15:12:04] *** Joins: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17)
[15:27:44] *** Quits: Swahili (~Swahili@a95-94-208-187.cpe.netcabo.pt) (Remote host closed the connection)
[15:27:56] *** Joins: Swahili (~Swahili@a95-94-208-187.cpe.netcabo.pt)
[15:43:26] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[15:44:14] *** Joins: tgschultz (UserNick@047-034-056-014.res.spectrum.com)
[15:44:15] *** Joins: ss4 (~wootehfoo@user/wootehfoot)
[15:47:47] *** Joins: pretty_dumm_guy (trottel@gateway/vpn/protonvpn/prettydummguy/x-88029655)
[15:48:25] *** Quits: wootehfoot (~wootehfoo@user/wootehfoot) (Ping timeout: 256 seconds)
[15:49:28] *** Quits: ss4 (~wootehfoo@user/wootehfoot) (Quit: Leaving)
[15:53:29] *** Quits: tgschultz (UserNick@047-034-056-014.res.spectrum.com) (Quit: Going offline, see ya! (www.adiirc.com))
[16:01:02] *** Joins: wootehfoot (~wootehfoo@user/wootehfoot)
[16:32:48] *** Joins: nyah (~nyah@05453449.skybroadband.com)
[16:32:55] *** Joins: jonas_ (~textual@55867b35.cust.multi.fi)
[17:11:41] *** Joins: qaph (~weechat@user/qaph)
[17:12:59] *** Quits: royo (~royo@user/royo) (Ping timeout: 250 seconds)
[17:14:19] *** Quits: kron (~weechat@user/qaph) (Ping timeout: 256 seconds)
[17:14:21] *** qaph is now known as kron
[17:22:24] <ravella> Weird question, I've got a legacy C codebase that I've been trying to hunt down UB by using combinations of warnings, static analysis, UBSan, etc
[17:24:36] <ravella> I'm considering using Zig's c-translate and compiling in Debug mode to see if that might catch more issues. Has anyone tried anything like this?
[17:25:46] *** Joins: royo (~royo@user/royo)
[17:36:25] *** Joins: qaph (~weechat@user/qaph)
[17:38:47] *** Quits: kron (~weechat@user/qaph) (Ping timeout: 250 seconds)
[17:38:49] *** qaph is now known as kron
[17:43:44] *** Joins: noeontheend (~noeonthee@207.237.194.194)
[18:04:25] *** Joins: phaleth (~user@user/phaleth)
[18:05:35] *** Quits: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17) (Quit: My MacBook Air has gone to sleep. ZZZzzz…)
[18:08:37] *** Quits: noeontheend (~noeonthee@207.237.194.194) (Ping timeout: 240 seconds)
[18:14:06] *** Joins: arkurious (~arkurious@user/arkurious)
[18:24:05] *** Joins: waleee (~waleee@2001:9b0:21d:fc00:398f:b003:b90d:acf4)
[18:56:59] <Piraty> ravella: last i heard that zig-to-c transpiler is not that great yet
[18:57:10] <Piraty> i tried on some mid-sized oss projects
[18:59:52] *** Joins: rgrinberg (~textual@2806:101e:7:6bed:3054:7040:b02f:2be9)
[19:06:03] <tsmanner_> ravella you're talking about going the other direction (c-to-zig) right?
[19:13:35] *** Quits: jonas_ (~textual@55867b35.cust.multi.fi) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[19:14:13] <motiejus> andrewrk: do I have a deadline for testing 0.9.x? I'd like to add a couple of tests first, and that will take some time
[19:19:43] *** Quits: rgrinberg (~textual@2806:101e:7:6bed:3054:7040:b02f:2be9) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[19:22:12] <ravella> Piraty : Does it work fine on "normal" C that avoids some of the weird edge cases of the language? Like e.g. if your code has function-scoped typedefs with side effects, it wouldn't surprise me if c-translate didn't handle that well
[19:23:11] <ravella> I tried running my codebase through c2rust and they didn't support some edge cases involving variadic functions (https://github.com/immunant/c2rust/issues/325)
[19:23:26] <Piraty> tsmanner_: oh, i mixed it up indeed
[19:23:40] <Piraty> ravella: seems you already know where the UB resides ;)
[19:25:32] <ravella> oh! I missed that too then. Yep, I know where the UB resides (gestures broadly at 300,000 lines of C in 5 different dialects)
[19:25:43] *** Quits: phaleth (~user@user/phaleth) (Quit: WeeChat 2.8)
[19:28:26] *** Joins: phaleth (~user@user/phaleth)
[19:31:28] *** Joins: rgrinberg (~textual@2806:101e:7:6bed:3054:7040:b02f:2be9)
[19:37:50] *** Joins: gwizon (~gwizon@ool-45798eff.dyn.optonline.net)
[19:37:53] *** Quits: gwizon (~gwizon@ool-45798eff.dyn.optonline.net) (Client Quit)
[19:38:25] *** Quits: wib_jonas (~wib_jonas@business-37-191-60-209.business.broadband.hu) (Quit: Client closed)
[19:42:08] <Piraty> sounds like openvpn to me ;)
[19:58:13] *** Quits: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl) (Read error: Connection reset by peer)
[20:09:41] *** Joins: jonas_ (~textual@55867b35.cust.multi.fi)
[20:19:43] *** Joins: xackus (~xackus@185.15.0.3)
[20:28:45] *** Joins: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17)
[20:47:50] *** Joins: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl)
[20:49:17] *** Quits: rgrinberg (~textual@2806:101e:7:6bed:3054:7040:b02f:2be9) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[20:50:57] *** Joins: rgrinberg (~textual@2806:101e:7:6bed:3054:7040:b02f:2be9)
[20:55:44] *** Joins: todo75 (~todo75@user/todo75)
[21:10:27] *** Quits: jonas_ (~textual@55867b35.cust.multi.fi) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[21:16:35] *** Joins: tane (~tane@dslb-002-201-234-223.002.201.pools.vodafone-ip.de)
[21:16:35] *** Quits: tane (~tane@dslb-002-201-234-223.002.201.pools.vodafone-ip.de) (Changing host)
[21:16:35] *** Joins: tane (~tane@user/tane)
[21:20:38] *** Quits: rgrinberg (~textual@2806:101e:7:6bed:3054:7040:b02f:2be9) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[21:31:29] *** Quits: MajorBiscuit (~MajorBisc@c-001-015-052.client.tudelft.eduvpn.nl) (Ping timeout: 250 seconds)
[21:31:50] *** Joins: rgrinberg (~textual@2806:101e:7:6bed:3054:7040:b02f:2be9)
[21:38:27] *** Quits: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17) (Quit: My MacBook Air has gone to sleep. ZZZzzz…)
[22:03:28] *** Joins: jonas_ (~textual@55867b35.cust.multi.fi)
[22:22:40] <andrewrk> motiejus, is 1 week enough time? 2 weeks?
[22:24:20] <andrewrk> motiejus, yep we do have prebuilt zig binaries from the branch. look at the master branch URLs and just guess the URL for 0.9.0 based on swapping out the version
[22:25:05] <andrewrk> ummm I take that back, I just checked and it looks like that mechanism is no longer in place (it used to make tarballs for all branches too)
[22:29:14] <motiejus> 1 week should be more than enough. If you get the mechanism back, let me know. however by now I think I can make one myself otherwise
[22:29:46] <motiejus> I.e. make a release-looking tarball
