[00:00:34] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[00:21:43] <vaio> hello, is there a way to find out which plugin is missing when `docker service scale` returns `no suitable node (missing plugin on 3 nodes)`
[00:22:28] *** Joins: DoofusCanadensis (~DoofusCan@node-1w7jr9yercvgex5z93pzd0psq.ipv6.telus.net)
[00:23:33] <vaio> i'm trying to run a swarm with nfs mounts; i installed the `docker-volume-netshare` plugin on all nodes, service is up and running, and the docker-compose file works fine when not running in swarm mode
[00:24:57] <vaio> what i can find on https://github.com/docker/swarmkit/issues/2392 isn't really helping; or i'm missing something..
[00:25:19] *** Joins: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net)
[00:25:35] *** Quits: Hackerpcs (~user@user/hackerpcs) (Quit: Hackerpcs)
[00:44:14] *** Joins: remolej (~kenoba@user/kenoba)
[00:44:14] *** Joins: dfee (~dfee@162-227-164-101.lightspeed.sntcca.sbcglobal.net)
[00:44:14] *** Joins: Hackerpcs (~user@user/hackerpcs)
[00:44:14] *** Joins: _var (~kdy@kiana.kdy.ch)
[00:44:14] *** Joins: beanzilla (~beanzilla@user/beanzilla)
[00:44:14] *** Joins: deetwelve (~deetwelve@user/deetwelve)
[00:44:14] *** Joins: tp (~tp@unreal.dk)
[00:44:14] *** Joins: cluelessperson (~cluelessp@user/cluelessperson)
[00:44:14] *** Joins: gurki (~gurki@user/gurki)
[00:44:14] *** Joins: ses1984_ (~stephanst@128.27.196.35.bc.googleusercontent.com)
[00:44:14] *** Joins: WhirledNet_ (~WhirledNe@167.172.226.212)
[00:44:14] *** Joins: bugsy (~nunyuhbiz@user/cosanostra)
[00:44:14] *** Joins: k2gremlin (~k2gremlin@51.158.116.5)
[00:44:14] *** Joins: gfawcett (~gfawcett@ns521973.ip-158-69-124.net)
[00:44:14] *** Joins: rick123 (~rick123@157.245.192.96)
[00:44:14] *** Joins: badeball_ (~jonas@159.65.195.62)
[00:44:14] *** Joins: makara1 (~makara@196.214.171.83)
[00:44:14] *** Joins: Bardon (~Bardon@user/Bardon)
[00:44:14] *** Joins: daddy (ryan@hashbang/bdfl)
[00:44:14] *** Joins: BobbyJr2 (~BobbyJr@robsworld.plus.com)
[00:44:14] *** Joins: Maxattax (~max@50-195-160-193-static.hfc.comcastbusiness.net)
[00:44:14] *** Joins: lemonsnicks (~lemonsnic@cpc159519-perr18-2-0-cust114.19-1.cable.virginm.net)
[00:44:14] *** Joins: polymorphic (~polymorph@user/polymorphic)
[00:44:14] *** Joins: LiENUS (~quake@108-242-135-2.lightspeed.btrgla.sbcglobal.net)
[00:44:14] *** Joins: phenom (~primus@user/phenom)
[00:44:14] *** Joins: geirha (~geirha@user/geirha)
[00:44:14] *** Joins: bolt (~r00t@user/bolt)
[00:44:14] *** Joins: acovrig7 (~acovrig@host-173-247-7-127.JENOLT2.epbfi.com)
[00:44:14] *** Joins: molt (~molt@178-222-245-206.static.isp.telekom.rs)
[00:44:14] *** Joins: SirScott (~SirScott@c-67-176-100-163.hsd1.co.comcast.net)
[00:44:14] *** Joins: Byteflux (~byte@byteflux.net)
[00:44:14] *** Joins: shokohsc (~shokohsc@lfbn-idf2-1-1472-129.w92-169.abo.wanadoo.fr)
[00:44:14] *** Joins: jgrim (~jgrim@d199-74-109-78.col.wideopenwest.com)
[00:44:14] *** Joins: jochum (~quassel@user/jochum)
[00:44:14] *** Joins: ash_worksi (~ash_m@user/ash-m/x-3292451)
[00:44:14] *** Joins: travisghansen (~travisgha@192.74.130.86)
[00:44:14] *** Joins: arkanoid (~arkanoid@2-238-151-49.ip244.fastwebnet.it)
[00:44:14] *** Joins: beenao (~beenao@user/beenao)
[00:44:14] *** Joins: tazle (tazle@kapsi.fi)
[00:44:14] *** Joins: mven (~mven@ip68-104-39-54.lv.lv.cox.net)
[00:44:14] *** Joins: daniel-k3 (~daniel-k@fsf/emeritus/daniel-k)
[00:44:14] *** Joins: tsal (~tsal@user/tsal)
[00:44:14] *** Joins: winstonsmith (~winstonsm@gateway/vpn/pia/winstonsmith)
[00:44:14] *** Joins: rowbots (~dirgeable@h64-17-89-214.arvdco.broadband.dynamic.tds.net)
[00:44:14] *** Joins: bloodninja (~bloodninj@user/bloodninja)
[00:44:14] *** Joins: junktext (~junktext@gateway/vpn/pia/junktext)
[00:44:14] *** Joins: fmirkes (~fmirkes@user/fmirkes)
[00:44:14] *** Joins: m5zs7k (aquares@web10.mydevil.net)
[00:44:14] *** Joins: artok (~azo@mobile-access-b04849-185.dhcp.inet.fi)
[00:44:14] *** Joins: bliminse (~bliminse@host86-188-36-166.range86-188.btcentralplus.com)
[00:44:14] *** Joins: rv1sr (~rv1sr@user/rv1sr)
[00:44:14] *** Joins: AnapodoPsalidi (~AnapodoPs@154.57.4.229)
[00:44:14] *** Joins: itsalexjones (~itsalexjo@82.4.99.241)
[00:44:14] *** Joins: noarb (~noarb@user/noarb)
[00:44:14] *** Joins: luva (~luva@37.120.197.52)
[00:44:14] *** Joins: moldorcoder7 (~moldorcod@188.95.55.24)
[00:44:14] *** Joins: foul_owl (~kerry@94.140.8.105)
[00:44:14] *** Joins: OsteHovel (~OsteHovel@ti0056a400-0096.bb.online.no)
[00:44:14] *** Joins: glider (~glider@user/glider)
[00:44:14] *** Joins: c10l (~c10l@user/c10l)
[00:44:14] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[00:44:14] *** Joins: Haxxa (~Haxxa@125-253-30-213.ip4.superloop.com)
[00:44:14] *** Joins: zumba_addict (~zumba_add@c-71-194-58-34.hsd1.il.comcast.net)
[00:44:14] *** Joins: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net)
[00:44:14] *** Joins: DoofusCanadensis (~DoofusCan@node-1w7jr9yercvgex5z93pzd0psq.ipv6.telus.net)
[00:44:14] *** Joins: theo (~theo@user/theo)
[00:44:14] *** Quits: dostoyevsky2 (~sck@user/dostoyevsky2) (Max SendQ exceeded)
[00:44:15] <Sayona> I have this issue https://paste.laravel.io/8dfb0a1f-bae9-4634-aa93-09a9421c3d46 , maybe someone can help me.
[00:44:30] *** Joins: karstensrage (~karstensr@user/karstensrage)
[00:44:30] *** Joins: drillbyt (drillbyt@user/drillbyt)
[00:44:30] *** Joins: HaMsTeRs (~Thunderbi@210.3.213.4)
[00:44:30] *** Joins: Djoobstil (~djoobstil@djoobstil.online)
[00:44:30] *** Joins: finsternis (~X@23.226.237.192)
[00:44:30] *** Joins: sudoforge (~sudoforge@wireguard/tunneler/sudoforge)
[00:44:30] *** Joins: bn_work (uid268505@id-268505.uxbridge.irccloud.com)
[00:44:30] *** Joins: notsponsible (~notsponsi@185.226.144.69)
[00:44:30] *** Joins: realies (~realies@user/realies)
[00:44:30] *** Joins: gproto23 (~gproto23@user/gproto23)
[00:44:30] *** Joins: Koopz (~Koopz@koopz.rocks)
[00:44:30] *** Joins: emerent (~quassel@p200300cd5704438cba27ebfffed28a59.dip0.t-ipconnect.de)
[00:44:30] *** Joins: vlm (~vlm@user/vlm)
[00:44:30] *** Joins: optiz0r (~quassel@lenore.sihnon.net)
[00:44:30] *** Joins: xep (~xep@76-210-4-7.lightspeed.sntcca.sbcglobal.net)
[00:44:30] *** Joins: Icedream (~icedream@hzn-b.serverkomplex.de)
[00:44:30] *** Joins: TheSilentLink (~TheSilent@user/thesilentlink)
[00:44:30] *** Joins: diverdude (~user@176-21-102-230-cable.dk.customer.tdc.net)
[00:44:30] *** Joins: nebiros (nebiros@user/nebiros)
[00:44:30] *** Joins: Fossil (~Fossil@2a03:b0c0:0:1010::398:b001)
[00:44:30] *** Joins: baakeydow (~baake@2001:41d0:203:b12c::)
[00:44:30] *** Joins: goose (goose@bucket.goose.ws)
[00:44:30] *** Joins: Helikoptere (~Helikopte@infracloud.lcnaud.fr)
[00:44:30] *** Joins: svm_invictvs (~svm_invic@user/svm-invictvs/x-6696469)
[00:44:30] *** Joins: XSDNMN_ (~XSDNMN@2601:449:8400:4170:9c01:6151:fa36:aa8e)
[00:44:30] *** Joins: Furai (~Furai@furai.pl)
[00:44:30] *** Joins: BtbN (btbn@ffmpeg/developer/btbn)
[00:44:30] *** Joins: scjosh (~scjosh@206.189.79.69)
[00:44:30] *** Joins: tetsumaki (~unknown@ns331908.ip-5-135-162.eu)
[00:44:30] *** Joins: vinegar (~vinegar@user/vinegar)
[00:44:30] *** Joins: PeGaSuS (ubuntu@user/pegasus)
[00:44:30] *** Joins: eyJhb (~eyJhb@user/eyjhb)
[00:44:30] *** Joins: Croepha (~Croepha@45.55.252.156)
[00:44:30] *** Joins: weyhmueller (~weyhmuell@blofeld.nc.w9r.de)
[00:44:30] *** Joins: davef (dave@user/davef)
[00:44:30] *** Joins: EtherMan (~quassel@inception.debokred.se)
[00:44:30] *** Joins: ananke (~ananke@user/ananke)
[00:44:30] *** Joins: vigumnov (~victori@cpe-76-89-139-69.socal.res.rr.com)
[00:44:30] *** Joins: OverCoder (~OverCoder@user/overcoder)
[00:44:30] *** Joins: libcat (~quassel@2a01:4f8:c2c:2b3a::1)
[00:44:30] *** Joins: max-m (~max-m@2a01:4f8:150:6153:beef::6667)
[00:44:30] *** Joins: haasn (~nand@haasn.dev)
[00:44:30] *** Joins: emberquill (~emberquil@user/emberquill)
[00:44:30] *** Joins: ueberall (ueberall_l@user/ueberall)
[00:44:30] *** Joins: MillerBOSS (~fire@su.per.ca.li.fra.gil.is.tic.ex.pi.a.li.do.cious.millerboss.com)
[00:44:30] *** Joins: _dp (~dp@user/dp/x-8792323)
[00:44:30] *** Joins: hwrd (aa272caead@2604:bf00:561:2000::137)
[00:44:30] *** Joins: eein (35f97d3dbd@2604:bf00:561:2000::2a6)
[00:44:30] *** Joins: akelly (24aca7a63b@2604:bf00:561:2000::152)
[00:44:30] *** Joins: lucerne (~lucerne@ip202.ip-51-178-215.eu)
[00:44:30] *** Joins: lewisje (~lewisje@72.49.207.113)
[00:44:30] *** Joins: ses (uid38151@id-38151.hampstead.irccloud.com)
[00:44:30] *** Joins: moo (~moo@beware.of.the.ass.ninja)
[00:44:30] *** Joins: divine (~divine@2001:470:8247:1::31)
[00:44:30] *** Joins: or4n_ (~or4n@gerbera.qkka.org)
[00:44:30] *** Joins: yjftsjthsd3 (~yjftsjths@27.148.70.34.bc.googleusercontent.com)
[00:44:30] *** Joins: Telgareith (~Telgareit@user/telgareith)
[00:44:30] *** Joins: timeless (sid4015@id-4015.ilkley.irccloud.com)
[00:44:30] *** Joins: Razva (sid17541@user/razva)
[00:44:30] *** Joins: Kilroy (~thelounge@user/Kilroy)
[00:44:30] *** Joins: ColdKeyboard (~ColdKeybo@user/coldkeyboard)
[00:44:30] *** Joins: cX1n (~cX1n@107.159.97.244)
[00:44:40] *** Quits: finsternis (~X@23.226.237.192) (Max SendQ exceeded)
[00:44:49] *** Joins: maret (~maret@nat-88-212-37-89.antik.sk)
[00:44:49] *** Joins: dtux (~dtux@c-98-207-149-218.hsd1.ca.comcast.net)
[00:44:49] *** Joins: ivii (~ivan@user/ivii)
[00:44:49] *** Joins: rMdes (~rmdes@my.armada.digital)
[00:44:49] *** Joins: Bish (~arne@ip-037-024-001-041.um08.pools.vodafone-ip.de)
[00:44:49] *** Joins: rpthms (~rpthms@user/rpthms)
[00:44:49] *** Joins: DrowningElysium (uid190788@user/drowningelysium)
[00:44:49] *** Joins: Forsaken87 (~quassel@2a02:908:1866:e360:b79:88e2:d2ce:2e71)
[00:44:49] *** Joins: Czernobog (~Czernobog@user/czernobog)
[00:44:49] *** Joins: arash- (arash@thinks.life.is-a.beauty)
[00:44:49] *** Joins: peac (sid344662@id-344662.hampstead.irccloud.com)
[00:44:49] *** Joins: noex (~null@user/noex)
[00:44:49] *** Joins: LtHummus (~lthummus@97-126-121-3.tukw.qwest.net)
[00:44:49] *** Joins: AsenMx (~asen@user/asenmx)
[00:44:49] *** Joins: enrh (~enrh@user/enrh)
[00:44:49] *** Joins: bashel_ (~bashel@user/bashel)
[00:44:49] *** Joins: larsks (~larsks@redhat/larsks)
[00:44:49] *** Joins: icy (~icy@user/icy)
[00:44:49] *** Joins: wyre (~wyre@user/wyre)
[00:44:49] *** Joins: njka (~njka@user/njka)
[00:44:49] *** Joins: jrabbit (~jack@user/jrabbit)
[00:44:49] *** Joins: amosbird (~amosbird@13.75.119.182)
[00:44:49] *** Joins: oskie (usel@user/oskie)
[00:44:49] *** Joins: foo (~foo@user/foo/x-8763512)
[00:44:49] *** Joins: gordonjcp (~gordon@boulton.gjcp.net)
[00:44:49] *** Joins: jacekowski (jacekowski@jacekowski.org)
[00:44:49] *** Joins: dkeohane2 (~dkeohane@ec2-18-189-29-140.us-east-2.compute.amazonaws.com)
[00:44:49] *** Joins: peder (4822@nidur.ifi.uio.no)
[00:45:01] *** Joins: tiferrei (~tiferrei@user/tiferrei)
[00:45:01] *** Joins: Atque (~Atque@user/atque)
[00:45:01] *** Joins: CombatVet (~c4@user/combatvet)
[00:45:01] *** Joins: fedenix (~fedenix@gateway/tor-sasl/fedenix)
[00:45:01] *** Joins: _mikey (~mikey@user/mikey/x-4335048)
[00:45:01] *** Joins: bindu (~bindu@user/bindu)
[00:45:01] *** Joins: fedenix__ (~fedenix@gateway/tor-sasl/fedenix)
[00:45:01] *** Joins: vaio (~gary@user/ghost)
[00:45:01] *** Joins: cornduck (~cornduck@gateway/tor-sasl/cornduck)
[00:45:01] *** Joins: gxt (~gxt@gateway/tor-sasl/gxt)
[00:45:01] *** Joins: meyer (~nunyuh@user/cosanostra)
[00:45:01] *** Joins: manuels (~manuel@80.211.205.88)
[00:45:01] *** Joins: rdrg109 (~rdrg109@user/rdrg109)
[00:45:01] *** Joins: dmj` (sid72307@id-72307.hampstead.irccloud.com)
[00:45:01] *** Joins: Exterminador (sid116151@user/pegasus)
[00:45:02] *** Quits: jayray (~jayray@user/jayray) (Max SendQ exceeded)
[00:45:08] *** Quits: rdrg109 (~rdrg109@user/rdrg109) (Max SendQ exceeded)
[00:45:17] *** Joins: IsoLinCHiP (~chip@user/IsoLinCHiP)
[00:45:17] *** Joins: burrows (burrows@user/burrows)
[00:45:17] *** Joins: Zelec95645041 (~Zelec@user/zelec)
[00:45:17] *** Joins: cebor (~cebor@user/cebor)
[00:45:17] *** Joins: useful_idiot (~useful_id@gateway/vpn/pia/usefulidiot/x-43226899)
[00:45:17] *** Joins: terrorjack (~terrorjac@2a01:4f8:1c1e:509a::1)
[00:45:17] *** Joins: jimmyb (~jimmyb@user/jimmyb)
[00:45:17] *** Joins: Celelibi (celelibi@user/celelibi)
[00:45:17] *** Joins: nrg (~NRG@user/nrg)
[00:45:17] *** Joins: GunArm (~barrett@firewall.mitsi.com)
[00:45:17] *** Joins: zitter (~danilodim@93-57-35-194.ip162.fastwebnet.it)
[00:45:17] *** Joins: chasmo77 (~chas77@c-71-193-246-4.hsd1.or.comcast.net)
[00:45:17] *** Joins: teroshan (~teroshan@static.28.181.130.94.clients.your-server.de)
[00:45:17] *** Joins: blackwood821 (~blackwood@user/blackwood821)
[00:45:17] *** Joins: Nightah (~Nightah@user/nightah)
[00:45:17] *** Joins: thanas (~thanas@user/thanas)
[00:45:17] *** Joins: vbotka (~vbotka@92.245.202.144)
[00:45:17] *** Joins: jaskal (jaskal@user/jaskal)
[00:45:17] *** Joins: cln (sid336875@id-336875.ilkley.irccloud.com)
[00:45:17] *** Joins: jstoker (~jstoker@user/jstoker)
[00:45:17] *** Joins: mjh4386_ (~mjh4386@165.22.53.231)
[00:45:17] *** Joins: packet_lozenge_ (~packet_lo@user/packet-lozenge/x-7125090)
[00:45:17] *** Joins: effprime_ (~effprime@user/effprime)
[00:45:17] *** Joins: aivkiv (~aivkiv@server2.kivilius.com)
[00:45:17] *** Joins: ablutor (~quassel@145.131.24.183)
[00:45:17] *** Joins: hendry (~hendry@210.23.22.2)
[00:45:17] *** Joins: Church (~aleph@pool-98-116-232-112.nycmny.fios.verizon.net)
[00:45:17] *** Joins: diabel (~diabel@anubis.abitania.pl)
[00:45:17] *** Joins: agrajag- (~agrajag@user/agrajag)
[00:45:17] *** Joins: clemens3 (~clemens@225.40.150.83.ftth.as8758.net)
[00:45:17] *** Joins: ringo__ (~ringo@157.230.117.128)
[00:45:17] *** Joins: churnd (~churnd@user/churnd)
[00:45:19] *** Quits: hendry (~hendry@210.23.22.2) (Max SendQ exceeded)
[00:50:29] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Remote host closed the connection)
[00:51:36] *** Quits: gproto23 (~gproto23@user/gproto23) (Remote host closed the connection)
[01:01:38] <rawtaz> Sayona: this is the #docker channel. what does your problem have to do with docker?
[01:02:22] *** Joins: rvalue (~rvalue@user/rvalue)
[01:02:43] <Sayona> I have jenkins installed in docker and I want to add as a node a docker.
[01:03:29] *** Quits: rvalue (~rvalue@user/rvalue) (Remote host closed the connection)
[01:03:40] *** Joins: dostoyevsky2 (~sck@user/dostoyevsky2)
[01:03:41] *** Joins: rvalue (~rvalue@user/rvalue)
[01:05:31] *** Joins: jmcgnh (~jmcgnh@wikipedia/jmcgnh)
[01:06:02] *** Joins: rdrg109 (~rdrg109@user/rdrg109)
[01:06:03] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:06:16] *** Joins: rvalue (~rvalue@user/rvalue)
[01:06:20] *** Joins: pvdp4 (~Pieter@static-n58-105-183-94.rdl4.qld.optusnet.com.au)
[01:06:51] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:07:04] *** Joins: rvalue (~rvalue@user/rvalue)
[01:08:32] <Sayona> I will go to sleep, have a nice day! 
[01:09:24] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[01:10:16] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:10:28] *** Joins: rvalue (~rvalue@user/rvalue)
[01:12:09] *** Joins: imp (~imp@179-191-215-167.static.sumicity.net.br)
[01:13:48] *** Quits: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle) (Client Quit)
[01:15:59] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:16:21] *** Joins: rvalue (~rvalue@user/rvalue)
[01:17:01] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[01:17:20] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:17:33] *** Joins: rvalue (~rvalue@user/rvalue)
[01:18:51] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:19:04] *** Joins: rvalue (~rvalue@user/rvalue)
[01:19:05] *** Joins: jdmark (~jdmark@user/jdmark)
[01:20:07] *** Quits: DoofusCanadensis (~DoofusCan@node-1w7jr9yercvgex5z93pzd0psq.ipv6.telus.net) (Quit: So as you can see from this flowchSQUIRREL!!)
[01:22:33] *** Quits: ivii (~ivan@user/ivii) (Remote host closed the connection)
[01:22:57] *** Joins: ivii (~ivan@user/ivii)
[01:27:05] *** Joins: nickdiazswag209 (~bjpenn_@13.110.54.38)
[01:30:22] <nickdiazswag209> if im in a path due to a RUN command (for exmaple RUN cd /a/b/c/d)... if after that i use FROM dockerimage, does my working path change?
[01:31:42] * rawtaz dont know and recommend simply trying it
[01:31:56] <nickdiazswag209> rawtaz: im on my phone, i cant
[01:31:59] <ikke> I would expect not
[01:32:28] <ikke> I'm fairly certain it would not
[01:32:44] <ikke> It does not even affect the next RUN command
[01:33:03] *** Joins: moldorcoder7_ (~moldorcod@37.120.143.29)
[01:33:19] *** Quits: moldorcoder7 (~moldorcod@188.95.55.24) (Ping timeout: 256 seconds)
[01:34:25] <ikke> yeah, just tested. The next RUN command is back to the original pwd
[01:35:29] *** Joins: jayray (~jayray@user/jayray)
[01:36:22] <nickdiazswag209> thanks ikke 
[01:36:30] <rawtaz> :3
[01:36:32] <rawtaz> thanks ikke!
[01:36:34] <nickdiazswag209> i would have tried myself but im on my phone, love you
[01:36:42] <rawtaz> made someone's day :)
[01:36:58] <nickdiazswag209> my days made :)
[01:41:45] *** Quits: HaMsTeRs (~Thunderbi@210.3.213.4) (Quit: HaMsTeRs)
[01:42:17] *** Quits: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net) (Quit: Client closed)
[01:42:39] *** Joins: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net)
[01:43:35] *** Quits: c10l (~c10l@user/c10l) (Quit: See ya! o/)
[01:48:00] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[01:49:41] *** Quits: daddy (ryan@hashbang/bdfl) (Quit: WeeChat 3.4 <:3)~)
[01:49:59] *** Joins: daddy (3645@hashbang/bdfl)
[01:50:06] *** Joins: c10l (~c10l@user/c10l)
[01:55:39] *** Quits: bouncy (~ben@user/benoit) (Ping timeout: 256 seconds)
[02:00:13] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Quit: WeeChat 3.0)
[02:09:46] *** Joins: goldfish (~goldfish@user/goldfish)
[02:11:11] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[02:14:50] *** Quits: nobiz (~nobiz@user/nobiz) (Quit: The Lounge - https://thelounge.chat)
[02:15:05] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[02:15:43] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[02:15:52] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[02:16:14] *** Joins: nobiz (~nobiz@user/nobiz)
[02:18:21] *** Quits: maret (~maret@nat-88-212-37-89.antik.sk) (Quit: maret)
[02:20:17] *** Quits: goldfish (~goldfish@user/goldfish) (Ping timeout: 240 seconds)
[02:22:55] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[02:22:57] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[02:23:59] *** Quits: trevors (~trevors@user/trevors) (Quit: trevors)
[02:26:04] *** Quits: nobiz (~nobiz@user/nobiz) (Quit: The Lounge - https://thelounge.chat)
[02:26:51] *** Joins: nobiz (~nobiz@user/nobiz)
[02:29:25] *** Quits: atrigent (~atrigent@c-73-69-68-26.hsd1.ma.comcast.net) (Ping timeout: 250 seconds)
[02:31:52] *** Joins: atrigent (~atrigent@c-73-69-68-26.hsd1.ma.comcast.net)
[02:34:32] *** Quits: m1n10n (~r41d1n@cpe-76-184-204-251.tx.res.rr.com) (Ping timeout: 240 seconds)
[02:42:04] *** Quits: drillbyt (drillbyt@user/drillbyt) (Quit: Leaving)
[02:46:01] *** Quits: ivii (~ivan@user/ivii) (Remote host closed the connection)
[02:46:19] *** Joins: trevors (~trevors@user/trevors)
[02:46:24] *** Joins: ivii (~ivan@user/ivii)
[02:49:13] *** Joins: DoofusCanadensis (~DoofusCan@2604:3d09:47c:f970:7089:d156:aa70:3a29)
[02:52:02] *** Quits: fedenix (~fedenix@gateway/tor-sasl/fedenix) (Remote host closed the connection)
[02:52:38] *** Joins: luva8 (~luva@37.120.197.44)
[02:52:59] *** Quits: ivii (~ivan@user/ivii) (Ping timeout: 256 seconds)
[02:54:15] *** Joins: ivii (~ivan@user/ivii)
[02:56:03] *** Quits: luva (~luva@37.120.197.52) (Ping timeout: 256 seconds)
[02:57:49] *** Quits: lilgopher (~textual@2601:241:8000:38f0:9c23:cd6f:d63b:6080) (Ping timeout: 240 seconds)
[03:02:09] *** Joins: lilgopher (~textual@2601:241:8000:38f0:b4e0:9656:29c6:d783)
[03:12:11] *** Quits: itsalexjones (~itsalexjo@82.4.99.241) (Read error: Connection reset by peer)
[03:12:15] *** Quits: trevors (~trevors@user/trevors) (Quit: trevors)
[03:24:38] *** Joins: trevors (~trevors@user/trevors)
[03:27:53] *** Quits: luva8 (~luva@37.120.197.44) (Quit: Byebye)
[03:28:10] *** Joins: luva (~luva@37.120.197.44)
[03:34:10] <luva> is it possible somehow to setup a reverse dns for docker containers, so that when I do nslookup <internal-ip-of-container> it would point to the name of the docker container?
[03:38:42] <rawtaz> yeah probably
[03:38:49] <rawtaz> i dont think theres anything by default for it though
[03:38:57] <rawtaz> but it could be done im sure
[03:39:12] <rawtaz> why would you need to though? :)
[03:39:47] *** Joins: minimal (~minimal@user/minimal)
[03:40:11] *** Quits: rv1sr (~rv1sr@user/rv1sr) ()
[03:46:29] *** Quits: makara1 (~makara@196.214.171.83) (Ping timeout: 256 seconds)
[03:48:06] *** Quits: emerent (~quassel@p200300cd5704438cba27ebfffed28a59.dip0.t-ipconnect.de) (Ping timeout: 250 seconds)
[03:48:24] *** Joins: emerent (~quassel@p200300cd5704437cba27ebfffed28a59.dip0.t-ipconnect.de)
[03:48:27] *** Joins: lalanakara (~dig@149.167.139.131)
[03:49:03] *** Quits: gxt (~gxt@gateway/tor-sasl/gxt) (Ping timeout: 276 seconds)
[03:50:42] *** Joins: gxt (~gxt@gateway/tor-sasl/gxt)
[03:54:44] *** Quits: Czernobog (~Czernobog@user/czernobog) (Read error: Connection reset by peer)
[03:57:30] *** Joins: Czernobog (~Czernobog@user/czernobog)
[04:13:25] *** Quits: nickdiazswag209 (~bjpenn_@13.110.54.38) (Ping timeout: 250 seconds)
[04:16:18] *** Joins: nickdiazswag209 (~bjpenn_@98.42.87.100)
[04:18:00] *** Quits: svm_invictvs (~svm_invic@user/svm-invictvs/x-6696469) (Remote host closed the connection)
[04:21:37] *** Quits: SirScott (~SirScott@c-67-176-100-163.hsd1.co.comcast.net) (Ping timeout: 256 seconds)
[04:26:17] *** Joins: leitz (~LeamHall@072-182-158-027.res.spectrum.com)
[04:28:41] *** Joins: travaldo (~travaldo@159.203.88.148)
[04:29:56] *** Joins: SirScott (~SirScott@c-67-176-100-163.hsd1.co.comcast.net)
[04:34:51] <luva> I have a local DNS server running and I'd like to get the containers resolved by name instead of those IP adresses  rawtaz
[04:35:03] <luva> I already setup a dns for the containers availabel from host via http://mageddo.github.io/dns-proxy-server/latest/en/2-features/
[04:35:51] <BtbN> that's the exact other way around from what you initially asked
[04:35:57] <luva> yes
[04:36:02] <luva> thats why what I asked for is missing
[04:42:47] *** Quits: lilgopher (~textual@2601:241:8000:38f0:b4e0:9656:29c6:d783) (Quit: Textual IRC Client: www.textualapp.com)
[04:43:38] *** Joins: lilgopher (~textual@2601:241:8000:38f0:e066:45e5:41b6:82b6)
[04:45:18] *** Quits: lalanakara (~dig@149.167.139.131) (Remote host closed the connection)
[04:54:44] <tabakhase> luva while thats possible (and yes, https://github.com/mageddo/dns-proxy-server is the best contender then) - its rly a "nodo" - its a pure accident that you can directly access docker0 on native-linux-docker(and only there!) - publishing IS the one and only deal. (one can use 127.0.0.1, 127.0.0.2, ..., 127.255.255.254) if needing "more than one port 80" or whatever
[04:59:21] *** Quits: cotko (~cotko@188-230-251-153.dynamic.t-2.net) (Ping timeout: 250 seconds)
[05:06:08] <luva> okay tabakhase, thanks for letting me know
[05:09:53] <DoofusCanadensis> man git-pull
[05:10:03] <DoofusCanadensis> !man git-pull
[05:10:10] <DoofusCanadensis> sigh
[05:10:15] <DoofusCanadensis> right channel, doofus
[05:10:27] <DoofusCanadensis> sorry about that
[05:21:43] *** Quits: sgt_chuckles (~sgt_chuck@pool-71-190-209-205.nycmny.fios.verizon.net) (Quit: Client closed)
[05:30:19] *** Quits: vlm (~vlm@user/vlm) (Quit: "")
