[00:08:46] *** Joins: Codaraxis (~Codaraxis@user/codaraxis)
[00:20:51] *** Joins: Pickchea (~private@user/pickchea)
[00:22:04] *** Quits: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl) (Read error: Connection reset by peer)
[00:26:57] <dragestil> https://batsov.com/articles/2021/11/28/firefox-is-the-only-alternative/
[00:27:28] *** Joins: codecolla (~codecolla@176-156-213-239.abo.bbox.fr)
[00:30:07] *** Quits: orbatos_ (~orbatos@user/orbatos) (Ping timeout: 256 seconds)
[00:30:48] *** Quits: GNUmoon (~GNUmoon@gateway/tor-sasl/gnumoon) (Ping timeout: 276 seconds)
[00:31:46] *** guerby_ is now known as guerby
[00:33:52] *** Quits: saintwatermelon (~root@176.120.118.91) (Ping timeout: 264 seconds)
[00:34:39] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Ping timeout: 256 seconds)
[08:23:51] *** Quits: wolftune (~aaron@97-120-55-127.ptld.qwest.net) (Ping timeout: 256 seconds)
[08:27:28] *** Joins: neox (8fafd43faa@user/neox)
[08:32:04] *** Quits: xiews (~wxie@2409:891e:6a20:1b04:1850:796d:98a5:3fef) (Ping timeout: 264 seconds)
[08:35:18] *** Joins: xiews (~wxie@124.77.91.17)
[08:47:32] *** Joins: rber (~raphael@user/rber)
[08:54:32] *** Quits: zhenruyan (~Thunderbi@fsf/member/zhenruyan) (Ping timeout: 252 seconds)
[08:57:09] *** Quits: GNUmoon (~GNUmoon@gateway/tor-sasl/gnumoon) (Ping timeout: 276 seconds)
[09:00:03] *** Joins: Myrcy (~myrcy@static-198-54-133-153.cust.tzulo.com)
[09:02:37] *** Joins: zhenruyan (~Thunderbi@fsf/member/zhenruyan)
[09:04:56] *** Joins: fr33domlover (~fr33@2.53.150.205)
[09:05:19] *** Joins: GNUmoon (~GNUmoon@gateway/tor-sasl/gnumoon)
[09:18:47] *** Quits: Cyp_ (~cyp@213.237.85.9) (Read error: Connection reset by peer)
[09:19:06] *** Joins: Cyp_ (~cyp@213.237.85.9)
[09:26:56] *** Quits: tpefreedom (~tpefreedo@user/tpefreedom) (Quit: Leaving)
[09:31:01] *** Quits: trekkie1701c (~trekkie17@user/trekkie1701c) (Quit: :P)
[09:36:01] *** Joins: ElectronApps (~ElectronA@user/electronapps)
[09:37:27] *** Joins: galex-713 (~quassel@galex-713.eu)
[09:39:24] *** Quits: GNUmoon (~GNUmoon@gateway/tor-sasl/gnumoon) (Ping timeout: 276 seconds)
[09:52:10] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[10:22:41] *** Quits: galex-713 (~quassel@galex-713.eu) (Ping timeout: 268 seconds)
[10:24:29] *** Joins: qbt (~qbt@user/edun)
[10:29:35] *** Joins: vysn (~vysn@user/vysn)
[10:30:47] *** Quits: fr33domlover (~fr33@2.53.150.205) (Ping timeout: 256 seconds)
[10:30:54] *** Quits: LohanG (~LohanG@user/lohang) (Quit: I'll be back later.)
[10:32:46] *** Quits: skapata (~Skapata@user/skapata) (Remote host closed the connection)
[10:36:03] *** Quits: qbt (~qbt@user/edun) (Quit: Leaving.)
[10:54:23] *** Quits: Atque (~Atque@user/atque) (Quit: ...)
[10:55:42] *** Joins: rustycl0ck (~ircuser@gateway/tor-sasl/rustycl0ck)
[11:03:03] *** Joins: gordonfish- (~gordonfis@user/gordonfish)
[11:03:49] *** Quits: gordonfish (~gordonfis@user/gordonfish) (Read error: Connection reset by peer)
[11:05:34] *** Joins: Cyp (~cyp@213.237.85.9)
[11:05:47] *** Quits: Cyp_ (~cyp@213.237.85.9) (Read error: Connection reset by peer)
[11:07:37] *** Quits: xiews (~wxie@124.77.91.17) (Ping timeout: 256 seconds)
[11:08:01] *** Joins: xiews (~wxie@124.77.91.17)
[11:09:59] *** Joins: GNUmoon (~GNUmoon@gateway/tor-sasl/gnumoon)
[11:13:33] *** Joins: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl)
[11:14:23] *** Joins: undeclared0 (nullx@user/undeclared)
[11:16:41] *** Quits: undeclared (nullx@user/undeclared) (Ping timeout: 256 seconds)
[11:16:41] *** undeclared0 is now known as undeclared
[11:17:45] *** Joins: FazlyMR_ (~FazlyMR_@om126253254081.31.openmobile.ne.jp)
[11:21:16] *** Quits: zhenruyan (~Thunderbi@fsf/member/zhenruyan) (Ping timeout: 264 seconds)
[11:25:14] *** Joins: zhenruyan (~Thunderbi@fsf/member/zhenruyan)
[11:25:41] *** Quits: sunarch (uid526836@user/sunarch) (Quit: Connection closed for inactivity)
[11:29:43] *** Quits: zhenruyan (~Thunderbi@fsf/member/zhenruyan) (Ping timeout: 256 seconds)
[11:34:22] *** Joins: Markmus (~Markmus@93-162-104-94-static.dk.customer.tdc.net)
[11:37:20] *** Quits: bbbbbb (~peppbel@c-73-221-241-101.hsd1.wa.comcast.net) (Ping timeout: 252 seconds)
[11:38:58] *** Quits: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl) (Read error: Connection reset by peer)
[11:43:41] *** Joins: zhenruyan (~Thunderbi@fsf/member/zhenruyan)
[11:44:44] *** Quits: Cyp (~cyp@213.237.85.9) (Read error: Connection reset by peer)
[11:45:00] *** Joins: Cyp (~cyp@213.237.85.9)
[11:50:08] *** Joins: chipox (~chipox@193.9.114.5)
[11:55:38] <M6piz7wk[m]> Which 3D printer should i get from https://www.alza.cz/3d-tiskarny/18854773.htm ? I have budget 5000 CZK (up to 8000CZK if it's worth the money)
[11:55:38] <M6piz7wk[m]> I need something fully libre including software and relevant CAD files for hardware
[11:55:46] * M6piz7wk[m] is looking on the Ender 3 from Creality3D atm
[11:55:50] <M6piz7wk[m]> https://github.com/Creality3DPrinting/Ender-3
[11:58:53] *** Joins: JohnMS_WORK (~kvirc@185.73.229.242)
[12:01:26] *** Joins: chomwitt (~chomwitt@2a02:587:dc16:f200:12c3:7bff:fe6d:d374)
[12:03:55] *** Joins: cosimone (~user@2001:b07:ae5:db26:a7aa:8027:6b4e:2fb3)
[12:07:16] *** Quits: b0b (~bob@user/b0b) (Quit: o/)
[12:07:50] *** Joins: b0b (~bob@user/b0b)
[12:11:46] *** Joins: ferruh (~Thunderbi@192.198.151.53)
[12:14:21] *** Joins: kompowiec (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5)
[12:29:31] *** Quits: MerchantOfVenice (~patrick@user/merchantofvenice) (Quit: Konversation terminated!)
[12:34:19] *** Quits: Myrcy (~myrcy@static-198-54-133-153.cust.tzulo.com) (Ping timeout: 256 seconds)
[12:38:42] *** Joins: saintwatermelon (~root@176.120.118.91)
[12:49:26] *** Joins: thickrocks (e46ff6ac16@2604:bf00:561:2000::13d)
[12:56:40] *** Quits: GoatAvenger (~GoatAveng@user/goatavenger) (Ping timeout: 264 seconds)
[12:57:33] *** Quits: zhenruyan (~Thunderbi@fsf/member/zhenruyan) (Ping timeout: 256 seconds)
[12:58:52] *** Joins: zhenruyan (~Thunderbi@fsf/member/zhenruyan)
[13:00:55] *** Joins: kirk781 (~doors_1@2402:3a80:b57:9450:7597:c4a3:d560:78b1)
[13:01:29] *** Quits: jleightcap (~jleightca@user/jleightcap) (Ping timeout: 252 seconds)
[13:03:25] *** Joins: jleightcap (~jleightca@user/jleightcap)
[13:18:53] *** Joins: otisolsen70 (~otisolsen@xd4ed80b5.cust.hiper.dk)
[13:22:42] *** Quits: yrk (~user@fsf/licensing/volunteer) (Remote host closed the connection)
[13:23:20] *** Quits: GNUmoon (~GNUmoon@gateway/tor-sasl/gnumoon) (Remote host closed the connection)
[13:23:44] *** Joins: GNUmoon (~GNUmoon@gateway/tor-sasl/gnumoon)
[13:30:52] *** Quits: thum (~thum@user/thum) (Ping timeout: 264 seconds)
[13:30:58] *** Joins: GoatAvenger (~GoatAveng@user/goatavenger)
[13:31:42] *** Quits: GoatAvenger (~GoatAveng@user/goatavenger) (Remote host closed the connection)
[13:34:28] *** Quits: saintwatermelon (~root@176.120.118.91) (Ping timeout: 264 seconds)
[13:39:45] *** Quits: zhenruyan (~Thunderbi@fsf/member/zhenruyan) (Read error: Connection reset by peer)
[13:39:50] *** Joins: zhenruyan1 (~Thunderbi@fsf/member/zhenruyan)
[13:42:09] *** zhenruyan1 is now known as zhenruyan
[13:43:17] *** Quits: FazlyMR_ (~FazlyMR_@om126253254081.31.openmobile.ne.jp) (Read error: Connection reset by peer)
[13:53:44] *** Quits: xiews (~wxie@124.77.91.17) (Ping timeout: 252 seconds)
[13:56:23] *** Joins: xiews (~wxie@2409:891e:6a20:1b04:6dce:d8e:b0e5:8b8d)
[13:56:23] *** Joins: doors_1 (~doors_1@112.79.140.204)
[13:56:40] *** Quits: kirk781 (~doors_1@2402:3a80:b57:9450:7597:c4a3:d560:78b1) (Ping timeout: 264 seconds)
[14:01:59] *** Joins: mimi89999 (cb2cbfa643@89-72-190-170.dynamic.chello.pl)
[14:02:16] *** Quits: doors_1 (~doors_1@112.79.140.204) (Remote host closed the connection)
[14:02:49] *** Joins: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl)
[14:04:01] *** Quits: flynn (~mcbloch@user/flynn) (Quit: Ping timeout (120 seconds))
[14:05:35] *** Joins: kirk781 (~doors_1@2402:3a80:b57:9450:90a7:fc7e:2662:57fd)
[14:07:30] *** Quits: zhenruyan (~Thunderbi@fsf/member/zhenruyan) (Read error: Connection reset by peer)
[14:07:35] *** Joins: zhenruyan1 (~Thunderbi@fsf/member/zhenruyan)
[14:09:54] *** zhenruyan1 is now known as zhenruyan
[14:23:46] *** Joins: KUrare (~KUrare@user/kurare)
[14:33:16] *** Quits: zhenruyan (~Thunderbi@fsf/member/zhenruyan) (Ping timeout: 264 seconds)
[14:34:36] *** Joins: GoatAvenger (~GoatAveng@user/goatavenger)
[14:36:27] *** Quits: DiffieHellman (~Username@user/curve25519chacha) (Ping timeout: 276 seconds)
[14:39:24] *** Joins: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net)
[14:39:36] *** Joins: DiffieHellman (~Username@user/curve25519chacha)
[14:41:52] *** Joins: Client90 (~Username@host-95-246-102-34.retail.telecomitalia.it)
[14:42:02] *** Quits: Client90 (~Username@host-95-246-102-34.retail.telecomitalia.it) (Client Quit)
[14:51:00] *** Joins: zhenruyan (~Thunderbi@fsf/member/zhenruyan)
[14:55:15] *** Quits: vysn (~vysn@user/vysn) (Ping timeout: 268 seconds)
[14:55:20] *** Quits: zhenruyan (~Thunderbi@fsf/member/zhenruyan) (Ping timeout: 252 seconds)
[14:56:05] *** Joins: zhenruyan (~Thunderbi@fsf/member/zhenruyan)
[14:56:38] *** Quits: kirk781 (~doors_1@2402:3a80:b57:9450:90a7:fc7e:2662:57fd) (Quit: Leaving)
[15:00:52] *** Quits: zhenruyan (~Thunderbi@fsf/member/zhenruyan) (Ping timeout: 264 seconds)
[15:00:53] *** Joins: JohnMS_AWAY (~kvirc@213.134.183.29)
[15:02:22] *** Quits: JohnMS_WORK (~kvirc@185.73.229.242) (Read error: Connection reset by peer)
[15:12:07] *** Parts: mimi89999 (cb2cbfa643@89-72-190-170.dynamic.chello.pl) ()
[15:17:20] *** Quits: emanuele6 (~emanuele6@user/emanuele6) (Ping timeout: 252 seconds)
[15:19:14] *** Joins: emanuele6 (~emanuele6@net-93-65-50-99.cust.vodafonedsl.it)
[15:19:22] *** Quits: emanuele6 (~emanuele6@net-93-65-50-99.cust.vodafonedsl.it) (Changing host)
[15:19:22] *** Joins: emanuele6 (~emanuele6@user/emanuele6)
[15:29:19] *** Joins: iShareFreedom (~iShareFre@user/isharefreedom)
[15:30:15] <iShareFreedom> happy hacking!
[15:34:46] *** Joins: Atque (~Atque@user/atque)
[15:39:52] *** Quits: emanuele6 (~emanuele6@user/emanuele6) (Ping timeout: 264 seconds)
[15:40:42] *** Joins: qbt (~qbt@user/edun)
[15:45:16] <M6piz7wk[m]> <iShareFreedom> "happy hacking!" <- nothing's happy none's happy hugging covid ruining my hugging life 
[15:46:35] *** Joins: emanuele6 (~emanuele6@net-93-65-50-143.cust.vodafonedsl.it)
[15:46:35] *** Quits: emanuele6 (~emanuele6@net-93-65-50-143.cust.vodafonedsl.it) (Changing host)
[15:46:35] *** Joins: emanuele6 (~emanuele6@user/emanuele6)
[15:48:52] *** Quits: xiews (~wxie@2409:891e:6a20:1b04:6dce:d8e:b0e5:8b8d) (Ping timeout: 264 seconds)
[15:49:32] *** Joins: xiews (~wxie@101.93.21.97)
[15:53:13] *** Quits: emanuele6 (~emanuele6@user/emanuele6) (Ping timeout: 256 seconds)
[15:55:16] *** Quits: iank (~iank@fsf/staff/iank) (Quit: ZNC 1.7.2+deb3 - https://znc.in)
[15:57:01] *** Joins: iank (~iank@fsf/staff/iank)
[15:59:52] *** Joins: fr33domlover (~fr33@2.53.150.205)
[16:05:33] *** Quits: cosimone (~user@2001:b07:ae5:db26:a7aa:8027:6b4e:2fb3) (Ping timeout: 268 seconds)
[16:09:24] *** Quits: rustycl0ck (~ircuser@gateway/tor-sasl/rustycl0ck) (Ping timeout: 276 seconds)
[16:14:22] *** Joins: tradar (~tradar@user/tradar)
[16:17:53] *** Joins: Codaraxis (~Codaraxis@user/codaraxis)
[16:20:40] *** Quits: Codaraxis_ (~Codaraxis@user/codaraxis) (Ping timeout: 264 seconds)
[16:24:37] *** Joins: thum (~thum@user/thum)
[16:28:33] *** Joins: skapata (~Skapata@2804:14c:87b0:a6f9:d1b6:b8ac:f1fb:836e)
[16:28:33] *** Quits: skapata (~Skapata@2804:14c:87b0:a6f9:d1b6:b8ac:f1fb:836e) (Changing host)
[16:28:33] *** Joins: skapata (~Skapata@user/skapata)
[16:33:42] *** Quits: chripell (~chripell@147.80.76.34.bc.googleusercontent.com) (Quit: Leaving)
[16:37:05] *** Quits: guerby (~guerby@ip165.tetaneutral.net) (Ping timeout: 252 seconds)
[16:37:35] *** Joins: GNUHacker (~foobar@fsf/member/GNUHacker)
[16:39:17] *** Quits: JohnMS_AWAY (~kvirc@213.134.183.29) (Ping timeout: 252 seconds)
[16:41:44] *** Quits: psyxopompos (~psyxopomp@user/psyxopompos) (Quit: WeeChat 3.0)
[16:44:03] *** Joins: fef (~thedawn@user/thedawn)
[16:45:16] *** Quits: Markmus (~Markmus@93-162-104-94-static.dk.customer.tdc.net) (Remote host closed the connection)
[16:45:59] *** Joins: dot0 (~dot0@user/dot0)
[16:49:25] *** Quits: thum (~thum@user/thum) (Remote host closed the connection)
[16:49:38] *** Joins: thum (~thum@user/thum)
[16:58:54] *** Joins: JohnMS_AWAY (~kvirc@213.134.183.29)
[17:03:11] *** Joins: guerby (~guerby@ip165.tetaneutral.net)
[17:04:54] *** Joins: yrk (~user@fsf/licensing/volunteer)
[17:18:44] *** Joins: cosimone (~user@93-47-231-3.ip115.fastwebnet.it)
[17:20:21] *** Joins: aHick (~memes@143.60.229.4)
[17:22:29] *** Quits: xiews (~wxie@101.93.21.97) (Remote host closed the connection)
[17:22:34] *** Quits: tradar (~tradar@user/tradar) (Quit: tradar)
[17:24:27] *** Quits: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net) (Ping timeout: 256 seconds)
[17:31:22] *** Joins: Myrcy (~myrcy@static-198-54-133-169.cust.tzulo.com)
[17:33:51] *** Joins: xiews (~wxie@101.93.21.97)
[17:41:32] *** Joins: shivesh (~shivesh@user/shivesh)
[17:48:17] *** Quits: skapata (~Skapata@user/skapata) (Remote host closed the connection)
[17:57:43] *** Joins: aliosablack (~chomwitt@2a02:587:dc16:f200:12c3:7bff:fe6d:d374)
[17:58:05] *** Quits: aliosablack (~chomwitt@2a02:587:dc16:f200:12c3:7bff:fe6d:d374) (Remote host closed the connection)
[17:58:07] *** Quits: chomwitt (~chomwitt@2a02:587:dc16:f200:12c3:7bff:fe6d:d374) (Read error: Connection reset by peer)
[17:58:31] *** Joins: chomwitt (~chomwitt@2a02:587:dc16:f200:12c3:7bff:fe6d:d374)
[18:07:31] *** Joins: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net)
[18:07:40] *** Joins: psymin (~psymin@user/psymin)
[18:14:33] *** Joins: emanuele6 (~emanuele6@net-93-71-98-153.cust.vodafonedsl.it)
[18:14:50] *** Quits: emanuele6 (~emanuele6@net-93-71-98-153.cust.vodafonedsl.it) (Changing host)
[18:14:50] *** Joins: emanuele6 (~emanuele6@user/emanuele6)
[18:19:22] *** Joins: seabass (~seabass@user/seabass)
[18:27:51] *** Joins: panosalevro (~panosalev@2a02:2149:8889:3f00:4947:8509:7add:2379)
[18:27:56] *** Quits: panosalevro (~panosalev@2a02:2149:8889:3f00:4947:8509:7add:2379) (Changing host)
[18:27:56] *** Joins: panosalevro (~panosalev@fsf/emeritus/panosalevro)
[18:29:42] *** Joins: blackout69 (~blackout6@net-31-156-121-187.cust.vodafonedsl.it)
[18:31:14] *** Joins: zoe (~zoe@fsf/member/zoe)
[18:32:16] *** Joins: trekkie1701c (~trekkie17@user/trekkie1701c)
[18:33:26] <seabass> hello zoe!
[18:33:35] *** Quits: JohnMS_AWAY (~kvirc@213.134.183.29) (Ping timeout: 256 seconds)
[18:33:41] <seabass> saw your email; thanks for the etherpad link! :)
[18:34:06] *** Quits: taiju (~taiju@M014013236064.v4.enabler.ne.jp) (Read error: Connection reset by peer)
[18:35:35] *** Joins: taiju (~taiju@240b:253:ec40:2400:651e:f83b:5890:99a6)
[18:36:19] <zoe> hi seabass -- nice :)
[18:37:52] *** Quits: crabbedhaloablut (~crabbedha@user/crabbedhaloablut) (Remote host closed the connection)
[18:38:07] *** Joins: crabbedhaloablut (~crabbedha@user/crabbedhaloablut)
[18:39:27] *** Quits: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl) (Read error: Connection reset by peer)
[18:39:45] <GNUHacker> hi
[18:40:17] *** Quits: ElectronApps (~ElectronA@user/electronapps) (Remote host closed the connection)
[18:41:31] *** Quits: janubo (~janubo@189.1.56.234) (Ping timeout: 256 seconds)
[18:41:47] <seabass> GNUHacker: hello!
[18:43:52] *** Quits: adduc (~adduc@24.15.97.76) (Remote host closed the connection)
[18:44:40] *** Quits: realz__ (~realz@user/realz) (Ping timeout: 264 seconds)
[18:45:01] *** Joins: craigt (~Icedove@jumpgate.fsf.org)
[18:45:38] *** Joins: adduc (~adduc@24.15.97.76)
[18:49:58] *** Joins: realz (~realz@user/realz)
[18:50:25] *** Quits: adduc (~adduc@24.15.97.76) (Remote host closed the connection)
[18:51:22] *** Joins: adduc (~adduc@24.15.97.76)
[18:53:51] *** Quits: penguino (~mrpenguin@user/mrpenguin) (Ping timeout: 276 seconds)
[18:54:11] *** Quits: xiews (~wxie@101.93.21.97) (Remote host closed the connection)
[18:55:45] <seabass> is fsf.org working for everyone else?
[18:55:54] <seabass> it's really confused as to my preferred language right now
[18:56:57] <seabass> I'm pretty sure I can't understand Arabic or Spanish, but nonetheless the news items are in those languages!
[18:57:27] <kompowiec> fsf.org works
[18:59:25] <zoe> seabass we had a lot of translations (not to arabic though?) come through, some we felt were useful for people that visit the fsf.org site
[18:59:31] <zoe> so we left them to show up 
[18:59:36] *** Joins: Rynn (rynn@gateway/vpn/protonvpn/rynn)
[18:59:52] <zoe> It should balance out again soon 
[18:59:53] *** Quits: Atque (~Atque@user/atque) (Quit: ...)
[18:59:53] *** Quits: Rynn (rynn@gateway/vpn/protonvpn/rynn) (Client Quit)
[18:59:54] <seabass> zoe: ah, right!
[19:00:03] <seabass> there are still some 404 errors for me though
[19:00:08] <seabass> https://imgur.com/6ixU2Hc.png
[19:00:46] *** Quits: DiffieHellman (~Username@user/curve25519chacha) (Remote host closed the connection)
[19:01:01] *** Quits: trekkie1701c (~trekkie17@user/trekkie1701c) (Quit: :P)
[19:01:10] *** Joins: DiffieHellman (~Username@user/curve25519chacha)
[19:02:24] <zoe> if you hard refresh seabass does it fix it?
[19:02:39] <zoe> It is the fundraiser banner that is not loading for you it seems
[19:04:23] *** Joins: vonStinger (ceres@gateway/vpn/protonvpn/vonstinger)
[19:04:52] *** Joins: mimi89999 (cb2cbfa643@83.5.211.165.ipv4.supernova.orange.pl)
[19:05:17] *** Joins: Haaninjo (~anders@fsf/member/Haaninjo)
[19:05:52] <seabass> zoe, yup, a refresh solved it
[19:06:01] <zoe> nice
[19:06:07] <seabass> :) must have been a cache problem
[19:06:30] *** Joins: Elzington (~Elzington@static-68-235-44-44.cust.tzulo.com)
[19:12:20] *** Quits: maknho (~maknho@user/maknho) (Quit: WeeChat 2.3)
[19:12:55] *** Joins: chripell (~chripell@147.80.76.34.bc.googleusercontent.com)
[19:16:28] *** Quits: lethu (~lethu@user/lethu) (Ping timeout: 264 seconds)
[19:16:52] *** Quits: qbt (~qbt@user/edun) (Quit: Leaving.)
[19:19:00] *** Joins: maknho (~maknho@user/maknho)
[19:25:10] *** Joins: zleap (~zleap@user/zleap)
[19:31:59] *** Quits: aHick (~memes@143.60.229.4) (Ping timeout: 252 seconds)
[19:32:46] *** Joins: trekkie1701c (~trekkie17@user/trekkie1701c)
[19:45:37] *** Joins: kompowiec_ (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5)
[19:46:07] *** Quits: kompowiec (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5) (Remote host closed the connection)
[19:48:02] *** Quits: joo-_ (~joo-_@fsf/member/joo--) (Quit: leaving)
[19:51:14] *** Quits: iShareFreedom (~iShareFre@user/isharefreedom) (Ping timeout: 252 seconds)
[19:52:14] *** Joins: joo-_ (~joo-_@80-62-116-174-mobile.dk.customer.tdc.net)
[19:52:14] *** Quits: joo-_ (~joo-_@80-62-116-174-mobile.dk.customer.tdc.net) (Changing host)
[19:52:14] *** Joins: joo-_ (~joo-_@fsf/member/joo--)
[19:52:21] *** Quits: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net) (Ping timeout: 256 seconds)
[19:58:22] *** Joins: kompowiec2__ (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5)
[19:58:28] *** Joins: Emulatorman (~andre@r167-57-41-10.dialup.adsl.anteldata.net.uy)
[19:58:39] *** Quits: kompowiec_ (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5) (Ping timeout: 268 seconds)
[20:02:25] *** Parts: vonStinger (ceres@gateway/vpn/protonvpn/vonstinger) (WeeChat 3.3)
[20:02:57] *** Joins: wolftune (~aaron@97-120-55-127.ptld.qwest.net)
[20:06:26] *** Quits: crabbedhaloablut (~crabbedha@user/crabbedhaloablut) (Remote host closed the connection)
[20:06:37] *** Joins: crabbedhaloablut (~crabbedha@user/crabbedhaloablut)
[20:07:17] *** Quits: kompowiec2__ (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5) (Ping timeout: 268 seconds)
[20:09:05] *** Joins: kompowiec2__ (~kompowiec@89-64-44-63.dynamic.chello.pl)
[20:10:42] *** Quits: trekkie1701c (~trekkie17@user/trekkie1701c) (Quit: :P)
[20:13:04] *** Joins: sahilister998 (~sahiliste@static.62.225.203.116.clients.your-server.de)
[20:13:52] *** Joins: seed0_ (~seed0@li1647-214.members.linode.com)
[20:13:58] *** Joins: belgin_ (~belgin@86.121.168.162)
[20:14:05] *** Joins: UndrWater_ (~me@143.110.237.140)
[20:14:30] *** Quits: hfsoulz (~hfsoulz@user/hfsoulz) (Ping timeout: 256 seconds)
[20:14:30] *** Quits: frostsnow (~frostsnow@c-73-25-106-78.hsd1.or.comcast.net) (Ping timeout: 256 seconds)
[20:14:30] *** Quits: seed0 (~seed0@user/seed0) (Ping timeout: 256 seconds)
[20:14:30] *** Quits: sirdidymus (~sirdidymu@sorcsys.net) (Ping timeout: 256 seconds)
[20:14:31] *** Quits: avoidr (~avoidr@user/avoidr) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: belgin (~belgin@86.121.168.162) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: rwp (~invalid@havoc.proulx.com) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: phebus_ (~phebus@fsf/member/phebus) (Ping timeout: 256 seconds)
[20:15:04] *** Quits: nisstyre (~wes@user/nisstyre) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: sahilister99 (~sahiliste@static.62.225.203.116.clients.your-server.de) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: davidl (~quassel@217-64-148-110.pool.ovpn.com) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: UndrWater (~me@143.110.237.140) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: ml| (~ml|@user/ml/x-5298235) (Ping timeout: 256 seconds)
[20:15:05] *** Quits: RISCi_ATOM (~RISCi_ATO@librecmc.org) (Ping timeout: 256 seconds)
[20:15:21] *** Joins: davidl (~quassel@217-64-148-110.pool.ovpn.com)
[20:16:06] *** Joins: frostsnow (~frostsnow@c-73-25-106-78.hsd1.or.comcast.net)
[20:16:10] *** Joins: sirdidymus (~sirdidymu@sorcsys.net)
[20:16:14] *** Joins: hfsoulz (~hfsoulz@user/hfsoulz)
[20:16:19] *** Joins: avoidr (~avoidr@user/avoidr)
[20:16:40] *** Joins: RISCi_ATOM (~RISCi_ATO@librecmc.org)
[20:16:54] *** Joins: rwp (~invalid@havoc.proulx.com)
[20:16:56] *** Joins: phebus (~phebus@fsf/member/phebus)
[20:17:17] *** Quits: mimi89999 (cb2cbfa643@83.5.211.165.ipv4.supernova.orange.pl) (Ping timeout: 256 seconds)
[20:17:40] *** Joins: seed0 (~seed0@li1647-214.members.linode.com)
[20:17:40] *** Quits: seed0 (~seed0@li1647-214.members.linode.com) (Changing host)
[20:17:40] *** Joins: seed0 (~seed0@user/seed0)
[20:17:47] *** Joins: belgin (~belgin@86.121.168.162)
[20:18:18] *** Quits: seed0_ (~seed0@li1647-214.members.linode.com) (Read error: Connection reset by peer)
[20:18:59] *** Quits: belgin_ (~belgin@86.121.168.162) (Ping timeout: 256 seconds)
[20:19:33] *** Quits: Portugol9 (~Portugol9@user/portugol9) (Ping timeout: 256 seconds)
[20:20:44] *** Quits: niko (~niko@libera/staff/niko) (Ping timeout: 606 seconds)
[20:23:50] *** Joins: Portugol9 (~Portugol9@user/portugol9)
[20:28:17] *** Joins: ml| (~ml|@user/ml/x-5298235)
[20:28:18] *** Joins: nisstyre (~wes@user/nisstyre)
[20:28:21] *** Joins: niko (~niko@libera/staff/niko)
[20:30:32] *** Quits: fef (~thedawn@user/thedawn) (Quit: Leaving)
[20:33:54] *** Joins: mimi89999 (cb2cbfa643@83.5.211.165.ipv4.supernova.orange.pl)
[20:42:41] *** Quits: bin (~bin@user/bin) (Remote host closed the connection)
[20:46:12] <anton> hello fsf
[20:50:44] *** Joins: Rynn (rynn@gateway/vpn/protonvpn/rynn)
[20:55:00] *** Quits: Rynn (rynn@gateway/vpn/protonvpn/rynn) (Remote host closed the connection)
[20:56:56] *** Joins: RedSoxFan07 (~Thunderbi@d-159-250-218-50.ct.cpe.atlanticbb.net)
[21:02:04] *** Quits: maknho (~maknho@user/maknho) (Quit: WeeChat 2.3)
[21:06:13] *** Joins: janubo (~janubo@189.1.56.234)
[21:09:27] *** Joins: maknho (~maknho@user/maknho)
[21:11:34] *** kompowiec2__ is now known as kompowiec
[21:11:42] *** Quits: kompowiec (~kompowiec@89-64-44-63.dynamic.chello.pl) (Quit: Leaving)
[21:12:00] *** Joins: d0p1_ (~d0p1@gateway/tor-sasl/d0p1)
[21:13:30] *** Joins: kompowiec (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5)
[21:13:49] *** Quits: kompowiec (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5) (Read error: Connection reset by peer)
