[00:07:26] *** Joins: roshanavand (~roshanava@p200300d47f01a3006ae26b065900f0f0.dip0.t-ipconnect.de)
[00:15:01] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[00:16:41] *** Joins: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net)
[00:17:10] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Client Quit)
[15:43:51] *** Joins: exondation (~wadii@2a01:e34:eca5:6c30:8dc3:8ce7:3b3f:26d6)
[15:47:47] *** Quits: bluedust_ (~bluedust@117.222.188.38) (Remote host closed the connection)
[15:59:37] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[16:16:51] *** Joins: bluedust (~bluedust@117.204.139.130)
[17:01:38] *** Quits: bluedust (~bluedust@117.204.139.130) (Remote host closed the connection)
[17:11:05] *** Joins: TomyWork (~TomyLobo@p200300e80f00670091762afeb60ebce1.dip0.t-ipconnect.de)
[17:13:25] <adam12> Morning
[17:16:30] *** Joins: taupiqueur (~taupiqueu@lmontsouris-659-1-2-186.w193-248.abo.wanadoo.fr)
[17:19:19] *** Joins: bluedust (~bluedust@117.204.139.130)
[17:44:05] *** Joins: John_Ivan (~John_Ivan@31-187-33-75.dynamic.upc.ie)
[17:44:40] *** Quits: taupiqueur (~taupiqueu@lmontsouris-659-1-2-186.w193-248.abo.wanadoo.fr) (Read error: Connection reset by peer)
[17:45:02] *** Joins: taupiqueur (~taupiqueu@lmontsouris-659-1-2-186.w193-248.abo.wanadoo.fr)
[17:46:45] *** Quits: gr33n7007h (~gr33n7007@user/gr33n7007h) (Quit: WeeChat 3.4)
[17:49:55] *** Joins: gr33n7007h (~gr33n7007@user/gr33n7007h)
[18:26:09] *** Joins: fredlinhares (~fredlinha@186.206.254.59)
[18:32:05] *** Vaevictu1 is now known as Vaevictus
[18:32:24] *** Parts: Vaevictus (~vae@user/vaevictus) ()
[18:42:03] *** Quits: constxd (~brad@142.167.170.88) (Ping timeout: 256 seconds)
[19:04:27] *** Joins: constxd (~brad@142.167.170.88)
[19:37:54] <mooff> morning
[19:47:38] <adam12> mooff: how goes
[19:47:48] <mooff> all good adam12 
[19:48:10] *** Quits: gproto23 (~gproto23@user/gproto23) (Remote host closed the connection)
[19:48:16] <mooff> trying to see if there's a modern / maintained version of the "live_ast" / "proc_to_ast" gems
[19:48:56] <mooff> which i could use with Unparser to turn procs evaluated over IRC into code strings :)
[19:49:13] <adam12> mooff: I looked at proc_to_ast earlier today because of a Twitter thread. I dont recall there being much to it.
[19:50:01] <mooff> adam12: some weeks ago i managed to get live_ast and Unparser working together on MRI 2.7
[19:50:19] <mooff> but it took a lot of hacking in IRB, i.e. debugging and monkey patching from exceptions
[19:51:48] <mooff> https://bugs.ruby-lang.org/issues/14836
[19:52:12] <mooff> woah, there may be a RubyVM::AST.of(block) !?
[19:54:17] *** Quits: Aylat (~Aylat@user/Aylat) (Quit: Leaving)
[20:00:11] *** Quits: taupiqueur (~taupiqueu@lmontsouris-659-1-2-186.w193-248.abo.wanadoo.fr) (Quit: taupiqueur)
[20:07:40] *** Joins: michigan (uid507982@id-507982.ilkley.irccloud.com)
[20:08:45] *** Quits: constxd (~brad@142.167.170.88) (Ping timeout: 257 seconds)
[20:19:51] *** Quits: bluedust (~bluedust@117.204.139.130) (Ping timeout: 256 seconds)
[20:21:15] *** Joins: bluedust (~bluedust@103.160.194.110)
[20:24:41] *** Quits: bluedust (~bluedust@103.160.194.110) (Remote host closed the connection)
[20:36:52] *** Joins: neshpion (~neshpion@gateway/tor-sasl/neshpion)
[20:58:42] *** Joins: fef (~thedawn@user/thedawn)
[21:01:48] *** Quits: fef (~thedawn@user/thedawn) (Read error: Connection reset by peer)
[21:10:51] *** Joins: bluedust (~bluedust@103.160.194.110)
[21:20:08] *** Joins: fef (~thedawn@user/thedawn)
[21:25:01] *** Quits: roshanavand (~roshanava@p4fdafef3.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[21:38:41] *** Joins: neshpion_ (~neshpion@gateway/tor-sasl/neshpion)
[21:38:41] *** Quits: neshpion (~neshpion@gateway/tor-sasl/neshpion) (Killed (NickServ (GHOST command used by neshpion_)))
[21:38:50] *** neshpion_ is now known as neshpion
[21:40:21] *** Quits: TomyWork (~TomyLobo@p200300e80f00670091762afeb60ebce1.dip0.t-ipconnect.de) (Remote host closed the connection)
[22:03:55] *** Quits: teclator (~quassel@85.155.180.70.dyn.user.ono.com) (Quit: http://quassel-irc.org - Chat comfortably. Anywhere.)
[22:09:27] *** Quits: bluedust (~bluedust@103.160.194.110) (Read error: Connection reset by peer)
[22:17:15] *** Quits: ollysmith (~ollysmith@2001:8b0:ca3:50e1:1e69:7aff:fe08:2b4f) (Quit: ZNC 1.8.2+deb2+b1 - https://znc.in)
[22:17:24] *** Quits: michigan (uid507982@id-507982.ilkley.irccloud.com) (Quit: Connection closed for inactivity)
[22:17:38] *** Joins: ollysmith (~ollysmith@2001:8b0:ca3:50e1:1e69:7aff:fe08:2b4f)
[22:19:56] *** Quits: ollysmith (~ollysmith@2001:8b0:ca3:50e1:1e69:7aff:fe08:2b4f) (Client Quit)
[22:22:56] *** Joins: ollysmith (~ollysmith@2001:8b0:ca3:50e1:1e69:7aff:fe08:2b4f)
[22:28:58] *** Joins: yassernasc (~yassernas@ec2-54-87-145-249.compute-1.amazonaws.com)
[22:47:08] *** Joins: constxd (~brad@142.167.170.88)
[23:00:27] <adam12> For us old timers: can you name a web framework for Ruby that's not Merb, Padrino, Ramaze, Pakyow, or Rails? I'm doing some splunking on old frameworks and curious which ones I am overlooking. Framework being more than Sinatra or Roda (something with a prescribed structure). 
[23:06:14] *** Joins: dviola (~diego@user/dviola)
[23:13:31] *** Joins: Guest2 (~Guest2@2a02:27b0:5301:e490:8b2:cdb4:639c:8be4)
[23:15:12] *** Quits: Guest2 (~Guest2@2a02:27b0:5301:e490:8b2:cdb4:639c:8be4) (Client Quit)
[23:16:09] <ox1eef> cuba, rum, webmachine-ruby
[23:18:11] <gr33n7007h> Nitro
[23:22:18] *** Quits: fef (~thedawn@user/thedawn) (Ping timeout: 276 seconds)
[23:32:05] *** Joins: roshanavand (~roshanava@p200300d47f01a3006ae26b065900f0f0.dip0.t-ipconnect.de)
[23:32:43] <adam12> Thanks :)
[23:33:11] <adam12> I forgot about Nitro. I think it was inspiration for Ramaze.
[23:35:20] <ox1eef> i seem to remember another, recent framework for building websocket apps. not sure. its a vague memory, and i guess never took off.
[23:35:52] *** Joins: ur5us (~ur5us@2406:e002:6d58:d101:23b2:b738:8a21:f7ed)
[23:37:15] <adam12> Something like Goliath?
[23:37:20] <adam12> I thought that was one.
[23:37:59] <adam12> Micro-frameworks are interesting enough, but I'm looking at how we've done complex application startup in the past. Merb had a nice solution that I've cribbed, but I'm interested in seeing others.
[23:38:03] <adam12> I think dry-system does a DAG.
[23:38:48] <adam12> (Merb does a stack that each element can specify it's position by name)
[23:39:43] <ox1eef> goliath looks and sounds great, hadn't seen that befoe. it's close to what i'd like, with a simple class rather than a DSL of spaghetti.
[23:43:37] *** Quits: roshanavand (~roshanava@p200300d47f01a3006ae26b065900f0f0.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[23:46:39] <adam12> ox1eef: I didn't realize webmachine-ruby was still being maintained. Interesting.
[23:47:02] <ox1eef> i don't think it sees much activity but it is not dead yet
