[00:02:01] *** Joins: Bounga (~nico@82-65-32-175.subs.proxad.net)
[00:03:29] *** Quits: yauhsien (~yauhsien@61-231-58-114.dynamic-ip.hinet.net) (Ping timeout: 256 seconds)
[00:06:55] *** Joins: andrhua (~andrhua@31.134.187.8)
[00:07:39] *** Quits: phaleth (~phaleth@user/phaleth) (Quit: phaleth)
[22:37:08] *** Joins: glassofethanol (~ethanmorg@82.16.192.251)
[22:39:46] *** Quits: glassofethanol (~ethanmorg@82.16.192.251) (Client Quit)
[22:45:14] *** Quits: duane_ (~duane@172.58.62.177) (Ping timeout: 256 seconds)
[22:49:47] *** Joins: ur5us (~ur5us@203.86.198.200)
[23:11:13] *** Joins: 073AABQIG (~w1ntermut@dslb-002-201-217-078.002.201.pools.vodafone-ip.de)
[23:12:02] *** 073AABQIG is now known as w1ntermute
[23:21:26] *** Quits: ur5us (~ur5us@203.86.198.200) (Remote host closed the connection)
[23:21:40] *** Joins: ur5us (~ur5us@203.86.198.200)
[23:28:37] *** Joins: be1m0nt (~be1m0nt@pool-100-37-244-180.nycmny.fios.verizon.net)
[23:39:57] <hoppity> I am having a weird issue where an image looks correct in development but looks way bigger in production. I am on Phoenix 1.6.2 with webpack. Has anyone ran into this issue before?
[23:45:18] *** Quits: ur5us (~ur5us@203.86.198.200) (Ping timeout: 256 seconds)
[23:46:28] *** Joins: andrhua (~andrhua@31.134.187.8)
[23:58:13] <nickjj> hoppity, nope but does bigger mean it looks like it's been rendered without a class that keeps the size in check? if so, if you're using purge css with tailwind maybe that template path isn't included?
[23:59:07] <hoppity> nickjj: it could be, I just don't understand how migrating from Phoenix 1.6.0 to 1.6.2 could have caused this issue.
