[00:00:34] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[00:03:38] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[00:09:41] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 250 seconds)
[00:12:52] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[00:15:57] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[00:16:57] *** Joins: SchmoSeph (uid530771@tinside.irccloud.com)
[00:19:39] *** Quits: Szadek (~Szadek@185.209.196.178) (Ping timeout: 256 seconds)
[00:19:45] *** Joins: m0viefreak (~asdf@user/m0viefreak)
[00:20:33] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 256 seconds)
[00:21:29] *** Joins: ssiyad (~ssiyad@user/ssiyad)
[00:21:31] *** Joins: Szadek (~Szadek@92.60.40.220)
[00:25:35] *** Quits: Hackerpcs (~user@user/hackerpcs) (Quit: Hackerpcs)
[01:09:24] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[01:11:13] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 250 seconds)
[01:13:15] *** Quits: xenoterracide (~xenoterra@2600:1700:71d4:810:101f:cf82:e73c:f52b) (Ping timeout: 256 seconds)
[01:13:48] *** Quits: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle) (Client Quit)
[01:17:01] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[01:20:54] *** Quits: jiqiren (~jiqiren@oh-hi.org) (Quit: leaving)
[01:21:45] *** Joins: jiqiren (~jiqiren@oh-hi.org)
[01:22:09] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[01:22:57] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[01:25:02] *** Quits: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de) (Quit: They say a little knowledge is a dangerous thing, but it's not one half so bad as a lot of ignorance.)
[01:25:57] *** Quits: andril (~andril@c-66-229-99-96.hsd1.fl.comcast.net) (Ping timeout: 250 seconds)
[01:30:48] *** Joins: M9d0cd7d2[m] (~M9d0cd7d2@2001:470:69fc:105::1:1609)
[01:32:39] *** Quits: ahmedelg1 (~ahmedelga@2a02-a446-d88a-1-d4a-18a5-f8f5-83a4.fixed6.kpn.net) (Quit: WeeChat 3.3)
[01:34:56] *** Joins: reactormonk[m] (~reactormo@2001:470:69fc:105::3c24)
[01:35:48] *** Quits: beastDivision (~beastDivi@user/beastdivision) (Ping timeout: 276 seconds)
[01:39:20] *** Joins: beastDivision (~beastDivi@user/beastdivision)
[01:44:16] *** Joins: Psi-Jack[m] (~psi-jack@user/psi-jack)
[01:44:35] *** Joins: horseface (~horseface@user/horseface)
[01:45:07] *** Quits: horseface (~horseface@user/horseface) (Remote host closed the connection)
[01:45:26] *** Joins: ratijas (~ratijas@2001:470:69fc:105::f5e4)
[01:45:41] *** Joins: gloomy (~gloomy@2001:470:69fc:105::ce00)
[01:46:53] *** Joins: bew[m] (~bewm]@2001:470:69fc:105::507)
[01:46:55] *** Joins: fai (~fai@2001:470:69fc:105::3929)
[01:54:57] *** Joins: Delta[m] (~delta@2001:470:69fc:105::eeb)
[01:55:25] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 256 seconds)
[01:56:28] *** Joins: hsiktas[m] (~hsiktasm]@2001:470:69fc:105::30d4)
[01:56:37] *** Joins: sm1999 (~sm1999@2001:470:69fc:105::1:38c)
[01:56:41] *** Joins: Gamma[m] (~gamma@zsh/user/Gamma)
[01:57:00] *** Joins: jmcantrell (~jmcantrel@user/jmcantrell)
[01:57:11] *** Joins: ormaaj (~ormaaj@user/ormaaj)
[01:57:35] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[01:59:10] *** Quits: guido (~weechat@host-82-59-230-189.retail.telecomitalia.it) (Quit: WeeChat 3.4)
[01:59:20] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[02:03:06] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Max SendQ exceeded)
[02:07:38] *** Quits: rcf (rcf@iceland.sdf.org) (Quit: WeeChat 3.2.1)
[02:09:44] *** Joins: rgh[m] (~rghfilter@2001:470:69fc:105::de5d)
[02:13:30] *** Quits: beastDivision (~beastDivi@user/beastdivision) (Ping timeout: 276 seconds)
[02:14:17] *** Joins: rcf (rcf@sdf.org)
[02:19:14] *** Joins: MichaelGisbers[m (~mgisbersm@2001:470:69fc:105::3896)
[02:23:59] *** Quits: trevors (~trevors@user/trevors) (Quit: trevors)
[02:24:54] *** Joins: glacambre[m] (~glacambre@2001:470:69fc:105::1f5)
[02:26:23] *** Joins: saltrocklamp[m] (~hexology@user/hexology)
[02:29:25] *** Quits: lightbringer (mincer@user/lightbringer) (Ping timeout: 250 seconds)
[02:30:13] *** Quits: APic (~apic@apic.name) (Ping timeout: 256 seconds)
[02:31:05] *** Joins: lightbringer (mincer@2a0a-e5c0-2-2-0-c8ff-fe68-bf4a.loves.ipv6.at.ungleich.ch)
[02:31:05] *** Quits: lightbringer (mincer@2a0a-e5c0-2-2-0-c8ff-fe68-bf4a.loves.ipv6.at.ungleich.ch) (Changing host)
[02:31:05] *** Joins: lightbringer (mincer@user/lightbringer)
[02:31:42] *** Joins: APic (apic@apic.name)
[02:32:31] *** Rhys is now known as Guest7527
[02:32:31] *** Quits: Guest7527 (Rhys@help.lux.melted.me) (Killed (molybdenum.libera.chat (Nickname regained by services)))
[02:32:41] *** Joins: Rhvs (Rhys@help.lux.melted.me)
[02:34:56] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[02:37:55] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 256 seconds)
[02:38:57] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 240 seconds)
[02:42:39] *** Joins: andril (~andril@c-66-229-99-96.hsd1.fl.comcast.net)
[02:46:16] *** Joins: trevors (~trevors@user/trevors)
[02:47:25] *** Quits: Szadek (~Szadek@92.60.40.205) (Ping timeout: 250 seconds)
[02:49:28] *** Joins: Szadek (~Szadek@185.65.134.253)
[02:59:37] *** Quits: Szadek (~Szadek@185.65.134.253) (Ping timeout: 240 seconds)
[03:01:49] *** Joins: Szadek (~Szadek@92.60.40.205)
[03:04:10] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[03:12:15] *** Quits: trevors (~trevors@user/trevors) (Quit: trevors)
[03:24:35] *** Joins: trevors (~trevors@user/trevors)
[03:25:48] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[03:25:49] *** Quits: bomb-on (~bomb-on@194.144.47.113) (Quit: aллилѹіа!)
[03:26:36] *** Quits: danielsh_ (~danielsh@zsh/developer/danielsh) (Quit: danielsh_)
[03:30:23] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 256 seconds)
[03:33:37] *** Quits: m0viefreak (~asdf@user/m0viefreak) (Remote host closed the connection)
[03:49:57] *** Joins: noboruma (~noboruma@202-189-221-251.tokyo.fdn.vectant.ne.jp)
[03:56:41] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 256 seconds)
[03:58:23] *** Quits: andril (~andril@c-66-229-99-96.hsd1.fl.comcast.net) (Ping timeout: 256 seconds)
[04:03:23] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[04:05:46] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[04:13:45] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[04:17:57] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 240 seconds)
[04:20:15] *** Quits: rex4539 (~rex4539@gateway/tor-sasl/rex4539) (Ping timeout: 276 seconds)
[04:41:28] *** Joins: horseface (~horseface@user/horseface)
[04:46:29] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[04:48:11] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[04:50:19] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Quit: exiting 3.4)
[04:50:52] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[04:52:17] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 240 seconds)
[04:56:45] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Ping timeout: 256 seconds)
[04:57:54] *** Joins: pmwals09 (~pmwals09@c-73-218-223-243.hsd1.ma.comcast.net)
[04:58:27] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 256 seconds)
[05:00:22] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[05:03:14] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[05:06:16] *** Quits: SchmoSeph (uid530771@tinside.irccloud.com) (Quit: Connection closed for inactivity)
[05:09:34] *** Quits: xx (~xx@user/xx) (Ping timeout: 250 seconds)
[05:10:07] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Ping timeout: 256 seconds)
[05:11:15] *** Quits: horseface (~horseface@user/horseface) (Ping timeout: 256 seconds)
[05:11:17] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 240 seconds)
[05:11:45] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[05:14:03] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[05:16:45] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[05:18:57] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 240 seconds)
[05:22:26] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[05:24:15] *** Joins: malina (~malina@user/malina)
[05:26:37] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 240 seconds)
[05:28:30] *** Joins: horseface (~horseface@user/horseface)
[05:29:13] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[05:32:15] *** Joins: Torr (~Torr@user/torr)
[05:32:16] *** Quits: maetthew (~maetthew@user/maetthew) (Quit: ZNC 1.8.2 - https://znc.in)
[05:33:17] *** Quits: horseface (~horseface@user/horseface) (Ping timeout: 240 seconds)
[05:34:52] *** Joins: maetthew (~maetthew@c188-150-159-232.bredband.tele2.se)
[05:34:52] *** Quits: maetthew (~maetthew@c188-150-159-232.bredband.tele2.se) (Changing host)
[05:34:52] *** Joins: maetthew (~maetthew@user/maetthew)
[05:37:17] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 240 seconds)
[05:43:53] *** Joins: rex4539 (~rex4539@gateway/tor-sasl/rex4539)
[05:49:18] *** Quits: rex4539 (~rex4539@gateway/tor-sasl/rex4539) (Ping timeout: 276 seconds)
[05:56:00] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[05:59:05] *** Quits: Guest3959 (epony@lz2.eu) (Quit: QUIT)
[06:00:33] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 256 seconds)
[06:04:29] *** Joins: epony (epony@user/epony)
[06:07:21] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Ping timeout: 256 seconds)
[06:10:00] *** Joins: rex4539 (~rex4539@gateway/tor-sasl/rex4539)
[06:14:20] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[06:15:18] *** Quits: rex4539 (~rex4539@gateway/tor-sasl/rex4539) (Ping timeout: 276 seconds)
[06:18:14] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[06:31:18] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[06:34:32] *** Quits: zeden (~zeden@user/zeden) (Quit: WeeChat 3.4)
[06:34:42] *** Joins: cdown_ (~cdown@188.214.11.14)
[06:35:17] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 240 seconds)
[06:36:29] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 256 seconds)
[06:37:32] *** Quits: cdown (~cdown@163.114.131.1) (Ping timeout: 250 seconds)
[06:37:41] *** cdown_ is now known as cdown
[06:45:05] *** Quits: nyah (~nyah@05453449.skybroadband.com) (Ping timeout: 250 seconds)
[06:51:16] *** Quits: dbasinge (~dbasinge@ubuntu/member/dbasinge) (Quit: The Lounge - https://thelounge.chat)
[06:55:08] *** Joins: dbasinge (~dbasinge@ubuntu/member/dbasinge)
[06:58:35] *** Quits: dbasinge (~dbasinge@ubuntu/member/dbasinge) (Client Quit)
[06:59:00] *** Joins: dbasinge (~dbasinge@ubuntu/member/dbasinge)
[07:02:48] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[07:04:34] *** Joins: horseface (~horseface@user/horseface)
[07:07:02] *** Quits: xcm (~xcm@static.90.45.69.159.clients.your-server.de) (Remote host closed the connection)
[07:07:20] *** Joins: xcm (~xcm@user/xcm)
[07:07:25] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 250 seconds)
[07:13:10] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[07:17:29] *** Quits: horseface (~horseface@user/horseface) (Client Quit)
[07:24:12] *** Quits: hrnz (~ethical@vegan.im.it) (Quit: das ist mir zu bld hier; bb)
[07:24:42] *** Joins: hrnz (~ethical@vegan.im.it)
[07:46:09] *** Quits: trevors (~trevors@user/trevors) (Quit: trevors)
[07:51:13] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[07:55:17] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 240 seconds)
[08:05:15] *** Quits: zephros (~zephros@193.27.13.220) (Quit: WeeChat 3.4)
[08:08:37] *** Quits: cdown (~cdown@188.214.11.14) (Ping timeout: 256 seconds)
[08:10:42] *** Quits: gr33nR10t (~greenriot@user/gr33nr10t) (Ping timeout: 250 seconds)
[08:16:08] *** Joins: rex4539 (~rex4539@gateway/tor-sasl/rex4539)
[08:21:24] *** Quits: rex4539 (~rex4539@gateway/tor-sasl/rex4539) (Ping timeout: 276 seconds)
[08:25:54] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[08:30:10] *** Quits: pmwals09 (~pmwals09@c-73-218-223-243.hsd1.ma.comcast.net) (Remote host closed the connection)
[08:30:11] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 250 seconds)
[09:02:01] *** Quits: jklfds (~jklfds@user/jklfds) (Ping timeout: 245 seconds)
[09:02:52] *** Joins: jklfds (~jklfds@user/jklfds)
[09:06:10] *** Joins: ss4 (~wootehfoo@user/wootehfoot)
[09:08:35] *** Quits: wootehfoot (~wootehfoo@user/wootehfoot) (Ping timeout: 256 seconds)
[09:10:01] *** Joins: rex4539 (~rex4539@gateway/tor-sasl/rex4539)
[09:15:21] *** Quits: rex4539 (~rex4539@gateway/tor-sasl/rex4539) (Ping timeout: 276 seconds)
[09:16:17] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[09:19:03] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[09:20:17] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 240 seconds)
[09:23:13] *** Quits: malina (~malina@user/malina) (Remote host closed the connection)
[09:49:22] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[09:49:53] *** Joins: clarjon1 (~clarjon1@user/clarjon1)
[09:52:57] *** Quits: larryv (~larryv@zsh/patchmanager/larryv) (Quit: larryv)
[09:53:17] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 240 seconds)
[09:57:19] *** Quits: japh (~scp1@user/japh) (Ping timeout: 256 seconds)
[09:59:16] *** Joins: japh (~scp1@user/japh)
[10:05:08] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[10:08:42] *** Quits: japh (~scp1@user/japh) (Quit: Lost terminal)
[10:11:23] *** Joins: japh (~scp1@user/japh)
[10:15:37] *** Quits: japh (~scp1@user/japh) (Ping timeout: 240 seconds)
[10:16:15] *** Joins: rex4539 (~rex4539@gateway/tor-sasl/rex4539)
[10:21:00] *** Quits: rex4539 (~rex4539@gateway/tor-sasl/rex4539) (Ping timeout: 276 seconds)
[10:23:17] *** Quits: jklfds (~jklfds@user/jklfds) (Ping timeout: 250 seconds)
[10:23:36] *** Joins: jklfds (~jklfds@user/jklfds)
[10:24:32] *** Joins: japh (~scp1@user/japh)
[10:30:53] *** Joins: guido (~weechat@host-95-235-251-51.retail.telecomitalia.it)
[10:32:17] *** Quits: guido (~weechat@host-95-235-251-51.retail.telecomitalia.it) (Client Quit)
[10:32:27] *** Joins: guido (~weechat@host-95-235-251-51.retail.telecomitalia.it)
[10:46:41] *** Joins: csm3105 (~csm3105@143.red-83-48-84.staticip.rima-tde.net)
[10:47:32] *** Quits: guido (~weechat@host-95-235-251-51.retail.telecomitalia.it) (Quit: WeeChat 3.4)
[10:55:52] *** Quits: d1rewolf (sid312924@id-312924.helmsley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: skylite (~skylite@2E6B2CD6.catv.pool.telekom.hu) (*.net *.split)
[10:55:52] *** Quits: michele (~eraser@user/michele) (*.net *.split)
[10:55:52] *** Quits: keypusher (keypusher@user/keypusher) (*.net *.split)
[10:55:52] *** Quits: nickel8448 (~rahulwadh@147.80.76.34.bc.googleusercontent.com) (*.net *.split)
[10:55:52] *** Quits: kaivai_ (~kaivai@user/kaivai) (*.net *.split)
[10:55:52] *** Quits: cd (moony@hellomouse/dev/moony) (*.net *.split)
[10:55:52] *** Quits: CrashOverride (~strcat@p5485427d.dip0.t-ipconnect.de) (*.net *.split)
[10:55:52] *** Quits: sdu (~sidu@185.44.146.61) (*.net *.split)
[10:55:52] *** Quits: Kulrak (Kulrak@n122-109-158-59.rdl2.qld.optusnet.com.au) (*.net *.split)
[10:55:52] *** Quits: agireud (~agireud@user/agireud) (*.net *.split)
[10:55:52] *** Quits: TheCoffeMaker (~TheCoffeM@user/thecoffemaker) (*.net *.split)
[10:55:52] *** Quits: Keridos (~Keridos@ironhide.de) (*.net *.split)
[10:55:52] *** Quits: ft (~ft@shell.chaostreff-dortmund.de) (*.net *.split)
[10:55:52] *** Quits: FoH (~foh@user/foh) (*.net *.split)
[10:55:52] *** Quits: reset (~reset@user/reset) (*.net *.split)
[10:55:52] *** Quits: brentaarnold (~brentaarn@24.112.58.14) (*.net *.split)
[10:55:52] *** Quits: voidcat (~voidcat@user/voidcat) (*.net *.split)
[10:55:52] *** Quits: mcglk (~mcglk@131.191.49.120) (*.net *.split)
[10:55:52] *** Quits: piyo (~user@KBMfx-101p2-101.ppp11.odn.ad.jp) (*.net *.split)
[10:55:52] *** Quits: webstran- (~webstrand@user/webstrand) (*.net *.split)
[10:55:52] *** Quits: Mikachu (~Mikachu@zsh/developer/Mikachu) (*.net *.split)
[10:55:52] *** Quits: cryocaustik7 (~cryocaust@user/cryocaustik) (*.net *.split)
[10:55:52] *** Quits: scoobydoo (~scooby@user/scoobydoo) (*.net *.split)
[10:55:52] *** Quits: mehmedbasic (~quassel@85.191.76.100) (*.net *.split)
[10:55:52] *** Quits: kvn (~weechat@user/kvn) (*.net *.split)
[10:55:52] *** Quits: yamchah2 (~yamchah2@user/yamchah2) (*.net *.split)
[10:55:52] *** Quits: gl0woo (~gl0woozzz@phobos.whatbox.ca) (*.net *.split)
[10:55:52] *** Quits: Spydar007 (~spydar007@user/spydar007) (*.net *.split)
[10:55:52] *** Quits: mika (~mika@odysseus.grml.info) (*.net *.split)
[10:55:52] *** Quits: ecool (~ecool@ecool.dev) (*.net *.split)
[10:55:52] *** Quits: dmc (~dmc@archlinux/trusteduser/polyzen) (*.net *.split)
[10:55:52] *** Quits: les_ (~whome@user/les) (*.net *.split)
[10:55:52] *** Quits: machabot (~machabot@zsh/bot/machabot) (*.net *.split)
[10:55:52] *** Quits: zayita (~zayita@zsh/bot/zayita) (*.net *.split)
[10:55:52] *** Quits: Ganneff (~joerg@debian/joerg) (*.net *.split)
[10:55:52] *** Quits: Soliton (~Soliton@wesnoth/developer/soliton) (*.net *.split)
[10:57:18] *** Joins: Csm319_ (~csm3105@143.red-83-48-84.staticip.rima-tde.net)
[10:57:35] *** Quits: csm3105 (~csm3105@143.red-83-48-84.staticip.rima-tde.net) (Quit: Leaving)
[10:58:04] *** Joins: skylite (~skylite@2E6B2CD6.catv.pool.telekom.hu)
[10:58:04] *** Joins: michele (~eraser@user/michele)
[10:58:04] *** Joins: keypusher (keypusher@user/keypusher)
[10:58:04] *** Joins: nickel8448 (~rahulwadh@147.80.76.34.bc.googleusercontent.com)
[10:58:04] *** Joins: kaivai_ (~kaivai@user/kaivai)
[10:58:04] *** Joins: cd (moony@hellomouse/dev/moony)
[10:58:04] *** Joins: CrashOverride (~strcat@p5485427d.dip0.t-ipconnect.de)
[10:58:04] *** Joins: sdu (~sidu@185.44.146.61)
[10:58:04] *** Joins: Kulrak (Kulrak@n122-109-158-59.rdl2.qld.optusnet.com.au)
[10:58:04] *** Joins: agireud (~agireud@user/agireud)
[10:58:04] *** Joins: TheCoffeMaker (~TheCoffeM@user/thecoffemaker)
[10:58:04] *** Joins: Keridos (~Keridos@ironhide.de)
[10:58:04] *** Joins: ft (~ft@shell.chaostreff-dortmund.de)
[10:58:04] *** Joins: FoH (~foh@user/foh)
[10:58:04] *** Joins: reset (~reset@user/reset)
[10:58:04] *** Joins: brentaarnold (~brentaarn@24.112.58.14)
[10:58:04] *** Joins: voidcat (~voidcat@user/voidcat)
[10:58:04] *** Joins: mcglk (~mcglk@131.191.49.120)
[10:58:04] *** Joins: piyo (~user@KBMfx-101p2-101.ppp11.odn.ad.jp)
[10:58:04] *** Joins: webstran- (~webstrand@user/webstrand)
[10:58:04] *** Joins: Mikachu (~Mikachu@zsh/developer/Mikachu)
[10:58:04] *** Joins: cryocaustik7 (~cryocaust@user/cryocaustik)
[10:58:04] *** Joins: scoobydoo (~scooby@user/scoobydoo)
[10:58:04] *** Joins: mehmedbasic (~quassel@85.191.76.100)
[10:58:04] *** Joins: kvn (~weechat@user/kvn)
[10:58:04] *** Joins: yamchah2 (~yamchah2@user/yamchah2)
[10:58:04] *** Joins: gl0woo (~gl0woozzz@phobos.whatbox.ca)
[10:58:04] *** Joins: Spydar007 (~spydar007@user/spydar007)
[10:58:04] *** Joins: mika (~mika@odysseus.grml.info)
[10:58:04] *** Joins: ecool (~ecool@ecool.dev)
[10:58:04] *** Joins: dmc (~dmc@archlinux/trusteduser/polyzen)
[10:58:04] *** Joins: les_ (~whome@user/les)
[10:58:04] *** Joins: machabot (~machabot@zsh/bot/machabot)
[10:58:04] *** Joins: zayita (~zayita@zsh/bot/zayita)
[10:58:04] *** Joins: Ganneff (~joerg@debian/joerg)
[10:58:04] *** Joins: Soliton (~Soliton@wesnoth/developer/soliton)
[10:58:04] *** Joins: d1rewolf (sid312924@id-312924.helmsley.irccloud.com)
[10:58:39] *** Quits: michele (~eraser@user/michele) (Max SendQ exceeded)
[10:59:11] *** Joins: michele (~eraser@user/michele)
[11:00:11] *** Quits: Csm319_ (~csm3105@143.red-83-48-84.staticip.rima-tde.net) (Quit: Leaving)
[11:00:12] *** Quits: drc (~drc@user/drc) (Quit: http://quassel-irc.org - Chat comfortably. Anywhere.)
[11:00:18] *** Joins: iomari891 (~iomari891@105.112.138.38)
[11:00:42] *** Joins: drc (~drc@user/drc)
[11:02:44] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[11:10:13] *** Joins: kdudka (~kdudka@83-208-198-11.rcc.o2.cz)
[11:13:47] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[11:14:33] *** Joins: guido (~weechat@2001:b07:6455:ac4f:3641:5dff:fe55:2a8f)
[11:14:58] *** Quits: kdudka (~kdudka@83-208-198-11.rcc.o2.cz) (Client Quit)
[11:26:37] *** Quits: foul_owl (~kerry@94.140.8.105) (Ping timeout: 256 seconds)
[11:29:56] *** Joins: ahmedelgabri (~ahmedelga@2a02-a446-d88a-1-78c2-78dc-1eab-2aa3.fixed6.kpn.net)
[11:30:09] *** Joins: kdudka (kdudka@nat-pool-brq-t.redhat.com)
[11:36:22] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[11:41:44] *** Joins: foul_owl (~kerry@94.140.8.107)
[11:43:37] *** Joins: rex4539 (~rex4539@gateway/tor-sasl/rex4539)
[11:52:15] *** Joins: weltio (~weltio@80.90.154.190)
[12:15:48] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[12:19:34] *** Quits: ss4 (~wootehfoo@user/wootehfoot) (Quit: Leaving)
[12:19:50] *** Joins: wootehfoot (~wootehfoo@user/wootehfoot)
[12:24:25] *** Joins: jklfds_ (~jklfds@user/jklfds)
[12:27:01] *** Quits: jklfds (~jklfds@user/jklfds) (Ping timeout: 256 seconds)
[12:33:32] *** Joins: john_johnk (~Thunderbi@232.58.140.77.rev.sfr.net)
[12:50:26] *** Joins: gr33nR10t (~greenriot@user/gr33nr10t)
[12:55:00] *** Joins: neomatrix (uid539368@user/neomatrix)
[13:07:55] *** Joins: bartholin (~bartholin@158.110.70.210)
[13:23:07] *** Quits: jklfds_ (~jklfds@user/jklfds) (Ping timeout: 256 seconds)
[13:28:05] *** Joins: horseface (~horseface@user/horseface)
[13:31:49] *** Parts: brocellous (~brocellou@ip68-99-242-72.ph.ph.cox.net) (WeeChat 3.4)
[13:41:20] *** Quits: Techcable (~Techcable@168.235.93.147) (Remote host closed the connection)
[13:42:53] *** Joins: Techcable (~Techcable@168.235.93.147)
[13:46:15] *** Joins: pedalo (~pedalo@ip68.ip-141-94-15.eu)
[13:47:03] *** Quits: pedalo (~pedalo@ip68.ip-141-94-15.eu) (Remote host closed the connection)
[13:49:45] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 256 seconds)
[13:55:48] *** Joins: otisolsen70 (~otisolsen@xd4ed80b5.cust.hiper.dk)
[13:55:51] *** Joins: mcornella (~mcornella@2.152.201.107.dyn.user.ono.com)
[13:56:49] *** Quits: mcornella (~mcornella@2.152.201.107.dyn.user.ono.com) (Client Quit)
[14:12:10] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[14:20:35] *** Quits: SWISSMANN (~SWISSMANN@2001-4dd2-5e3c-0-df30-62d1-7594-7534.ipv6dyn.netcologne.de) (Quit: WeeChat 3.4)
[14:23:53] *** Joins: SWISSMANN (~SWISSMANN@2001-4dd2-5e3c-0-df30-62d1-7594-7534.ipv6dyn.netcologne.de)
[14:36:37] *** Quits: john_johnk (~Thunderbi@232.58.140.77.rev.sfr.net) (Ping timeout: 240 seconds)
[14:48:21] *** Quits: horseface (~horseface@user/horseface) (Client Quit)
[14:52:50] *** Quits: lxsameer (lxsameer@user/lxsameer) (Ping timeout: 250 seconds)
[14:54:41] *** Joins: lxsameer (~lxsameer@user/lxsameer)
[14:58:23] *** Quits: Kulrak (Kulrak@n122-109-158-59.rdl2.qld.optusnet.com.au) (Remote host closed the connection)
[14:58:33] *** Quits: rex4539 (~rex4539@gateway/tor-sasl/rex4539) (Ping timeout: 276 seconds)
[15:02:05] *** Quits: kvn (~weechat@user/kvn) (Quit: WeeChat 3.1)
[15:05:00] *** Joins: kvn (~weechat@user/kvn)
[15:09:05] *** Quits: japh (~scp1@user/japh) (Ping timeout: 256 seconds)
[15:10:37] *** Quits: reset (~reset@user/reset) (Quit: reset)
