[00:00:34] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[00:05:46] <relipse> ok i figured it out
[10:50:48] *** Parts: jnugle (~jnugle@2406:7400:73:94e:ec23:eb97:665b:4d3e) (WeeChat 3.4)
[10:51:49] *** Quits: stenno (~stenno@user/stenno) (Ping timeout: 240 seconds)
[10:51:54] *** Joins: tirnanog (~tirnanog@user/tirnanog)
[10:55:52] *** Quits: michele (~eraser@user/michele) (*.net *.split)
[10:55:52] *** Quits: keypusher (keypusher@user/keypusher) (*.net *.split)
[10:55:52] *** Quits: mooz (~none@173.208.98.70) (*.net *.split)
[10:55:52] *** Quits: AnrDaemon (~ZNC@darkdragon-nln.starlink.ru) (*.net *.split)
[10:55:52] *** Quits: elycin_ (~elycin@ec2-54-163-129-255.compute-1.amazonaws.com) (*.net *.split)
[10:55:52] *** Quits: gonogo (~gonogo@167.88.62.87) (*.net *.split)
[10:55:52] *** Quits: infernix (~nix@spirit.infernix.net) (*.net *.split)
[10:55:52] *** Quits: axisys (~axisys@ec2-52-207-123-244.compute-1.amazonaws.com) (*.net *.split)
[10:55:52] *** Quits: Stanley (~stanley@d66-183-88-69.bchsia.telus.net) (*.net *.split)
[10:55:52] *** Quits: gde33 (~gde33@84-106-154-98.cable.dynamic.v4.ziggo.nl) (*.net *.split)
[10:55:52] *** Quits: brentaarnold (~brentaarn@24.112.58.14) (*.net *.split)
[10:55:52] *** Quits: justGhost (~justache@user/justache) (*.net *.split)
[10:55:52] *** Quits: ham5 (~iamfive@user/ham5) (*.net *.split)
[10:55:52] *** Quits: cryocaustik7 (~cryocaust@user/cryocaustik) (*.net *.split)
[10:55:52] *** Quits: Phil-Work (~phil@62.3.100.20) (*.net *.split)
[10:55:52] *** Quits: Norkle (~norkle@admin.nasa-g0v.com) (*.net *.split)
[10:55:53] *** Quits: DoubleJ (~DoubleJ@user/doublej) (*.net *.split)
[10:58:01] *** Joins: michele (~eraser@user/michele)
[10:58:01] *** Joins: keypusher (keypusher@user/keypusher)
[10:58:01] *** Joins: gonogo (~gonogo@167.88.62.87)
[10:58:01] *** Joins: mooz (~none@173.208.98.70)
[10:58:01] *** Joins: AnrDaemon (~ZNC@darkdragon-nln.starlink.ru)
[10:58:01] *** Joins: elycin_ (~elycin@ec2-54-163-129-255.compute-1.amazonaws.com)
[10:58:01] *** Joins: infernix (~nix@spirit.infernix.net)
[10:58:01] *** Joins: axisys (~axisys@ec2-52-207-123-244.compute-1.amazonaws.com)
[10:58:01] *** Joins: Stanley (~stanley@d66-183-88-69.bchsia.telus.net)
[10:58:01] *** Joins: gde33 (~gde33@84-106-154-98.cable.dynamic.v4.ziggo.nl)
[10:58:01] *** Joins: brentaarnold (~brentaarn@24.112.58.14)
[10:58:01] *** Joins: justGhost (~justache@user/justache)
[10:58:01] *** Joins: ham5 (~iamfive@user/ham5)
[10:58:01] *** Joins: cryocaustik7 (~cryocaust@user/cryocaustik)
[10:58:01] *** Joins: Phil-Work (~phil@62.3.100.20)
[10:58:01] *** Joins: Norkle (~norkle@admin.nasa-g0v.com)
[10:58:01] *** Joins: DoubleJ (~DoubleJ@user/doublej)
[10:58:39] *** Quits: michele (~eraser@user/michele) (Max SendQ exceeded)
[10:59:11] *** Joins: michele (~eraser@user/michele)
[11:00:03] *** Quits: BadAdviceCat (~BadAdvice@user/badadvicecat) (Remote host closed the connection)
[11:00:28] *** Joins: BadAdviceCat (~BadAdvice@user/badadvicecat)
[11:04:01] *** Joins: luigibu (~luigi@93.176.144.84)
[11:04:53] *** Parts: catbeard (~noise@user/catbeard) (Bye!)
[11:05:15] *** Joins: jnugle (~jnugle@2406:7400:73:94e:ec23:eb97:665b:4d3e)
[11:05:30] <jnugle> what is a sane value for session.save_path in php.ini?
[11:07:04] *** arash- is now known as arash
[11:08:38] <arash> Hello, Is it recommended to use template engines such as a smarty to easily separate my html code and write html code faster?
[11:09:48] <AllenJB> jnugle: I would recommend a path specific to the application, outside of the web root (ie. not accessible from the web) and outside of /tmp (because some setups will wipe /tmp on reboot, which isn't really desirable)
[11:10:34] <AllenJB> arash: I would say it's recommended to separate views from logic, but you don't need to use a template engine to do that.
[11:13:33] <arash> AllenJB, how can I do it without template engine? I mean there is no way to pass variable to html file so I need to combine html with php, you say for example pass variable to another php file (to handle views) and from there combine html with php?
[11:13:41] *** Joins: fef (~thedawn@user/thedawn)
[11:14:33] *** Joins: guido (~weechat@2001:b07:6455:ac4f:3641:5dff:fe55:2a8f)
[11:15:44] <AllenJB> arash: You can just use a normal require. eg: require "../views/add.php"; // add.php will see all the same variables as if it were written at that point in the including script
[11:15:51] <jnugle> AllenJB: so would a path like /var/data/nextcloud/session/ be good?
[11:15:59] <jnugle> what is it used for?
[11:16:44] <arash> AllenJB, I see. thank you.
[11:17:24] <AllenJB> session.save_path is used to store the server-side session data (the actual contents you see in $_SESSION). Using PHP's default session handler / settings you'll see 1 file per session.
[11:19:15] *** Joins: lord4163_ (~lord4163@81-233-183-142-no86.tbcn.telia.com)
[11:19:50] *** Quits: lord4163 (~lord4163@90-230-194-205-no86.tbcn.telia.com) (Ping timeout: 252 seconds)
[11:19:54] *** lord4163_ is now known as lord4163
[11:28:07] *** Joins: stenno (~stenno@user/stenno)
[11:30:35] *** Quits: mintoyatsu (~mint@user/mintoyatsu) (Remote host closed the connection)
[11:36:57] *** Quits: fsoc (~shynerd@bison.alphaw0lf.xyz) (Ping timeout: 250 seconds)
[11:41:28] *** Joins: CrazyEddy (crazyed@2603:300a:1d10:c000:de4a:3eff:fe88:cc5f)
[11:49:11] *** Quits: luigibu (~luigi@93.176.144.84) (Read error: Connection reset by peer)
[11:50:16] *** Joins: luigibu (~luigi@93.176.144.84)
[11:52:17] *** Joins: Fede_HC (~Guest55@185.230.82.40)
[11:55:40] <Fede_HC> hello guys, does somebody know how i can delete a <tr> in a variable containing a html string by id, if an other variable is empty?
[11:58:53] <TML> Fede_HC: What?
[11:59:05] <AllenJB> For parsing HTML and locating specific entities, look at DomDocument and DomXPath
[11:59:30] <Fede_HC> i tried with that: https://pastebin.com/XkPxL3F9 but i dont want to print the html 2 times if the variable is empty but change the variable message
[12:01:59] <TML> Fede_HC: So change the variable $message instead of echoing the modified HTML
[12:03:07] <Fede_HC> yes that's what i want but am not able to do that X)
[12:05:24] <TML> Fede_HC: Why not?
[12:06:07] <TML> Fede_HC: You have a line of code that is echoing the modified HTML, do you not?
[12:09:39] *** Quits: Icedream (~icedream@hzn-b.serverkomplex.de) (Quit: A lol made me boom.)
[12:10:57] <Fede_HC> yes but how can i instead of echoing the modified html save the result in the variable message and then echo that variable?
[12:13:10] *** Joins: NakedKing (~NakedKing@user/nakedking)
[12:13:20] <NakedKing> o/ Hey @LL
[12:13:36] <Fede_HC> istead of echo maybe $message = "Remaining: [" . $doc->saveHTML() . "]\n";
[12:14:21] <NakedKing> $myInt = 1199882310000    ,   how can i show it like that: 1.199
[12:15:12] <NakedKing> i need to put . after 12 char and then trim last 9 char and
[12:16:17] *** Quits: Mr-Snick (mr-snick@gateway/vpn/protonvpn/mr-snick) (Ping timeout: 240 seconds)
[12:17:34] <TinoDidriksen> So, you want to format it as trillions? Always trillions, or should it just format as whatever the magnitude is?
[12:18:02] *** Joins: richardjh (~Thunderbi@157.231.31.255)
[12:18:08] <TinoDidriksen> Anyway, https://www.php.net/number_format and substr() can do it.
[12:18:22] <NakedKing> isnt substr for string values?
[12:20:27] <Fede_HC> +TML : yes ok that worked, and what if i have to check more variables and delete more <tr> but dont want to repeat the if statement more times but use the same
[12:21:09] <TML> Fede_HC: You want to use the same if statement to check different variables?
[12:21:48] <Fede_HC> yes is that possible?
[12:21:54] *** Joins: eXtr3m0 (~eXtr3m0@user/eXtr3m0)
[12:22:24] <TML> !+babbage
[12:22:24] <php-bot> "I am not able rightly to apprehend the kind of confusion of ideas that could provoke such a question." -- Charles Babbage
[12:23:28] <Fede_HC> for exaple if variable x = 2 delete id=1 and if variable y=3 delete id = 2
[12:23:59] <TML> Note how when you explained that in English you had to use word if twice?
[12:24:01] <Fede_HC> i know i am a noob trying to make stuff
[12:24:50] <Fede_HC> yes i noticed that
[12:25:11] <Fede_HC> so i gaved myself an answer :D
[12:25:11] *** Joins: tercaL (~tercaL@user/tercal)
[12:25:19] <TML> Fede_HC: You *can* chain multiple checks in a single conditional expressions, but then it will do all the operations in the block and only if ALL statements are true, e.g.: if ($foo === "x" && $bar === "y") { removeThing1; removeThing2; }
[12:25:37] <TML> But I don't think that's what you're looking for
[12:28:13] *** Joins: Icedream (~icedream@hzn-b.serverkomplex.de)
[12:29:36] *** Joins: DevAntoine (~DevAntoin@2a01:e34:ec18:50c0:1498:75d8:5496:f62f)
[12:29:39] <Fede_HC> so i have to do it like that? https://pastebin.com/tFzpSiWw
[12:29:45] <Fede_HC> correct?
[12:30:20] <TML> Fede_HC: Try using 3vl4.org instead of pastebin, it will actually allow you to execute the code and see the result
[12:30:27] <TML> And then I don't have to visit pastebin.com
[12:32:42] <Fede_HC> ill remember that
[12:32:43] <Fede_HC> https://3v4l.org/LWJb9
[12:38:35] <TML> Fede_HC: Does that code do what you intended?
[12:43:42] <Fede_HC> yes it works, am only trying to understand if this is the best way to do it. Cause if i have 30 variables there is a lot of code
[12:48:28] <TML> Fede_HC: Well, what most people would do in that case is look at all the code that repeats, and think "Maybe I can define a function that runs the common stuff, and takes arguments for the parts that change each time"
[12:50:36] *** Joins: LucaTM (~LucaTM@user/lucatm)
[12:50:43] <Fede_HC> ok i understand, ill try to do that also
[12:50:59] <Fede_HC> +TML: thank you very much for your help
[12:52:39] *** Joins: Naktibalda (~Naktibald@88.135.22.17)
[12:56:08] *** Joins: Simplar (~quassel@188.163.93.241)
[12:56:28] <TML> Fede_HC: An example might look something like https://3v4l.org/tTBmc
[13:23:05] *** Joins: chao (~stenno@user/stenno)
[13:25:23] *** Quits: stenno (~stenno@user/stenno) (Ping timeout: 256 seconds)
[13:34:21] *** Quits: chao (~stenno@user/stenno) (Ping timeout: 256 seconds)
[13:36:17] *** Joins: chao (~stenno@user/stenno)
[13:52:13] *** Quits: jnugle (~jnugle@2406:7400:73:94e:ec23:eb97:665b:4d3e) (Quit: WeeChat 3.4)
[13:55:48] *** Joins: otisolsen70 (~otisolsen@xd4ed80b5.cust.hiper.dk)
[14:14:21] *** Quits: fef (~thedawn@user/thedawn) (Ping timeout: 276 seconds)
[14:19:58] *** Joins: Mr-Snick (mr-snick@gateway/vpn/protonvpn/mr-snick)
[14:29:01] *** Joins: Deuchnord (~Deuchnord@user/deuchnord)
[14:33:17] *** Quits: chao (~stenno@user/stenno) (Ping timeout: 240 seconds)
[15:01:23] *** Quits: Deuchnord (~Deuchnord@user/deuchnord) (Ping timeout: 256 seconds)
[15:05:25] *** Joins: mixfix41 (~sdenyninn@user/mixfix41)
[15:07:23] *** Joins: chao (~stenno@user/stenno)
[15:11:55] *** Quits: chao (~stenno@user/stenno) (Ping timeout: 256 seconds)
[15:12:02] *** Joins: stenno (~stenno@user/stenno)
[15:23:38] *** Quits: guido (~weechat@2001:b07:6455:ac4f:3641:5dff:fe55:2a8f) (Quit: WeeChat 3.4)
[15:26:21] *** Joins: pmercado_ (~pmercado@190.22.160.49)
[15:28:11] *** Quits: Hiccup (~cHoy@user/hiccup) (Remote host closed the connection)
[15:39:05] *** Joins: chao (~stenno@user/stenno)
[15:40:57] *** Quits: stenno (~stenno@user/stenno) (Ping timeout: 240 seconds)
[15:44:55] *** Quits: bodicceaII (~bodiccea@user/bodiccea) (Remote host closed the connection)
[15:45:15] *** Joins: bodicceaII (~bodiccea@user/bodiccea)
[15:52:49] *** Joins: guido (~weechat@host-95-238-252-231.retail.telecomitalia.it)
[16:00:58] *** Quits: Simplar (~quassel@188.163.93.241) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[16:03:14] *** Quits: biberu (~biberu@user/biberu) (Ping timeout: 268 seconds)
[16:06:33] *** Quits: mIk3_08 (~Thunderbi@user/mik3-08/x-2852566) (Quit: mIk3_08)
[16:10:37] *** Joins: biberu (~biberu@user/biberu)
[16:13:48] *** Quits: LucaTM (~LucaTM@user/lucatm) (Quit: Textual IRC Client: www.textualapp.com)
[16:14:24] *** Joins: operateur (~operateur@91.143.220.230)
[16:14:54] *** Joins: d[-_-]b (~stenno@user/stenno)
[16:17:17] *** Quits: chao (~stenno@user/stenno) (Ping timeout: 240 seconds)
[16:18:04] *** Joins: LucaTM (~LucaTM@user/lucatm)
[16:19:17] *** Quits: d[-_-]b (~stenno@user/stenno) (Ping timeout: 240 seconds)
[16:21:13] *** Joins: d[-_-]b (~stenno@user/stenno)
[16:22:19] *** d[-_-]b is now known as stenno
[16:35:19] *** Joins: Deuchnord (~Deuchnord@user/deuchnord)
[16:41:49] *** Quits: DevAntoine (~DevAntoin@2a01:e34:ec18:50c0:1498:75d8:5496:f62f) (Read error: Connection reset by peer)
[16:42:19] *** Joins: DevAntoine (~DevAntoin@2a01:e34:ec18:50c0:1498:75d8:5496:f62f)
[16:46:38] *** Joins: magla (~gelignite@d536277f.access.ecotel.net)
[16:57:53] *** Quits: operateur (~operateur@91.143.220.230) (Ping timeout: 256 seconds)
[16:59:26] *** Joins: operateur (~operateur@91.143.220.230)
[17:00:57] *** Quits: BadAdviceCat (~BadAdvice@user/badadvicecat) (Ping timeout: 256 seconds)
[17:01:05] <relipse> i have a bunch of data in relatively small text files, I assumed it would be easy to just open the files and do some regex on them to get the data I need, as opposed to uploading them all into a database first?
[17:01:31] *** Joins: BadAdviceCat (~BadAdvice@user/badadvicecat)
[17:02:16] <relipse> using file_get_contents()
[17:02:22] <relipse> hi BadAdviceCat
[17:02:57] *** Quits: biberu (~biberu@user/biberu) (Ping timeout: 240 seconds)
[17:05:17] <BadAdviceCat> Howdy!
[17:06:48] <Fede_HC> +TML: yes that's much better than what i did...  I got this error when i used to much if statements : Failed to load resource: the server responded with a status of 500
[17:08:35] *** Quits: magla (~gelignite@d536277f.access.ecotel.net) (Quit: Stay safe!)
[17:10:32] <Naktibalda> relipse: how does that data look like?
[17:10:40] *** Joins: biberu (~biberu@user/biberu)
[17:15:54] *** Quits: NakedKing (~NakedKing@user/nakedking) (Quit: Leaving)
[17:20:24] *** pmercado_ is now known as pmercado
[17:20:35] <Fede_HC> +TML: u really gaved me the motivation to start and learn more about coding, thx
[17:32:21] *** Parts: steve (~steven@li677-71.members.linode.com) ()
[17:36:55] *** Joins: ProfSimm (~ProfSimm@87.227.196.109)
[17:45:19] *** Quits: fahrradToken (~fahrradTo@2a02:810b:149f:f0f4::e3bb) (Read error: Connection reset by peer)
[17:46:03] *** Joins: fahrradToken (~fahrradTo@2a02:810b:149f:f0f4::e3bb)
[17:50:17] *** Quits: stenno (~stenno@user/stenno) (Ping timeout: 240 seconds)
[17:50:38] *** Joins: hans (uid529825@id-529825.helmsley.irccloud.com)
[18:00:49] *** Quits: wovixo (~wovixo@128.104.205.49) (Quit: Leaving)
[18:05:20] *** Joins: podeni (~podeni@188.27.130.140)
[18:09:53] <FightingFalcon> echo "here is a text line called:" . $title;
[18:10:09] <FightingFalcon> is there a way to check if $title is defined without if?
[18:10:38] <Naktibalda> you could use . ($title ?? '');
[18:11:45] <FightingFalcon> whats this concept called in php?
[18:11:57] *** Joins: stenno (~stenno@user/stenno)
[18:13:12] <Naktibalda> null coalescing operator
[18:14:07] <FightingFalcon> ok thanks a lot
[18:22:41] <FightingFalcon> can i also understand if media is uploaded as attachment but not regular image into post?
[18:22:53] <FightingFalcon> awww
[18:22:55] <FightingFalcon> sorry :D
[18:23:46] *** Joins: varrg (~varrg@h-176-10-198-245.A351.priv.bahnhof.se)
[18:24:56] <relipse> Do you all use the League Packages often?
[18:29:40] *** Joins: DrowningElysium (uid190788@user/drowningelysium)
[18:29:43] *** Quits: PovilasCNC (~PovilasCN@user/PovilasCNC) (Read error: Connection reset by peer)
[18:32:02] <AllenJB> relipse: The League is just an umbrella a number of developers choose to maintain their packages under. There's nothing particularly special about them. They do tend to be good quality, but I assign no special favor to them just because they're League packages.
[18:32:46] <judah> I second that, never had any real trouble with their stuff. Good quality packages. 10/10.
[18:33:10] <AllenJB> Personally I like the Plates templating library and several of my projects have made use of League/csv and Flysystem
[18:34:41] *** Quits: stenno (~stenno@user/stenno) (Ping timeout: 256 seconds)
[18:37:28] *** Joins: stenno (~stenno@user/stenno)
[18:38:08] *** Joins: nkm (~nkm@103.255.7.41)
[18:38:38] <relipse> yeah I was looking at the csv
[18:38:46] <relipse> looks like nice features
[18:43:08] <relipse> this is pretty slick too https://climate.thephpleague.com/terminal-objects/progress-bar/
[18:45:31] *** Joins: magla (~gelignite@d536277f.access.ecotel.net)
[18:47:30] *** Joins: Northwoods (~Northwood@202.14.122.173)
[18:49:01] *** Quits: nkm (~nkm@103.255.7.41) (Quit: Client closed)
[18:49:19] *** Joins: nkm (~nkm@103.255.7.41)
[18:50:38] <relipse> does anyone use Git Bash for windows here?
[18:51:53] <AllenJB> "Does anyone use ..." / "does anyone know about ..." is not likely to get you a useful answer. Pose a specific problem / ask a specific question.
[18:52:32] *** Joins: olle (~olle@p5784fa92.dip0.t-ipconnect.de)
[18:52:35] <olle> OK wait
[18:52:39] <olle> About composable parts.
[18:53:06] <olle> I said before all code should be either organising composable parts, or be a composable part. But maybe second rule should be: be *smallest* possible composable part...?
[18:54:06] <Naktibalda> so you are aiming for pyramid of 2 line functions?
[18:54:10] *** Joins: marc-o (e23c17097e@vps71629.serveur-vps.net)
[18:54:37] *** Quits: fahrradToken (~fahrradTo@2a02:810b:149f:f0f4::e3bb) (Ping timeout: 250 seconds)
[18:54:40] <olle> Naktibalda: Pyramid how? With indentation?
[18:55:01] <Naktibalda> I mean deep dependency tree
[18:55:16] <olle> Function call is not dependency tho
[18:56:43] <Naktibalda> what you wrote about seems similar to "right level of abstraction"
[18:57:34] <relipse> So basically the Git Bash terminal seems lacking, as the CLImate functions don't all work with it
[18:57:43] <relipse> maybe its better on linu
[18:57:45] <relipse> linux~
[18:58:47] <judah> why on earth would you use git bash on linux? use regular bash
[18:58:52] <judah> or zsh
[18:58:55] <judah> zsh best sh
[18:59:55] <marc-o> Hi. On a symfony 5.4.4 project with php 7.4, I got "502 Bad Gateway nginx/1.20.2" errors on some pages. But when I set `fastcgi.logging = 0` in  /etc/php/7.4/fpm/fpm.ini, then the 502 errors are gone, I can access the pages normally.  I don't understand at all what may be happening here. Can someone educate me ?
[19:00:28] <olle> Naktibalda: You have a link?
[19:00:54] *** Quits: nkm (~nkm@103.255.7.41) (Quit: Client closed)
[19:01:03] *** Joins: delboy1978uk (~delboy197@ip-213-49-8-163.dsl.scarlet.be)
[19:01:11] *** Parts: podeni (~podeni@188.27.130.140) ()
[19:01:12] <delboy1978uk> morning o/
[19:01:19] *** Quits: BadAdviceCat (~BadAdvice@user/badadvicecat) (Ping timeout: 256 seconds)
[19:01:25] <Naktibalda> olle: Clean Code book, probably
[19:01:38] <stenno> ctrlaltdelboy
[19:02:07] <olle> Naktibalda: Wonder if we still have it in the office...
[19:02:08] <delboy1978uk> what s the quickest was to camelCase a bunch of PascalCase array keys? I thought array_change_key_case but that converts the entire key
[19:02:14] <olle> delboy1978uk: Vim
[19:02:53] <delboy1978uk> olle: and then half an hour trying to :wq! it
[19:02:57] <Naktibalda> https://moderatemisbehaviour.github.io/clean-code-smells-and-heuristics/general/g6-code-at-wrong-level-of-abstraction.html
[19:03:01] <olle> delboy1978uk: ^^
[19:03:12] * olle Vim macros are kewl
[19:03:13] <stenno> never understood those vim jokes
[19:03:20] <delboy1978uk> lol
[19:03:30] <olle> The real Vim joke is pressing ctrl-s in an ssh session terminal
[19:03:39] <stenno> ctrl+s is a classic for any terminal app, yeah
[19:03:53] <delboy1978uk> i like nano
[19:03:57] <olle> Or ctrl-z and not knowing `fg`
[19:03:58] <stenno> ctrl+s -> nothing happens, you type something, nothing still happens
[19:04:01] <delboy1978uk> it helps my sanity
[19:04:05] <stenno> maybe i should use ctrl+q :P
[19:06:35] <relipse> finally, somoene who mastered the password prompt
[19:06:39] <relipse> $climate = new League\CLImate\CLImate();
[19:06:39] <relipse> $input    = $climate->password('Please enter password:');
[19:06:39] <relipse> $password = $input->prompt();
[19:06:52] *** Quits: undefined_bob (~undefined@user/undefined-bob/x-5411918) (Quit: WeeChat 1.5)
[19:09:17] *** Quits: tercaL (~tercaL@user/tercal) (Ping timeout: 240 seconds)
[19:14:13] <olle> Maybe "smallest composable part" would imply putting lots of side-effects inside command objects :d
[19:14:46] <olle> Or you need DSL to describe side-effects from a function. But that's just Haskell.
[19:15:51] *** Joins: ge (~g@37.214.33.95)
[19:18:53] *** Quits: stenno (~stenno@user/stenno) (Ping timeout: 256 seconds)
[19:22:20] *** Quits: magla (~gelignite@d536277f.access.ecotel.net) (Read error: Connection reset by peer)
[19:23:27] *** Joins: magla (~gelignite@d536277f.access.ecotel.net)
[19:30:36] *** Quits: delboy1978uk (~delboy197@ip-213-49-8-163.dsl.scarlet.be) (Quit: delboy1978uk)
[19:30:54] *** Quits: Deuchnord (~Deuchnord@user/deuchnord) (Remote host closed the connection)
[19:32:28] *** Joins: mikey_p (uid129477@id-129477.uxbridge.irccloud.com)
[19:32:33] *** Quits: Fede_HC (~Guest55@185.230.82.40) (Quit: Client closed)
[19:33:47] *** Joins: delboy1978uk (~delboy197@ip-213-49-8-163.dsl.scarlet.be)
[19:36:18] *** Joins: nkm (~nkm@103.255.7.41)
[19:38:27] *** Joins: stenno (~stenno@user/stenno)
[19:42:27] *** Quits: operateur (~operateur@91.143.220.230) (Ping timeout: 256 seconds)
[19:44:19] *** Quits: nkm (~nkm@103.255.7.41) (Quit: Client closed)
[19:46:08] <olle> Wait, no
[19:46:15] <olle> Tagless-final != monads
[19:47:14] *** Quits: ProfSimm (~ProfSimm@87.227.196.109) (Remote host closed the connection)
[19:49:04] *** Quits: de-facto (~de-facto@user/de-facto) (Remote host closed the connection)
[19:49:28] *** Joins: de-facto (~de-facto@user/de-facto)
[19:56:35] *** Quits: stenno (~stenno@user/stenno) (Ping timeout: 250 seconds)
[19:56:35] <relipse> is it me or does everyone make command line utility programs in php often?
[19:59:10] *** Joins: Rockwood (~Rocky@user/rocky)
[20:03:31] <biberu> relipse: independent utilities, or connected so some project otherwise written in php?
[20:03:45] <biberu> s/so/to/
[20:04:20] *** Quits: luigibu (~luigi@93.176.144.84) (Quit: WeeChat 3.4)
[20:07:24] <relipse> I guess connected to another project written in php most often
[20:07:27] <relipse> sometimes stand alone
[20:10:32] <Rockwood> biberu, o/
[20:11:46] <biberu> hey Rockwood
[20:12:28] <Rockwood> what is going on?
[20:12:55] <biberu> relipse: i've done so for tools that need to call other php directly, otherwise no, not really, but it depends on what you need and what you're familiar with ¯\_(ツ)_/¯
[20:17:02] *** Joins: da_wunder (~wunder@dsl-jklbng11-54fa51-220.dhcp.inet.fi)
[20:19:00] *** Joins: ms49434 (~ms49434@user/ms49434)
[20:24:30] *** Joins: stenno (~stenno@user/stenno)
[20:27:23] <delboy1978uk> here's how i camelCased my PascalCase array keys
[20:27:24] <delboy1978uk> array_combine(array_map(function($k){return lcfirst($k);}, array_keys($data)),array_values($data));
[20:27:52] <delboy1978uk> and no vim involved olle :-P
[20:30:15] *** Joins: operateur (~operateur@109.92.177.112)
[20:32:05] *** Quits: stenno (~stenno@user/stenno) (Ping timeout: 256 seconds)
[20:34:55] *** Quits: operateur (~operateur@109.92.177.112) (Ping timeout: 256 seconds)
[20:35:04] <arash> Hello, When working with DateTime class, which time formats I can pass to that class? I mean for example $dt = new DateTime('2012-03-11'); or $dt = new DateTime('2012/03/11'); how can I know acceptable formats?
[20:36:49] <AllenJB> arash: To the best of my knowledge, the constructor uses the same rules as strtotime. If you know the original format, you can instead use DateTime::createFromFormat()
[20:37:23] <arash> I think I found it https://www.php.net/manual/en/datetime.formats.php
[20:39:49] *** Joins: Rockwood_ (~Rocky@user/rocky)
[20:41:37] *** Quits: Rockwood (~Rocky@user/rocky) (Ping timeout: 240 seconds)
[20:42:02] *** Quits: Naktibalda (~Naktibald@88.135.22.17) (Quit: REALITY.SYS Corrupted: Re-boot universe? (Y/N/Q))
[20:42:46] *** Quits: richardjh (~Thunderbi@157.231.31.255) (Quit: richardjh)
[20:43:14] *** Joins: ___Rockwood__ (~Rocky@user/rocky)
[20:46:09] *** Joins: orr (~onildo@177.130.3.13)
[20:46:29] *** Quits: Rockwood_ (~Rocky@user/rocky) (Ping timeout: 256 seconds)
[20:47:17] *** Quits: AnrDaemon (~ZNC@darkdragon-nln.starlink.ru) (Ping timeout: 256 seconds)
[20:48:53] *** ___Rockwood__ is now known as Rockwood
[20:50:09] *** Joins: WishBoy (~WishBoy@user/wishboy)
[20:58:42] *** Joins: fef (~thedawn@user/thedawn)
[21:01:48] *** Quits: fef (~thedawn@user/thedawn) (Read error: Connection reset by peer)
[21:04:14] *** Joins: ProfSimm (~ProfSimm@176-12-60-137.pon.spectrumnet.bg)
[21:09:04] *** Quits: ProfSimm (~ProfSimm@176-12-60-137.pon.spectrumnet.bg) (Remote host closed the connection)
[21:14:08] *** Quits: delboy1978uk (~delboy197@ip-213-49-8-163.dsl.scarlet.be) (Quit: delboy1978uk)
[21:15:56] *** Joins: AnrDaemon (~ZNC@darkdragon-nln.starlink.ru)
[21:20:08] *** Joins: fef (~thedawn@user/thedawn)
[21:28:37] *** Quits: Rockwood (~Rocky@user/rocky) (Ping timeout: 240 seconds)
[21:30:18] *** Joins: operateur (~operateur@109-93-127-25.dynamic.isp.telekom.rs)
[21:30:50] *** Quits: magla (~gelignite@d536277f.access.ecotel.net) (Quit: Stay safe!)
[21:31:22] *** Joins: Mr-Snick_ (~mr-snick@c-73-183-97-137.hsd1.md.comcast.net)
[21:31:38] *** Joins: ProfSimm (~ProfSimm@176-12-60-137.pon.spectrumnet.bg)
[21:33:14] *** Joins: Mr-Snick__ (mr-snick@gateway/vpn/protonvpn/mr-snick)
[21:34:06] *** Quits: ProfSimm (~ProfSimm@176-12-60-137.pon.spectrumnet.bg) (Remote host closed the connection)
[21:34:19] *** Joins: ProfSimm (~ProfSimm@176-12-60-137.pon.spectrumnet.bg)
[21:34:57] *** Quits: operateur (~operateur@109-93-127-25.dynamic.isp.telekom.rs) (Ping timeout: 250 seconds)
[21:35:13] *** Quits: Mr-Snick (mr-snick@gateway/vpn/protonvpn/mr-snick) (Ping timeout: 256 seconds)
[21:36:37] *** Quits: Mr-Snick_ (~mr-snick@c-73-183-97-137.hsd1.md.comcast.net) (Ping timeout: 240 seconds)
[21:43:17] *** Quits: otisolsen70 (~otisolsen@xd4ed80b5.cust.hiper.dk) (Ping timeout: 240 seconds)
[21:45:25] *** Quits: ProfSimm (~ProfSimm@176-12-60-137.pon.spectrumnet.bg) (Ping timeout: 256 seconds)
[21:45:39] *** Quits: olle (~olle@p5784fa92.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[21:58:07] *** Quits: Northwoods (~Northwood@202.14.122.173) (Ping timeout: 256 seconds)
[22:07:31] *** Quits: molt (~molt@178-222-245-206.static.isp.telekom.rs) (Ping timeout: 256 seconds)
[22:09:16] *** Quits: Oclair_ (~Oclair@nq3.aventia.pw) (Quit: %Cya%)
[22:11:46] *** Joins: Oclair (~Oclair@nq3.aventia.pw)
[22:15:14] *** Quits: Oclair (~Oclair@nq3.aventia.pw) (Client Quit)
[22:18:49] *** Joins: Oclair (~Oclair@nq3.aventia.pw)
[22:20:08] *** Joins: mintoyatsu (~mint@user/mintoyatsu)
[22:54:57] *** Joins: magla (~gelignite@d536277f.access.ecotel.net)
[23:05:23] *** Joins: ThePhilgrim (~ThePhilgr@151.41.185.44)
