[00:01:02] <Arsimael> Atsuko, I already< tried this. Here's the fun part: Even if I call ffmpeg with "ffmpeg -blah >/dev/null" it still shows that debug/verbose stuff. If I run it outside of the script: No problem at all.
[00:07:05] <another|> what stuff?
[00:13:29] *** Joins: Gaboradon (~Gaboradon@user/Gaboradon)
[00:15:01] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[00:16:41] *** Joins: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net)
[00:17:10] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Client Quit)
[00:44:56] *** Quits: igh4st[m] (~igh4stmat@2001:470:69fc:105::35ce) (Ping timeout: 245 seconds)
[00:45:01] *** Joins: System_Error (~SystemErr@user/systemerror)
[00:45:01] *** Joins: bitblit_ (~bitblit@gateway/tor-sasl/bitblit)
[00:45:01] *** Joins: milkt (~debian@gateway/tor-sasl/milkt)
[00:45:01] *** Joins: pong (~beaver@user/pong)
[00:45:01] *** Joins: hpkn (~hpkn@gateway/tor-sasl/hpkn)
[00:45:01] *** Joins: adanwan_ (~adanwan@gateway/tor-sasl/adanwan)
[00:45:01] *** Joins: w1kl4s (~w1kl4s@user/w1kl4s)
[00:45:01] *** Joins: rdrg109 (~rdrg109@user/rdrg109)
[00:45:01] *** Joins: ops (~ops@user/echelon)
[00:45:01] *** Joins: Nick_d0gb0y (sid467444@id-467444.lymington.irccloud.com)
[00:45:01] *** Joins: video2go (sid515994@id-515994.lymington.irccloud.com)
[00:45:02] *** Quits: ixlun (~ixlun@2001:470:69fc:105::41b3) (Ping timeout: 240 seconds)
[00:45:02] *** Quits: Celmor[m] (~celmor@2001:470:69fc:105::434) (Ping timeout: 240 seconds)
[00:45:04] *** Joins: finsternis (~X@23.226.237.192)
[00:45:08] *** Quits: rdrg109 (~rdrg109@user/rdrg109) (Max SendQ exceeded)
[00:45:08] *** Quits: gnurou (~gnurou@2001:470:69fc:105::c23b) (Ping timeout: 252 seconds)
[00:45:08] *** Quits: msmith12[m] (~msmith12m@2001:470:69fc:105::bdfc) (Ping timeout: 252 seconds)
[00:45:08] *** Quits: jake[m]1 (~skyblmatr@2001:470:69fc:105::1:173b) (Ping timeout: 252 seconds)
[00:45:11] *** Quits: pong (~beaver@user/pong) (Max SendQ exceeded)
[00:45:11] *** Quits: sebbu (~sebbu@user/sebbu) (Read error: Connection reset by peer)
[00:45:13] *** Joins: epony (epony@lz2.eu)
[00:45:17] *** Joins: roxlu (~roxlu@2a01:7c8:aac0:286:8c3a:b01c:3830:245b)
[00:45:17] *** Joins: alexandre[m] (~alexandre@2001:470:69fc:105::6e26)
[00:45:17] *** Joins: yuu[m] (~yuumatrix@2001:470:69fc:105::8a6)
[00:45:17] *** Joins: YakoYoku (~yakoyoku@2001:470:69fc:105::780)
[00:45:17] *** Joins: ecs (~ecs@user/ecs)
[00:45:17] *** Joins: hardwire (sid415742@id-415742.uxbridge.irccloud.com)
[00:45:17] *** Joins: Naleksuh (sid454423@wikimedia/naleksuh)
[00:45:17] *** Joins: ePirat (~ePirat@user/epirat)
[00:45:17] *** Joins: nrg (~NRG@user/nrg)
[00:45:17] *** Joins: microchip_ (~neutrino@user/microchip/x-0766185)
[00:45:17] *** Joins: NaviTheFairy (~Squirrel@user/navithefairy)
[00:45:17] *** Joins: user282069 (~user@li1512-248.members.linode.com)
[00:45:17] *** Joins: Keshl (~Purple@idlerpg/player/Keshl)
[00:45:17] *** Joins: dbal_ (~dbal@c-98-198-217-184.hsd1.tx.comcast.net)
[00:45:17] *** Joins: derchris (~derchris@mm.derchris.eu)
[00:45:17] *** Joins: blackop (~ocloud@user/blackop)
[00:45:17] *** Joins: Brocker (~NoBody@user/brocker)
[00:45:17] *** Joins: hendry (~hendry@210.23.22.2)
[00:45:17] *** Joins: Buliarous (~gypsydang@46.232.210.139)
[00:45:17] *** Joins: fatalis_ (~fatalis@104.128.62.36)
[00:45:17] *** Joins: garfvl (~root@ns530260.ip-149-56-24.net)
[00:45:17] *** Joins: auri (~quassel@fsf/member/auri)
[00:45:17] *** Joins: nickster (~nickster@67.207.91.6)
[00:45:17] *** Joins: Fenrir (~Fenrir@user/fenrir)
[00:45:18] *** Quits: alexandre[m] (~alexandre@2001:470:69fc:105::6e26) (Ping timeout: 245 seconds)
[00:45:19] *** Quits: yuu[m] (~yuumatrix@2001:470:69fc:105::8a6) (Ping timeout: 245 seconds)
[00:45:19] *** Quits: YakoYoku (~yakoyoku@2001:470:69fc:105::780) (Ping timeout: 245 seconds)
[00:45:19] *** Quits: hendry (~hendry@210.23.22.2) (Max SendQ exceeded)
[00:45:19] *** Quits: vulpine (~xfnw@pidgin.owen.bellz.org) (Max SendQ exceeded)
[00:45:19] *** Quits: boris[m]12 (~borisruna@2001:470:69fc:105::32f3) (Max SendQ exceeded)
[00:45:32] *** Quits: OTIBA[m] (~otibamatr@2001:470:69fc:105::1:8979) (Ping timeout: 240 seconds)
[00:45:38] *** Quits: kepstin (~kepstin@user/kepstin) (Ping timeout: 260 seconds)
[00:45:41] *** Quits: spanwysm[m] (~spanwysm@2001:470:69fc:105::e0a) (Ping timeout: 252 seconds)
[00:45:41] *** Quits: guilhermek[m] (~guilherme@2001:470:69fc:105::1:549a) (Ping timeout: 252 seconds)
[00:45:51] *** Quits: sixecho (~sixecho@2001:470:69fc:105::32) (Ping timeout: 250 seconds)
[00:46:06] *** Quits: OTIBA[m]1 (~otibanerd@2001:470:69fc:105::1:8987) (Ping timeout: 260 seconds)
[00:46:29] *** Joins: sebbu (~sebbu@2a01:cb10:856f:3000:70bc:5bd0:8f78:3b97)
[00:47:11] *** Quits: elastic_dog (~elastic_d@2a01:118f:822:9c00:f583:aa51:9ad4:d4fb) (Read error: Connection reset by peer)
[00:47:13] *** Quits: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de) (Client Quit)
[00:47:27] *** Joins: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de)
[00:47:36] *** Joins: elastic_dog (~elastic_d@2a01:118f:822:9c00:f583:aa51:9ad4:d4fb)
[00:47:38] *** Joins: hendry (~hendry@210.23.22.2)
[00:47:49] *** Quits: itok (sid418430@id-418430.ilkley.irccloud.com) (Ping timeout: 240 seconds)
[00:48:04] *** Quits: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de) (Client Quit)
[00:48:22] *** Joins: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de)
[00:50:28] *** Joins: itok (sid418430@ilkley.irccloud.com)
[00:50:29] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Remote host closed the connection)
[00:51:28] <Arsimael> c_14, none of this is set. "ffmpeg -i in.mkv -map 0 -c:v hevc_nvenc -c:a copy -c:s copy out.mkv" This is basically how ffpeg gets called.
[00:51:39] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[00:51:55] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[00:52:26] <c_14> try -nostdin
[00:53:42] <Arsimael> No I am having absolutely no output :D
[00:53:46] <Arsimael> *Now
[00:55:47] <c_14> Is that what you wanted? Otherwise with that set you can now use -loglevel to set the loglevel to what you want or -stats or whatever
[00:58:11] <Arsimael> Sorry, if I wasn't clear on that. the regular "hey I am doing file X and I am currintly at timestamp Y" would be nice. I am just confused why it's running completely normal when I manually start it, but goes nuts when I start it via script.
[00:59:15] <Arsimael> On the other hand, I can simply add an echo line saying "Now encoding file X" (I usually keep it running on my server in a screen session)
[00:59:23] <c_14> ffmpeg has a "command" interface on stdin by default with which you can ask it to quit (q), but also change verbosity and turn on debugging (one of v/V/d iirc). Adding -nostdin turns that off
[00:59:55] <c_14> so if your script does anything with stdin/out and theregn a d or v/V in there somewhere it'll mess with ffmpeg's loglevev
[01:00:04] <c_14> *loglevel and debugging settings
[01:00:57] <c_14> you can get the progress info back with -stats
[01:01:31] *** Joins: ChanServ (ChanServ@services.libera.chat)
[01:01:31] *** erbium.libera.chat sets mode: +o ChanServ
[01:01:44] <c_14> the filename and stream stuff should be in -v info
[01:01:49] *** epony is now known as Guest3959
[01:01:53] *** Quits: Volgaar (~volgaar@2a01:cb14:675:e500:e1a8:ddac:588e:abe1) (Ping timeout: 250 seconds)
[01:01:58] *** Joins: DarkG (~DarkG@user/darkg)
[01:02:02] *** Joins: woky (~woky@li1651-31.members.linode.com)
[01:02:12] *** Joins: vulpine (~xfnw@pidgin.owen.bellz.org)
[01:02:14] *** Joins: fling (~fling@user/fling)
[01:02:15] *** Joins: beaver (~beaver@user/pong)
[01:02:22] *** Joins: rvalue (~rvalue@user/rvalue)
[01:03:29] *** Quits: rvalue (~rvalue@user/rvalue) (Remote host closed the connection)
[01:03:29] *** Quits: dostoyevsky2 (~sck@static.251.39.47.78.clients.your-server.de) (Quit: leaving)
[01:03:41] *** Joins: dostoyevsky2 (~sck@user/dostoyevsky2)
[01:03:41] *** Joins: rvalue (~rvalue@user/rvalue)
[01:03:51] <Atsuko> your triggering the -hex output somehow
[01:04:59] *** Quits: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[01:06:02] *** Joins: rdrg109 (~rdrg109@user/rdrg109)
[01:06:03] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:06:13] *** beaver is now known as pong
[01:06:16] *** Joins: rvalue (~rvalue@user/rvalue)
[01:06:51] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:07:04] *** Joins: rvalue (~rvalue@user/rvalue)
[01:08:08] *** Joins: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de)
[01:08:08] *** Joins: greasybyte (~greasybyt@pool-98-116-192-195.nycmny.fios.verizon.net)
[01:10:16] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:10:28] *** Joins: rvalue (~rvalue@user/rvalue)
[01:15:59] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:16:12] <Arsimael> -nostdin and -stats is EXACTLY what I wanted. Thanks.
[01:16:21] *** Joins: rvalue (~rvalue@user/rvalue)
[01:17:06] *** Quits: someuser (~user@197.54.43.98) (Ping timeout: 256 seconds)
[01:17:20] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:17:26] *** Quits: Buster_ (~Buster@46.160.36.66) (Ping timeout: 245 seconds)
[01:17:33] *** Joins: rvalue (~rvalue@user/rvalue)
[01:17:40] *** Quits: novapy (~chronos@12.71.10.20) (Ping timeout: 256 seconds)
[01:17:55] *** Quits: cosimone (~user@2001:b07:ae5:db26:c24a:d20:4d91:1e20) (Ping timeout: 250 seconds)
[01:18:51] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[01:19:04] *** Joins: rvalue (~rvalue@user/rvalue)
[01:19:05] *** Quits: Naleksuh (sid454423@wikimedia/naleksuh) ()
[01:19:48] *** Joins: Naleksuh (sid454423@wikimedia/naleksuh)
[01:20:00] *** Joins: jake[m]1 (~skyblmatr@2001:470:69fc:105::1:173b)
[01:22:05] *** Joins: novapy (~chronos@12.71.10.20)
[01:25:02] *** Quits: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de) (Quit: They say a little knowledge is a dangerous thing, but it's not one half so bad as a lot of ignorance.)
[01:31:00] *** Joins: msmith12[m] (~msmith12m@2001:470:69fc:105::bdfc)
[01:37:51] *** Joins: kepstin (~kepstin@user/kepstin)
[01:42:08] *** Joins: spanwysm[m] (~spanwysm@2001:470:69fc:105::e0a)
[01:42:12] *** Joins: guilhermek[m] (~guilherme@2001:470:69fc:105::1:549a)
[01:44:31] *** Joins: yuu[m] (~yuumatrix@2001:470:69fc:105::8a6)
[01:45:29] *** Joins: boris[m]12 (~borisruna@2001:470:69fc:105::32f3)
[01:45:29] *** Joins: sixecho (~sixecho@2001:470:69fc:105::32)
[01:46:58] *** Joins: OTIBA[m] (~otibamatr@2001:470:69fc:105::1:8979)
[01:48:00] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[01:52:14] *** Joins: alexandre[m] (~alexandre@2001:470:69fc:105::6e26)
[01:54:52] *** Joins: Celmor[m] (~celmor@2001:470:69fc:105::434)
[01:54:53] *** Joins: YakoYoku (~yakoyoku@2001:470:69fc:105::780)
[01:56:46] *** Joins: OTIBA[m]1 (~otibanerd@2001:470:69fc:105::1:8987)
[02:00:13] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Quit: WeeChat 3.0)
[02:02:27] *** PacKetIV is now known as PocketKiller
[02:05:15] *** Quits: bitblit_ (~bitblit@gateway/tor-sasl/bitblit) (Remote host closed the connection)
[02:05:38] *** Joins: bitblit_ (~bitblit@gateway/tor-sasl/bitblit)
[02:07:08] *** Joins: gnurou (~gnurou@2001:470:69fc:105::c23b)
[02:11:11] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[02:14:50] *** Quits: nobiz (~nobiz@user/nobiz) (Quit: The Lounge - https://thelounge.chat)
[02:15:01] *** Joins: ixlun (~ixlun@2001:470:69fc:105::41b3)
[02:15:05] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[02:15:21] *** Quits: jerome- (~jerome@88.173.24.196) (Remote host closed the connection)
[02:15:24] *** Joins: igh4st[m] (~igh4stmat@2001:470:69fc:105::35ce)
[02:15:43] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[02:15:52] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[02:16:14] *** Joins: nobiz (~nobiz@user/nobiz)
[02:16:53] *** Joins: jerome- (~jerome@88.173.24.196)
[02:17:36] *** Joins: Guest78 (~Guest78@pool-162-84-189-223.nycmny.fios.verizon.net)
[02:21:12] <Guest78> is it possible to use FFMPEG to transcode a website into a video similar to how with OBS you can have a browser source in your composition?
[02:22:55] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[02:22:57] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[02:24:33] *** Quits: wyatt8740 (~wyatt8740@149.164.111.65) (Remote host closed the connection)
[02:26:04] *** Quits: nobiz (~nobiz@user/nobiz) (Quit: The Lounge - https://thelounge.chat)
[02:26:51] *** Joins: nobiz (~nobiz@user/nobiz)
[02:28:30] <BtbN> you can't "transcode" a website
[02:28:37] <BtbN> you can screen capture a browser
[02:29:11] <kepstin> indeed, the obs browser source is effectively screen capturing a browser with fewer steps :)
[02:29:54] *** Joins: wyatt8740 (~wyatt8740@149.164.111.65)
[02:30:13] *** Quits: APic (~apic@apic.name) (Ping timeout: 256 seconds)
[02:30:31] *** Joins: rhys- (~rhys@mill.in.net)
[02:30:35] <BtbN> And it's horrendously insecure, since they update their bundled chrome like once every two years
[02:31:49] *** Joins: APic (apic@apic.name)
[02:32:31] *** Rhys is now known as Guest7527
[02:32:31] *** Quits: Guest7527 (Rhys@help.lux.melted.me) (Killed (molybdenum.libera.chat (Nickname regained by services)))
[02:32:32] *** rhys- is now known as rhys
[02:32:41] *** Joins: Rhvs (Rhys@help.lux.melted.me)
[02:37:14] *** Joins: Digit (~user@user/digit)
[02:37:25] *** Quits: palasso (~palasso@user/palasso) (Quit: I am not a quitter!)
[02:46:09] *** Joins: geowiesnot (~user@5-51-190-244.abo.bbox.fr)
[02:46:44] *** Joins: bixo (~bixo@190.200.253.127)
[02:46:53] <Guest78> ah okay thanks all :)
[02:52:41] *** Joins: tlacatlc6 (~tlacatlc6@097-101-132-062.res.spectrum.com)
[03:09:05] *** Quits: Guest78 (~Guest78@pool-162-84-189-223.nycmny.fios.verizon.net) (Quit: Client closed)
[03:12:11] *** Quits: itsalexjones (~itsalexjo@82.4.99.241) (Read error: Connection reset by peer)
[03:16:27] *** Quits: a0z (~a0z@90.244.190.0) (Ping timeout: 256 seconds)
[03:16:51] <another|> hmm.. I don't really understand mcdeint. It says it needs to be used with a deinterlacer like yadif, yet has a parity option.
[03:20:19] *** Quits: fkaa (~fkaa@user/fkaa) (Remote host closed the connection)
[03:20:43] <another|> If I'm putting yadif in front, the video is already deinterlaced, isn't it? And why the heck is it spamming me with snow errors? I'm not encoding to snow!
[03:21:13] *** Quits: djk (~Thunderbi@pool-72-76-214-169.nwrknj.fios.verizon.net) (Quit: djk)
[03:21:19] *** Quits: geowiesnot (~user@5-51-190-244.abo.bbox.fr) (Ping timeout: 256 seconds)
[03:21:19] *** Quits: kurosu (uid342582@id-342582.hampstead.irccloud.com) (Quit: Connection closed for inactivity)
[03:22:30] <furq> This filter is only available in ffmpeg version 4.4 or earlier.
[03:22:34] <furq> probably not a good time to start using it
[03:22:54] <another|> yeah, that's what I wanted to investigate next. Why was it removed?
[03:24:50] <furq> https://github.com/FFmpeg/FFmpeg/commit/95054bfa48cc71db1c7bf66a6b6628cb62f262bf
[03:25:51] <another|> ah, thanks
[03:30:51] *** Quits: pong (~beaver@user/pong) (Ping timeout: 276 seconds)
[03:32:57] <another|> for some reason it seems to have a dependency on snow
[03:33:27] <furq> i guess it's using the motion compensation stuff from snow
[03:33:29] *** Quits: xkuru (~xkuru@user/xkuru) (Read error: Connection reset by peer)
[03:38:27] <another|> yeah, no. results do not convince me. i'll give this one a pass
[03:39:47] *** Joins: minimal (~minimal@user/minimal)
[03:40:11] *** Quits: rv1sr (~rv1sr@user/rv1sr) ()
[03:41:06] <kepstin> yep. it's extremely slow, and I haven't really seen it make any significant improvements over whatever you gave it as input :/
[03:42:08] <another|> I failed to noticed any improvements. On the contrary, it blurred a bit
[03:44:15] <furq> i've never managed to get good results out of it
[03:44:23] <furq> google suggests some people are using it though
[03:44:56] <furq> i spent too much time getting a good qtgmc workflow to give up on it now
[03:45:05] <kepstin> it's really tricky to use, iirc, since i think it requires its input video be already separated into fields
[03:45:27] <kepstin> and the easiest way to do that is to run a deinterlacing filter before it
[03:45:39] <kepstin> and then, it doesn't really make any improvements on a decent deinterlacing filter's output
[03:46:25] <kepstin> at least i don't end up using deinterlacers much, most of the media i deal with is telecined.
[03:51:51] *** Joins: pong (~beaver@user/pong)
[04:02:56] <furq> this reminds me i should check out estdif
[04:03:35] *** Quits: pong (~beaver@user/pong) (Remote host closed the connection)
[04:03:53] *** Joins: crashrep (~crashrep@user/crashrep)
[04:03:58] *** talizea1 is now known as talizea
[04:05:14] *** Joins: ivanich (~ivanich@45-140-123-239.broadband.tenet.odessa.ua)
[04:06:45] *** Quits: ivanich (~ivanich@45-140-123-239.broadband.tenet.odessa.ua) (Client Quit)
[04:12:29] *** Quits: troyt (troyt@2601:681:4100:d591:44dd:acff:fe85:9c8e) (Read error: Connection reset by peer)
[04:13:13] *** Joins: troyt (troyt@2601:681:4100:d591:44dd:acff:fe85:9c8e)
[04:16:42] *** Quits: q66 (~q66@q66.moe) (Quit: q66)
[04:16:56] *** Joins: q66 (~q66@q66.moe)
[04:20:42] *** Quits: lavaball (felix@31.204.155.215) (Remote host closed the connection)
[04:27:50] *** Joins: kurosu (uid342582@hampstead.irccloud.com)
[04:33:32] *** Quits: thunfisch (~thunfisch@user/thunfisch) (Ping timeout: 240 seconds)
[04:34:48] *** Joins: thunfisch (~thunfisch@user/thunfisch)
[04:37:38] *** Quits: Atsuko (~x@94.242.254.66) (Remote host closed the connection)
[04:39:48] <another|> furq: what tool are you using for qtgmc?
[04:48:20] <furq> vapoursynth
[04:50:19] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Quit: exiting 3.4)
[04:50:52] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[04:51:59] *** Quits: thunfisch (~thunfisch@user/thunfisch) (Ping timeout: 256 seconds)
[04:52:17] *** Joins: thunfisch (~thunfisch@user/thunfisch)
[04:56:45] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Ping timeout: 256 seconds)
[05:02:57] *** Quits: bixo (~bixo@190.200.253.127) (Ping timeout: 240 seconds)
[05:03:10] *** Joins: panella32 (~panella32@154.6.22.11)
[05:03:12] *** Quits: panella32 (~panella32@154.6.22.11) (Client Quit)
[05:03:14] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[05:10:07] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Ping timeout: 256 seconds)
[05:10:42] *** Joins: bixo (~bixo@190.200.253.127)
[05:12:18] *** Quits: bixo (~bixo@190.200.253.127) (Remote host closed the connection)
[05:12:43] *** Joins: bixo (~bixo@190.200.253.127)
[05:16:45] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[05:18:06] *** Joins: pong (~beaver@user/pong)
[05:30:19] *** Quits: vlm (~vlm@user/vlm) (Quit: "")
[05:31:06] *** Quits: pong (~beaver@user/pong) (Remote host closed the connection)
[05:32:52] *** Joins: vlm (~vlm@user/vlm)
[05:47:24] *** Joins: pong (~beaver@user/pong)
[05:51:09] *** Quits: MrZeus_ (~MrZeus@89.238.130.70) (Ping timeout: 256 seconds)
[05:54:43] *** Joins: Atsuko (~x@94.242.250.86)
[05:59:05] *** Quits: Guest3959 (epony@lz2.eu) (Quit: QUIT)
[06:04:29] *** Joins: epony (epony@user/epony)
[06:07:21] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (Ping timeout: 256 seconds)
[06:11:20] *** Joins: Muimi (~Muimi@45.76.70.118)
[06:12:13] *** Quits: bencc1 (~bencc1@2a00:a040:197:3af:a08e:9b77:56ab:2adc) (Ping timeout: 240 seconds)
[06:14:20] *** Joins: Seirdy (~Seirdy@sourcehut/user/seirdy)
[06:18:17] *** Quits: Muimi (~Muimi@45.76.70.118) (Ping timeout: 240 seconds)
[06:52:55] *** Quits: jos1 (~jos3@dyndsl-091-096-035-050.ewe-ip-backbone.de) (Ping timeout: 256 seconds)
[06:53:00] *** Quits: crashrep (~crashrep@user/crashrep) (Ping timeout: 276 seconds)
[07:01:24] *** Joins: Vonter (~Vonter@user/vonter)
[07:04:49] *** Quits: bixo (~bixo@190.200.253.127) (Ping timeout: 256 seconds)
[07:05:27] *** Joins: jos1 (~jos3@host-091-097-188-007.ewe-ip-backbone.de)
[07:08:43] *** Quits: darkapex (~darkapex@user/darkapex) (Quit: ZNC 1.7.2+deb3 - https://znc.in)
[07:10:03] *** Joins: darkapex (~darkapex@user/darkapex)
[07:15:49] *** Joins: crashrep (~crashrep@user/crashrep)
[07:25:41] *** Quits: rvalue (~rvalue@user/rvalue) (Ping timeout: 250 seconds)
[07:38:41] *** Quits: faef (~witch@user/witch) (Ping timeout: 245 seconds)
[07:40:59] *** Joins: rvalue (~rvalue@user/rvalue)
[07:42:50] *** Joins: bixo (~bixo@190.200.253.127)
[08:02:02] *** Quits: waleee (~waleee@2001:9b0:21d:fc00:398f:b003:b90d:acf4) (Ping timeout: 250 seconds)
[08:04:39] *** Quits: bixo (~bixo@190.200.253.127) (Ping timeout: 256 seconds)
[08:17:38] *** Quits: saba4ka-mumu (~efsearfc@94.25.168.120) (Ping timeout: 250 seconds)
[08:23:11] *** Joins: witchc (~witch@host-80-43-123-93.as13285.net)
[08:23:11] *** Quits: witchc (~witch@host-80-43-123-93.as13285.net) (Changing host)
[08:23:11] *** Joins: witchc (~witch@user/witch)
[08:26:53] *** Quits: tlacatlc6 (~tlacatlc6@097-101-132-062.res.spectrum.com) (Quit: Leaving)
[08:36:03] *** Quits: witchc (~witch@user/witch) (Ping timeout: 256 seconds)
[08:39:23] *** Quits: crashrep (~crashrep@user/crashrep) (Quit: WeeChat 3.4)
[08:43:48] *** Joins: witchc (~witch@host-80-43-123-93.as13285.net)
[08:43:48] *** Quits: witchc (~witch@host-80-43-123-93.as13285.net) (Changing host)
[08:43:48] *** Joins: witchc (~witch@user/witch)
[08:54:36] *** Quits: minimal (~minimal@user/minimal) (Quit: Leaving)
[09:06:10] *** Joins: ss4 (~wootehfoo@user/wootehfoot)
[09:08:35] *** Quits: wootehfoot (~wootehfoo@user/wootehfoot) (Ping timeout: 256 seconds)
[09:30:21] *** Quits: jafa (~jafa@ip70-162-39-218.ph.ph.cox.net) (Remote host closed the connection)
[09:30:34] *** Joins: jafa (~jafa@ip70-162-39-218.ph.ph.cox.net)
[09:36:59] *** Quits: gartt (~gartt@ip68-0-205-52.ri.ri.cox.net) (Ping timeout: 252 seconds)
[09:37:28] *** Joins: gartt (~gartt@ip68-0-205-52.ri.ri.cox.net)
[09:43:28] *** Joins: Buster_ (~Buster@46.160.36.66)
[09:43:36] *** Quits: rvalue (~rvalue@user/rvalue) (Read error: Connection reset by peer)
[09:43:50] *** Joins: rvalue (~rvalue@user/rvalue)
[09:51:47] *** Joins: Muimi (~Muimi@45.76.70.118)
[09:58:07] *** Quits: wyatt8740 (~wyatt8740@149.164.111.65) (Remote host closed the connection)
[09:59:10] *** Quits: rvalue (~rvalue@user/rvalue) (Remote host closed the connection)
[09:59:18] *** Joins: zumba_addict (~zumba_add@2601:240:4500:8320:224:1dff:fec8:64f6)
[09:59:22] *** Joins: rvalue (~rvalue@user/rvalue)
[10:01:36] *** Joins: saba4ka-mumu (~efsearfc@178.67.192.12)
[10:03:07] *** Joins: wyatt8740 (~wyatt8740@149.164.111.65)
[10:04:54] *** Quits: wyatt8740 (~wyatt8740@149.164.111.65) (Remote host closed the connection)
[10:06:13] *** Quits: zmt00 (~zmt00@user/zmt00) (Ping timeout: 240 seconds)
[10:08:29] *** Quits: chowbok (~quassel@207.181.244.106) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[10:09:53] *** Joins: chowbok (~quassel@207.181.244.106)
[10:12:16] *** Joins: wyatt8740 (~wyatt8740@149.164.111.65)
[10:20:32] *** Quits: wyatt8740 (~wyatt8740@149.164.111.65) (Remote host closed the connection)
[10:23:14] *** Joins: wyatt8740 (~wyatt8740@149.164.111.65)
[10:29:18] *** Joins: bencc1 (~bencc1@2a00:a040:197:3af:b992:2805:332e:649c)
[10:30:42] *** Quits: zumba_addict (~zumba_add@2601:240:4500:8320:224:1dff:fec8:64f6) (Quit: Client closed)
[10:31:22] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[10:33:11] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[10:33:37] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[10:41:19] *** Quits: kurosu (uid342582@hampstead.irccloud.com) (Quit: Connection closed for inactivity)
[10:45:50] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Quit: WeeChat 3.0)
[10:46:08] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[10:52:57] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Quit: WeeChat 3.0)
[10:53:17] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[10:53:20] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[10:53:31] *** Parts: sixecho (~sixecho@2001:470:69fc:105::32) ()
[10:55:52] *** Quits: Nick_d0gb0y (sid467444@id-467444.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: video2go (sid515994@id-515994.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: orthoplex64 (~crm@70.120.0.94) (*.net *.split)
