[00:02:00] *** Quits: ar3itrary (~hacker@2a03:4000:6:8177:2::1) (Quit: No Ping reply in 180 seconds.)
[00:03:09] *** Joins: ar3itrary (~hacker@2a03:4000:6:8177:2::1)
[00:30:04] *** Quits: Zeklyn- (~Zeklyn@zeklyn.net) (Quit: %VPS Died%)
[00:30:25] *** Joins: Zeklyn_ (~Zeklyn@zeklyn.net)
[00:44:14] *** Joins: LogicAside (~LogicAsid@user/logicaside)
[00:44:14] *** Joins: Ctaeth0 (~User@user/ctaeth)
[00:44:14] *** Joins: Scotteh (~Scotteh@user/scotteh)
[00:44:14] *** Joins: hirish (~hirish@ip85.ip-137-74-20.eu)
[00:44:14] *** Joins: neil (~kneel@rockylinux/infra/neil)
[00:44:14] *** Joins: koolazer (~koo@user/koolazer)
[00:44:14] *** Joins: bpye (~bpye@user/bpye)
[00:44:14] *** Joins: pyfisch (~pyfisch@user/pyfisch)
[00:44:14] *** Joins: rewby2 (~rewby@do-it-for.science)
[00:44:14] *** Joins: jesse-s (sid98646@id-98646.hampstead.irccloud.com)
[00:44:14] *** Joins: torresjrjr (~torresjrj@user/torresjrjr)
[00:44:14] *** Joins: manawyrm (~manawyrm@tbspace.de)
[00:44:14] *** Joins: reborn (reborn@234.network)
[00:44:14] *** Joins: Guest3780 (sid525670@id-525670.uxbridge.irccloud.com)
[00:44:14] *** Joins: swapgs (~swapgs@user/swapgs)
[00:44:14] *** Joins: subvisor (sid502026@id-502026.helmsley.irccloud.com)
[00:44:14] *** Joins: theholyduck_ (sid10277@user/theholyduck)
[00:44:14] *** Joins: superflit (sid381164@id-381164.helmsley.irccloud.com)
[00:44:14] *** erbium.libera.chat sets mode: +o moonmoon
[00:44:14] *** Joins: NewCliCker_ (uid28463@id-28463.lymington.irccloud.com)
[00:44:14] *** Joins: Twix (~None@2a01:4f8:192:23d0::1be4:a)
[00:44:14] *** Joins: Knyght (sid365271@id-365271.helmsley.irccloud.com)
[00:44:14] *** Joins: Myrtti (myrtti@irssi/user/Myrtti)
[00:44:14] *** Joins: TheBigK (~quassel@user/thebigk)
[00:44:14] *** Joins: Guest9241 (~dark@rasdark.ru)
[00:44:14] *** Joins: Ryozuki (~Ryozuki@user/ryozuki)
[00:44:14] *** Joins: Guest5853 (sid328387@id-328387.hampstead.irccloud.com)
[00:44:14] *** Joins: ozymandias (~ozymandia@libre.theyareafter.us)
[00:44:14] *** Joins: _tjr_ (~tjr@233.ip-144-217-92.net)
[00:44:14] *** Joins: hook54321 (sid149355@user/hook54321)
[00:44:14] *** Joins: tinwood (~tinwood@canonical/tinwood)
[00:44:14] *** Joins: PauloHeaven (~Paul@arnage.d2s.ipv6.octoworld.fr)
[00:44:14] *** Joins: thurin (thurin@thurin.org)
[00:44:14] *** Joins: ikonia (~irc@user/ikonia)
[00:44:14] *** Joins: peterz (~quassel@j217100.upc-j.chello.nl)
[00:44:14] *** Joins: V3n3RiX (~quassel@redcorelinux/developer/v3n3rix)
[00:44:14] *** Joins: itok (sid418430@id-418430.ilkley.irccloud.com)
[00:44:14] *** Joins: Guest8100 (~tinloaf@virt-no01.mrvm.net)
[00:44:14] *** Joins: edcragg (~edcragg@95.179.203.88)
[00:44:14] *** Joins: jm18 (~jm18@37.59.54.216)
[00:44:14] *** Joins: feuerrot (~feuerrot@shells.chaosdorf.de)
[00:44:14] *** Joins: beenz (~beenz@i.dont.know.how.com.puters.work)
[00:44:14] *** Joins: rhe (~rhe@labyrinth.rhe.jp)
[00:44:14] *** Joins: SoF (~skius@user/skius)
[00:44:14] *** Joins: justcool393 (sid438064@id-438064.ilkley.irccloud.com)
[00:44:14] *** Joins: Manouchehri (sid384576@id-384576.hampstead.irccloud.com)
[00:44:14] *** Joins: Koragg (sid268081@Valeyard/Staff/Koragg)
[00:44:14] *** Joins: Fusl__ (sid288759@id-288759.tinside.irccloud.com)
[00:44:14] *** Joins: astra (sid289983@user/amish)
[00:44:14] *** Joins: offbyone (sid910@id-910.helmsley.irccloud.com)
[00:44:14] *** Joins: oisota (~oisota@user/oisota)
[00:44:14] *** Joins: glowcoil_ (sid3405@id-3405.tinside.irccloud.com)
[00:44:14] *** Joins: AgileTomato (sid163528@id-163528.hampstead.irccloud.com)
[00:44:14] *** Joins: buoy49_ (sid386684@id-386684.uxbridge.irccloud.com)
[00:44:14] *** Joins: kawaii_ (sid345572@id-345572.hampstead.irccloud.com)
[00:44:14] *** Joins: Southparkfan (sid11755@miraheze/Southparkfan)
[00:44:14] *** Joins: Puyo (sid500577@user/puyo)
[00:44:14] *** Joins: ^3^ (sid334263@user/zichy)
[00:44:14] *** Joins: snek (sid280155@id-280155.lymington.irccloud.com)
[00:44:14] *** Joins: Pavrr (~Pavr@ip100.ip-51-38-104.eu)
[00:44:14] *** Joins: manveru (sid26204@user/manveru)
[00:44:14] *** Joins: ross (sid305269@user/ross)
[00:44:14] *** Joins: shawnz (sid134671@id-134671.uxbridge.irccloud.com)
[00:44:14] *** Joins: integral (sid296274@user/integral)
[00:44:14] *** Joins: Gaelan_ (~gaelan@user/gaelan)
[00:44:14] *** Joins: h00k (sid431420@user/h00k)
[00:44:14] *** Joins: merpnderp (sid16744@id-16744.hampstead.irccloud.com)
[00:44:14] *** Joins: Zachary_DuBois (~Zachary_D@yukimorikawa.zacharydubois.net)
[00:44:14] *** Joins: wolfy1339_ (~wolfy1339@hellomouse/dev/wolfy1339)
[00:44:14] *** Joins: jakesyl__ (sid56879@id-56879.hampstead.irccloud.com)
[00:44:14] *** Joins: purphoroff (purphoros@devforge.org)
[00:44:14] *** Joins: langlee (sid97604@id-97604.helmsley.irccloud.com)
[00:44:14] *** Joins: morfic (sid49509@id-49509.ilkley.irccloud.com)
[00:44:14] *** Joins: langerhans (~langerhan@user/langerhans)
[00:44:14] *** Joins: NiKaN (sid385034@id-385034.helmsley.irccloud.com)
[00:44:14] *** Joins: hl (~hl@user/hl)
[00:44:14] *** Joins: l0de (sid31830@id-31830.ilkley.irccloud.com)
[00:44:14] *** Joins: liam__ (sid7517@id-7517.helmsley.irccloud.com)
[00:44:14] *** Joins: friedrich_ (~friedrich@aextron.de)
[00:44:14] *** Joins: wildeboskat (~wbk@user/wildeboskat)
[00:44:14] *** Joins: xnbya2 (~xnbya@2a01:4f8:c17:cbdd::1)
[00:44:14] *** Joins: Pitr (~pj@p3.ictree.nl)
[00:44:14] *** Joins: sauce (~sauce@omae.wa.mou.shindei.ru)
[00:44:14] *** Joins: ibutsu (ibutsu@user/ibutsu)
[00:44:14] *** Joins: samh_ (foobar@poulet.zoy.org)
[00:44:14] *** Joins: tmbg_ (~bob@2001:4801:7827:101:be76:4eff:fe10:8db6)
[00:44:14] *** Joins: Melsom_ (amh@185.181.60.200)
[00:44:14] *** Joins: Meroje_ (~Meroje@user/meroje)
[00:44:14] *** Joins: 040AAH1DN (~root@ip209.ip-94-23-121.eu)
[00:44:14] *** Joins: fo0bar (fo0bar@feh.colobox.com)
[00:44:14] *** Joins: jorsk (~josh@gojira.kaiju.net)
[00:44:14] *** Joins: welterde (welterde@thinkbase.srv.welterde.de)
[00:44:14] *** Joins: tofupup_ (~tofupup@user/tofupup)
[00:44:14] *** Joins: derelict (~derelict@user/derelict)
[00:44:14] *** Joins: georg (~quassel@bnc.ee)
[00:44:14] *** Joins: southerntofu3 (southernto@thunix.net)
[00:44:14] *** Joins: karl_ (~Karlssel@2001:41d0:8:9a4b::1)
[00:44:14] *** Joins: u_mad_bro (sid427158@id-427158.lymington.irccloud.com)
[00:44:14] *** Joins: Ferus (~anonymous@user/ferus)
[00:44:14] *** Joins: Reinhilde (ellenor@vice-chairwoman.of.freenode.management)
[00:44:14] *** Joins: Hackintech (hackintech@user/hackintech)
[00:44:14] *** Joins: darkphoenix (darkphnx@user/darkphoenix)
[00:44:14] *** Joins: x10 (~x10@2001:bc8:182c:835::1)
[00:44:14] *** Joins: jgn (~jgn@user/jgn)
[00:44:14] *** Joins: Nothing4You (N4Y@nothing4you.w.tf-w.tf)
[00:44:14] *** Joins: shr2 (~shrysr@user/shrysr)
[00:44:14] *** Joins: Ckat (~Ckat@xn--z7x.xn--6frz82g)
[00:44:14] *** Joins: kashike (kashike@user/kashike)
[00:44:14] *** Joins: mrarm (~mrarm@revolutionirc/developer/mrarm)
[00:44:14] *** Joins: Benett (~Benett@xnetx.de)
[00:44:14] *** Joins: DrGibby (sid95320@waterproofcloak/gibby)
[00:44:14] *** Joins: dkrtre (ip6@78.24.188.235)
[00:44:14] *** Joins: benh (~benh@pip.ozlabs.org)
[00:44:14] *** Joins: relrod (~relrod@redhat/ansible.staff.relrod)
[00:44:14] *** Joins: Armen (~Armen@armen138.com)
[00:44:14] *** Joins: Ferdirand (~somebody@2001:4c78:2012:5000::2)
[00:44:14] *** Joins: urbanecm (sid196503@wikimedia/Martin-Urbanec)
[00:44:14] *** Joins: EWDurbin (sid38710@id-38710.tinside.irccloud.com)
[00:44:14] *** Joins: CaptainUnix (~CaptainUn@user/captainunix)
[00:44:14] *** Joins: the4oo4 (~the4oo4@shenzhou.whatbox.ca)
[00:44:14] *** Joins: odrling (~odrling@korone.aidoru.agency)
[00:44:14] *** Joins: Zimdale (sid421484@id-421484.lymington.irccloud.com)
[00:44:14] *** Joins: shayne (~shayne@user/shayne)
[00:44:14] *** Joins: MamaMouse (~MsMouse@2001:19f0:7402:123a:5400:2ff:fe9b:f19c)
[00:44:14] *** Joins: mdrjr (~mdrjr@104.236.30.141)
[00:44:14] *** Joins: tripp (~trip@absolut.mindfuck.net)
[00:44:14] *** Joins: ricab (~quassel@canonical/ricab)
[00:44:14] *** Joins: robla (sid6864@id-6864.lymington.irccloud.com)
[00:44:14] *** Joins: salimfadhley (sid31217@wikipedia/salimfadhley)
[00:44:14] *** Joins: GhostBusters (sid230692@id-230692.helmsley.irccloud.com)
[00:44:14] *** Joins: teward (sid379306@ubuntu/member/teward)
[00:44:14] *** Joins: jonty (sid115@id-115.tinside.irccloud.com)
[00:44:14] *** Joins: placeb0 (uid283215@id-283215.lymington.irccloud.com)
[00:44:14] *** Joins: pavelow_ (~pavelow@opticalchimp.com)
[00:44:14] *** Joins: MJ94 (mj94@user/mj94)
[00:44:14] *** Joins: XgF (~quassel@2001:19f0:5001:1174:5400:2ff:fef2:1fa2)
[00:44:14] *** Joins: bigua (bigua@bigua.org)
[00:44:14] *** Joins: mpmc (~mpmc@user/mpmc)
[00:44:14] *** Joins: tcole (~tcole@user/tcole)
[00:44:14] *** Joins: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857)
[00:44:14] *** Joins: EpicNeo (sid443260@id-443260.hampstead.irccloud.com)
[00:44:14] *** Joins: nephyrin (~neph@user/nephyrin)
[00:44:14] *** Joins: The_LoudSpeaker (~raman@nightly.zulipdev.org)
[00:44:14] *** Joins: RhinosF1 (uid339563@miraheze/RhinosF1)
[00:44:14] *** Joins: el (~el@libera/staff/el)
[00:44:14] *** Joins: stw (~stwalkers@wikimedia/stwalkerster)
[00:44:14] *** Joins: Pokey (~pokey@spikeyCactus/hoosky)
[00:44:14] *** Joins: evilgohan2 (~evilgohan@user/evilgohan2)
[00:44:14] *** Joins: mbaxter (mbaxter@bnc.io)
[00:44:14] *** Joins: JonathanD (~JonathanD@libera/staff/jonathand)
[00:44:14] *** Joins: adduc (~adduc@24.15.97.76)
[00:44:14] *** Joins: calcmandan (~quassel@user/calcmandan)
[00:44:14] *** Joins: nanovad (~nanovad@sortix/developer/nanovad)
[00:44:14] *** Joins: nb (~nb@fedora/ansible.user.nb)
[00:44:14] *** Joins: RichiH (~richih@fosdem/staff/richih)
[00:44:14] *** Joins: omnigoat (~omnigoat@user/omnigoat)
[00:44:14] *** erbium.libera.chat sets mode: +oo el JonathanD
[00:44:14] *** Joins: deafboy (quasselcor@cicolina.org)
[00:44:14] *** Joins: Sorin (nafets@user/sorin)
[00:44:14] *** Joins: niko (~niko@libera/staff/niko)
[00:44:14] *** Joins: j0nnymoe (~j0nnymoe@linuxserver.io/j0nnymoe)
[00:44:14] *** Joins: cim (~cim@205.185.117.110)
[00:44:14] *** Joins: MuffinPimp (~mokou@box.mokou.io)
[00:44:14] *** Joins: LIERO (~no@user/liero)
[00:44:14] *** Joins: gauge (~gauge@user/gauge)
[00:44:14] *** Joins: ZeroKnight (zeroknight@dimensionzero.net)
[00:44:14] *** Joins: neilalexander_ (~neilalexa@185.195.232.163)
[00:44:14] *** Joins: otthorn (otthorn@zamok.crans.org)
[00:44:14] *** Joins: tetrapod (~tetrapod@user/tetrapod)
[00:44:14] *** Joins: plankster (~plankster@user/plankers)
[00:44:14] *** Joins: night (~night@iruta.org)
[00:44:14] *** Joins: voice (~voice@2604:4300:a:11b::2)
[00:44:14] *** Joins: ar3itrary (~hacker@2a03:4000:6:8177:2::1)
[00:44:14] *** Joins: Sherpard2 (~VPard@user/sherpard2)
[00:44:14] *** Joins: fs2 (~fs@mail.fancyorg.at)
[00:44:14] *** Joins: nicoo (~nico@user/nicoo)
[00:44:14] *** Joins: picooz_ (~picooz@user/picooz)
[00:44:14] *** Joins: pdx (~pdx@user/pdx)
[00:44:14] *** Joins: Notir (~Notir@user/notir)
[00:44:14] *** Joins: phoe (~phoe@user/phoe)
[00:44:14] *** Joins: artart78 (~artart78@2001:41d0:a:3ba6::1)
[00:44:14] *** Joins: cuppajoeman (sid521943@id-521943.hampstead.irccloud.com)
[00:44:14] *** Joins: Yorick- (znc@vps.freegamehosting.eu)
[00:44:14] *** Joins: wiak (~wiak@nwgat.ninja)
[00:44:14] *** Joins: ruppert1 (~ruppert@2a02:810c:200:195c:21c:25ff:fe95:8294)
[00:44:14] *** Joins: davic (sid473656@user/davic)
[00:44:14] *** Joins: benoitc (sid1888@id-1888.tinside.irccloud.com)
[00:44:14] *** Joins: skrblr_ (skrblr@2600:3c03::f03c:91ff:fe6b:e123)
[00:44:14] *** Joins: thebogbog (sid114333@id-114333.uxbridge.irccloud.com)
[00:44:14] *** Joins: neoweb (sid343200@id-343200.lymington.irccloud.com)
[00:44:14] *** Joins: kcnickerson (sid289503@id-289503.uxbridge.irccloud.com)
[00:44:14] *** Joins: dagmcr (sid323878@id-323878.uxbridge.irccloud.com)
[00:44:14] *** Joins: brlin (sid357232@id-357232.helmsley.irccloud.com)
[00:44:14] *** Joins: smoerk (~quassel@user/smoerk)
[00:44:14] *** Joins: realitygaps (~realityga@user/realitygaps)
[00:44:14] *** Joins: ethereal (~ethereal@2001:19f0:7402:2dd::1337)
[00:44:14] *** Joins: cleric (~cleric@2604:a880:2:d0::53b2:f001)
[00:44:14] *** Joins: mz` (~mz`@user/mz/x-8532539)
[00:44:14] *** Joins: habnabit_ (habnabit@python/site-packages/habnabit)
[00:44:14] *** Joins: Fusl (fusl@1.0.0.127.in-addr.arpa.li)
[00:44:14] *** Joins: Raito_Bezarius (~Raito@wireguard/tunneler/raito-bezarius)
[00:44:14] *** Joins: aphelion70 (aphelion@user/aphelion)
[00:44:14] *** Joins: Daniel071 (~Daniel071@159-196-235-44.9fc4eb.mel.nbn.aussiebb.net)
[00:44:14] *** erbium.libera.chat sets mode: +o niko
[00:44:14] *** Joins: Kelsar (~quassel@user/kelsar)
[00:44:14] *** Joins: powermail (uid385576@id-385576.uxbridge.irccloud.com)
[00:44:14] *** Joins: Tobbi (~Tobbi@2a02:8108:1240:48ec:9151:64f9:5c4c:ad39)
[00:44:14] *** Joins: Nav (~Nav@2001:ac8:14:200::5)
[00:44:14] *** Joins: noahmg123 (sid89117@ilkley.irccloud.com)
[00:44:14] *** Joins: Parth (sid502184@user/parth)
[00:44:14] *** Joins: olofj (sid7875@ilkley.irccloud.com)
[00:44:14] *** Joins: tweska (~tweska@2sk.nl)
[00:44:14] *** Joins: Raichu (~Raichu@totodile.io)
[00:44:14] *** Joins: _________ (~nobody@user/noodly)
[00:44:14] *** Joins: Liz3 (~Liz3@irc.liz3.net)
[00:44:14] *** Joins: kaz (~kaz@103.230.141.36)
[00:44:14] *** Joins: kaz_ (~kaz@103.230.141.36)
[00:44:14] *** Joins: spuc (~spuc@ns346943.ip-5-135-160.eu)
[00:44:14] *** Joins: richrd (~wavi@thelounge/maintainer/wavi)
[00:44:14] *** Joins: A_Dragon (A_D@libera/staff/dragon)
[00:44:14] *** Joins: jtrucks (~jtrucks@ec2-34-232-29-41.compute-1.amazonaws.com)
[00:44:14] *** Joins: dynos01 (~dynos01@li820-149.members.linode.com)
[00:44:14] *** Joins: AgentK (~AgentK@user/agentk)
[00:44:14] *** Joins: qubidt (~qubidt@user/qubidt)
[00:44:14] *** Joins: jeff (~jeff@user/jeff)
[00:44:14] *** Joins: NSA (N4Y@national-security.agency)
[00:44:14] *** Joins: swordsmanz (~swordsman@irc.neko.sx)
[00:44:14] *** Joins: paperManu_ (~paperManu@138.197.128.151)
[00:44:14] *** Joins: nurupo (~nurupo.ga@user/nurupo)
[00:44:14] *** Joins: fzerorub1gd (~somebody@user/fzerorubigd)
[00:44:14] *** Joins: lostlabyrinth (~lab@194.233.100.248)
[00:44:14] *** Joins: effbiai (~effbiai@user/effbiai)
[00:44:14] *** Joins: mjbrooks (~mjbrooks@icinga/team/mjbrooks)
[00:44:14] *** Joins: lkcl (lkcl@we.will.rock.you.bnc4you.xyz)
[00:44:14] *** Joins: phroa (~phroa@user/phroa)
[00:44:14] *** Joins: Teacup (~teacup@user/teacup)
[00:44:14] *** Joins: mathu (~matt@user/mathu)
[00:44:14] *** Joins: K0HAX-2 (~michael@232.113.223.35.bc.googleusercontent.com)
[00:44:14] *** Joins: simontime (~simontime@irc.simonti.me)
[00:44:14] *** Joins: mniip (mniip@libera/staff/mniip)
[00:44:14] *** Joins: histrio_ (~histrio@109.234.34.168)
[00:44:14] *** Joins: sander (~sander@user/sander)
[00:44:14] *** Joins: ReimuHakurei_ (~Reimu@raphi.vserver.alexingram.net)
[00:44:14] *** Joins: gradator (~gradator@atreides.gradator.net)
[00:44:14] *** Joins: ebb (ebb@user/ebb)
[00:44:14] *** Joins: hjckr (~nikolay@external.oldum.net)
[00:44:14] *** Joins: skg_ (~skg@pool-71-244-172-108.bltmmd.fios.verizon.net)
[00:44:14] *** Joins: Sentuplex (~znc@192.3.86.137)
[00:44:14] *** Joins: muirrum_ (~muirrum@sourcehut/user/muirrum)
[00:44:14] *** erbium.libera.chat sets mode: +oo A_Dragon mniip
[00:44:14] *** Joins: Bardon (~Bardon@user/Bardon)
[00:44:14] *** Joins: romano2k_ (~romano2k@user/romano2k)
[00:44:14] *** Joins: Quack (~Quack@185.21.216.169)
[00:44:14] *** Joins: polymorphic (~polymorph@user/polymorphic)
[00:44:14] *** Joins: MiningMarsh (~MiningMar@user/miningmarsh)
[00:44:14] *** Joins: aaearon (aaearon@hack.inaddr.org)
[00:44:14] *** Joins: phenom (~primus@user/phenom)
[00:44:14] *** Joins: perryflynn (~perryflyn@docker01.anyserver.net)
[00:44:14] *** Joins: _TheMaster (~rado@gate.bgbest.net)
[00:44:14] *** Joins: jochum (~quassel@user/jochum)
[00:44:14] *** Joins: genocide_ (genocide@45.156.23.190)
[00:44:14] *** Joins: Fridtjof (~fridel@thonk.9net.org)
[00:44:14] *** Joins: user3456 (user3456@user/user3456)
[00:44:14] *** Joins: rhansen (~quassel@etherpad/rhansen)
[00:44:14] *** Joins: marlinc (~marlinc@user/marlinc)
[00:44:14] *** Joins: krishan (kfiven@metabrainz/user/kfiven)
[00:44:14] *** Joins: Sonar_Guy (~sonarguy@fedora/sonarguy)
[00:44:14] *** Joins: Nebraskka (~Nebraskka@user/nebraskka)
[00:44:14] *** Joins: Lord_of_Life (~Lord@user/lord-of-life/x-2819915)
[00:44:14] *** Joins: nepeat (~nepeat@79.110.170.60)
[00:44:14] *** Joins: emma (~emma@user/emma)
[00:44:14] *** Joins: dTal (~quassel@dragonbox/wizzard/dtal)
[00:44:14] *** Joins: ndk (~m0rkai@user/ndk)
[00:44:14] *** Joins: tomato (~tomato@user/tomato)
[00:44:14] *** Joins: Gerula (~Gerula@user/gerula)
[00:44:14] *** Joins: Khoyo_ (~khoyo@user/khoyo)
[00:44:14] *** Joins: Sargento (uid523534@wikipedia/Sargento-de-Hierro)
[00:44:14] *** Joins: AlexZ (sid12766@wikimedia/Az1568)
[00:44:14] *** Joins: caasih (sid13241@ilkley.irccloud.com)
[00:44:14] *** Joins: Tips|Cloud (sid62231@ilkley.irccloud.com)
[00:44:14] *** Joins: wolfshappen (~waff@irc.furworks.de)
[00:44:14] *** Joins: theo (~theo@user/theo)
[00:44:14] *** Joins: jumpcutking (uid459573@uxbridge.irccloud.com)
[00:44:14] *** Joins: hammy (~hammy@207.167.121.35)
[00:44:34] *** Joins: yourfate (~yourfate@cabal.yourfate.org)
[00:44:34] *** Joins: jbwncster (uid72776@id-72776.helmsley.irccloud.com)
[00:44:34] *** Joins: lexik (~lexik@171.25.222.230)
[00:44:34] *** Joins: LenPayne (~LenPayne@user/lenpayne)
[00:44:34] *** Joins: ralu (~ralu@static.211.245.203.116.clients.your-server.de)
[00:44:34] *** Joins: vlm (~vlm@user/vlm)
[00:44:34] *** Joins: lf (~quassel@p200300d21f00f100022454fffe73d7ad.dip0.t-ipconnect.de)
[00:44:34] *** Joins: macdude22 (~macdude22@2604:2d80:5893:3c00:e46e:cd86:4988:c224)
[00:44:34] *** Joins: CheckYourSix (~quassel@2604:a880:800:10::35f:b001)
[00:44:34] *** Joins: croc (quassel@2600:3c00::f03c:91ff:fe18:29d6)
[00:44:34] *** Joins: Freeyorp (Freeyorp@themanaworld/admin/Freeyorp)
[00:44:34] *** Joins: truckasaurus (sid457088@id-457088.helmsley.irccloud.com)
[00:44:34] *** Joins: Fingel (fingel@user/fingel)
[00:44:34] *** Joins: ravioli_ (sid83460@donger/pasta)
[00:44:34] *** Joins: neutron (sid472538@id-472538.tinside.irccloud.com)
[00:44:34] *** Joins: Tommy__ (sid21982@id-21982.tinside.irccloud.com)
[00:44:34] *** Joins: Willyeast (sid489524@id-489524.helmsley.irccloud.com)
[00:44:34] *** Joins: OliPicard_ (sid88086@user/olipicard)
[00:44:34] *** Joins: Arohyn (~arohyn@user/arohyn)
[00:44:34] *** Joins: eamanu (sid462779@id-462779.tinside.irccloud.com)
[00:44:34] *** Joins: negan (uid3963@id-3963.ilkley.irccloud.com)
[00:44:34] *** Joins: global_elites (sid502551@user/global-elites/x-3633715)
[00:44:34] *** Joins: wil (sid419800@id-419800.lymington.irccloud.com)
[00:44:34] *** Joins: mithro (sid24875@id-24875.ilkley.irccloud.com)
[00:44:34] *** Joins: space-bat (sid131370@id-131370.ilkley.irccloud.com)
[00:44:34] *** Joins: BlueShark (sid10311@user/blueshark)
[00:44:34] *** Joins: Jon (jon@dow.land)
[00:44:34] *** Joins: TsynkVoin (sid368874@id-368874.helmsley.irccloud.com)
[00:44:34] *** Joins: Hobbyboy (Hobbyboy@hobbyboy.co.uk)
[00:44:34] *** Joins: astraea (sid402385@user/astraea)
[00:44:34] *** Joins: hhes (sid420846@id-420846.ilkley.irccloud.com)
[00:44:34] *** Joins: gnu3ra (~gnu3ra@user/gnu3ra)
[00:44:34] *** Joins: Belliash (~belliash@eris.codingworkshop.eu.org)
[00:44:34] *** Joins: Gradient (~gradient@163.172.214.112)
[00:44:34] *** Joins: mrkirby153 (~mrkirby15@mrkirby153.com)
[00:44:34] *** Joins: Bretzky (~Bretzky@167.99.239.126)
[00:44:34] *** Joins: ckie (~ckie@user/cookie)
[00:44:34] *** Joins: PeGaSuS (ubuntu@user/pegasus)
[00:44:34] *** Joins: NoahvdAa (~NoahvdAa@user/noahvdaa)
[00:44:34] *** Joins: weyhmueller (~weyhmuell@blofeld.nc.w9r.de)
[00:44:34] *** Joins: cnuke (~cnuke@vond.sysret.de)
[00:44:34] *** Joins: kontio (~kontio@2a01:4f8:221:2a50::2)
[00:44:34] *** Joins: DirkS (~DirkSt@user/dirkst)
[00:44:34] *** Joins: whysthatso125 (~whysthats@74-206-50-195.sta.estpak.ee)
[00:44:34] *** Joins: TheSashm_ (~TheSashmo@174.119.184.190)
[00:44:34] *** Joins: Myst3 (~Myst@user/myst)
[00:44:34] *** Joins: jessicant (~jessica@static.172.234.251.148.clients.your-server.de)
[00:44:34] *** Joins: derpy (~quassel@2a02:810d:800:10f8:80bc:99e7:800a:7a53)
[00:44:34] *** Joins: adomas (sid439292@id-439292.uxbridge.irccloud.com)
[00:44:34] *** Joins: graingert (sid128301@id-128301.tinside.irccloud.com)
[00:44:34] *** Joins: c|oneman (sage@2602:fc81:2:1::3:e5f0)
[00:44:34] *** Joins: judabuda (kowbunga@user/judabuda)
[00:44:34] *** Joins: Bercik (~Redomen@user/bercik)
[00:44:34] *** Joins: Truenos (Truenos@admin.canal-ayuda.com)
[00:44:34] *** Joins: giesen (~ggiesen@ego.giesen.me)
[00:44:34] *** Joins: antlarr (~quassel@38.red-83-34-185.dynamicip.rima-tde.net)
[00:44:34] *** Joins: mifritscher (~mifritsch@mifritscher.de)
[00:44:34] *** Joins: mquin (~mquin@libera/staff/mquin)
[00:44:34] *** Joins: eggs (~quassel@174-141-203-235.fttp.usinternet.com)
[00:44:34] *** Joins: Craighton (~craig@user/Craighton)
[00:44:34] *** Joins: gerry666 (gerry666@gerry.pw)
[00:44:34] *** Joins: ikiryo (sid109660@user/ikiryo)
[00:44:34] *** Joins: marcoslater (sid317940@libera/sponsor/marcoslater)
[00:44:34] *** Joins: mafrasi2_ (~quassel@2a01:4f8:190:508a::2)
[00:44:34] *** Joins: stoner19 (~stoner19@vmi221374.contaboserver.net)
[00:44:34] *** Joins: pikapika (~pikapika_@pika.powered.by.lunarbnc.net)
[00:44:34] *** Joins: ses (uid38151@id-38151.hampstead.irccloud.com)
[00:44:34] *** Joins: iwonder (~quassel@walter.iwonder.name)
[00:44:34] *** Joins: moo (~moo@beware.of.the.ass.ninja)
[00:44:34] *** Joins: milkii (~milkii@2001:19f0:7401:866a:15f3:a8f4:441d:ab86)
[00:44:34] *** Joins: nyanotech (~kitty@meow.catgirl.solutions)
[00:44:34] *** Joins: arti (~arti@2001:bb8:4008:2020::f)
[00:44:34] *** Joins: hirez (~hirez@104.128.237.40)
[00:44:34] *** Joins: Net (sid313265@id-313265.lymington.irccloud.com)
[00:44:34] *** Joins: JackMc (sid85402@id-85402.lymington.irccloud.com)
[00:44:34] *** Joins: JamesR (JamesR@wikimedia/JamesR)
[00:44:34] *** Joins: stephen87 (sid33834@user/stephen87)
[00:44:34] *** Joins: seven (sid125326@id-125326.uxbridge.irccloud.com)
[00:44:34] *** Joins: Crofton (sid401373@id-401373.lymington.irccloud.com)
[00:44:34] *** Joins: Jeremail (~quassel@poseidon.hosts.thejeremail.net)
[00:44:34] *** Joins: wCPO (~wCPO@mail.klausen.dk)
[00:44:34] *** Joins: Lanjelin (~Lanjelin@50.51-174-33.customer.lyse.net)
[00:44:34] *** Joins: Rotab (~Rotab@2001:2002:51e5:6061:7a24:afff:fe8a:9973)
[00:44:34] *** Joins: branon (~branon@2601:153:600:dc::100)
[00:44:34] *** Joins: malaclyps (~mala@user/malaclyps)
[00:44:34] *** Joins: DaisyDuck (daisy@tors.wants.covid.booster.in.his.butt.cf)
[00:44:34] *** erbium.libera.chat sets mode: +o mquin
[00:44:48] *** Joins: Reception123 (uid96626@miraheze/Reception123)
[00:44:48] *** Joins: Reiner_Unsinn_ (~quassel@p579d7111.dip0.t-ipconnect.de)
[00:44:48] *** Joins: jrt (~jrt@asteroidos/jrt)
[00:44:48] *** Joins: NeddySeagoon (~quassel@gentoo/developer/NeddySeagoon)
[00:44:48] *** Joins: shoragan (~shoragan@user/shoragan)
[00:44:48] *** Joins: John_ (john-liber@user/john/x-2862504)
